ledger_id,pattern_id,revision,role,normalized_pattern,window,dynamic_count,entry_count,workload_count,site_observations,max_sites_per_entry,module_observations,max_modules_per_entry,modes,optimized_occurrence,unoptimized_occurrence,entries,workloads,rxseq_statuses,example_module,example_start,evidence_links,semantic_review_status,opcode_effect_completeness,opcode_effects,control_flow_risk,liveness_risk,alias_risk,reference_risk,exception_risk,interrupt_risk,likely_owner,proposed_lowering,prerequisite,measured_disposition,status,selected,selection_reason
seq-4-3129888664@nr05-6a064499f327-rxseq-schema4,seq-4-3129888664,nr05-6a064499f327-rxseq-schema4,historical,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SCOPY_REG_REG(r3,r1) | UNLINK_REG(r1) | LOAD_REG_STRING(r4,c2)",4,84,2,1,6,3,2,1,noopt;opt,yes,yes,rexxcps-noopt;rexxcps-opt,rexxcps,over_3_symbols,benchmark_rexxcps_levelb_noopt,1584,performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-opt/rxseq,mechanical-complete,complete,LINKATTR1_REG_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_ALIAS_CREATE | RXOP_SEM_MAY_THROW]; SCOPY_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; UNLINK_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_1;W=RXOP_OP_1;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_ALIAS_RELEASE | RXOP_SEM_MAY_THROW]; LOAD_REG_STRING[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE],no,needs-proof,yes,no,yes,needs-proof,compiler-or-source,none,instruction-boundary and liveness proof,,unsafe,no,
seq-4-2737442255@nr05-6a064499f327-rxseq-schema4,seq-4-2737442255,nr05-6a064499f327-rxseq-schema4,historical,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3) | SETTP_REG_INT(r1,c4)",4,42,1,1,2,2,1,1,noopt,no,yes,rexxcps-noopt,rexxcps,over_3_symbols,benchmark_rexxcps_levelb_noopt,461,performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-noopt/rxseq,mechanical-complete,complete,LOAD_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; LOAD_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; SETTP_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_1;W=RXOP_OP_1;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; SETTP_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_1;W=RXOP_OP_1;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE],no,needs-proof,no,no,no,needs-proof,compiler-or-rxas,peephole or emitter lowering after proof,"liveness, destination, and interrupt-equivalence proof",,unreviewed,no,
seq-4-3332625154@nr05-6a064499f327-rxseq-schema4,seq-4-3332625154,nr05-6a064499f327-rxseq-schema4,historical,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3) | SETTP_REG_INT(r4,c4)",4,42,1,1,2,2,1,1,noopt,no,yes,rexxcps-noopt,rexxcps,over_3_symbols,benchmark_rexxcps_levelb_noopt,464,performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-noopt/rxseq,mechanical-complete,complete,LOAD_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; SETTP_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_1;W=RXOP_OP_1;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; SETTP_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_1;W=RXOP_OP_1;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; SETTP_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_1;W=RXOP_OP_1;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE],no,needs-proof,no,no,no,needs-proof,compiler-or-rxas,peephole or emitter lowering after proof,"liveness, destination, and interrupt-equivalence proof",,unreviewed,no,
seq-4-933959983@nr05-6a064499f327-rxseq-schema4,seq-4-933959983,nr05-6a064499f327-rxseq-schema4,historical,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | LOAD_REG_STRING(r3,c1) | NULL_REG(r4)",4,84,2,1,6,3,2,1,noopt;opt,yes,yes,rexxcps-noopt;rexxcps-opt,rexxcps,over_3_symbols,benchmark_rexxcps_levelb_noopt,1588,performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-opt/rxseq,mechanical-complete,complete,SCOPY_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; UNLINK_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_1;W=RXOP_OP_1;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_ALIAS_RELEASE | RXOP_SEM_MAY_THROW]; LOAD_REG_STRING[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; NULL_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE],no,needs-proof,yes,no,yes,needs-proof,compiler-or-source,none,instruction-boundary and liveness proof,,unsafe,no,
seq-4-2009849752@nr05-6a064499f327-rxseq-schema4,seq-4-2009849752,nr05-6a064499f327-rxseq-schema4,historical,SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | NULL_REG(r1) | RET_REG(r1),4,42,1,1,1,1,1,1,noopt,no,yes,rexxcps-noopt,rexxcps,candidate,_address,20095,performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-noopt/rxseq,mechanical-complete,complete,SETNUMCAS_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_OPAQUE]; SETNUMSTD_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_OPAQUE]; NULL_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; RET_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_1;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_RETURN],yes,needs-proof,no,no,no,high,none-until-runtime-proof,none,instruction-boundary and liveness proof,,unsafe,no,
seq-4-2963898685@nr05-6a064499f327-rxseq-schema4,seq-4-2963898685,nr05-6a064499f327-rxseq-schema4,historical,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3) | CALL_REG_FUNC_REG(r4,c4,r5)",4,42,1,1,2,2,1,1,noopt,no,yes,rexxcps-noopt,rexxcps,over_3_symbols,benchmark_rexxcps_levelb_noopt,467,performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-noopt/rxseq,mechanical-complete,complete,SETTP_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_1;W=RXOP_OP_1;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; SETTP_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_1;W=RXOP_OP_1;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; SETTP_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_1;W=RXOP_OP_1;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; CALL_REG_FUNC_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_3;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_LOCAL_RANGE_AFTER_OP3;S=RXOP_SEM_CALL | RXOP_SEM_MAY_THROW | RXOP_SEM_OPAQUE],yes,needs-proof,no,no,yes,high,none-until-runtime-proof,none,instruction-boundary and liveness proof,,unsafe,no,
seq-4-536350164@nr05-6a064499f327-rxseq-schema4,seq-4-536350164,nr05-6a064499f327-rxseq-schema4,historical,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | BCOPY_REG_REG(r1,r3) | UNLINK_REG(r1)",4,84,2,1,6,3,2,1,noopt;opt,yes,yes,rexxcps-noopt;rexxcps-opt,rexxcps,over_3_symbols,_address,9137,performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-opt/rxseq,mechanical-complete,complete,UNLINK_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_1;W=RXOP_OP_1;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_ALIAS_RELEASE | RXOP_SEM_MAY_THROW]; LINKATTR1_REG_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_ALIAS_CREATE | RXOP_SEM_MAY_THROW]; BCOPY_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_12;W=RXOP_OP_1;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW]; UNLINK_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_1;W=RXOP_OP_1;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_ALIAS_RELEASE | RXOP_SEM_MAY_THROW],no,needs-proof,yes,no,yes,needs-proof,compiler-or-source,none,instruction-boundary and liveness proof,,unsafe,no,
seq-4-1119756609@nr05-6a064499f327-rxseq-schema4,seq-4-1119756609,nr05-6a064499f327-rxseq-schema4,historical,"UNLINK_REG(r1) | LOAD_REG_STRING(r2,c1) | NULL_REG(r3) | SCOPY_REG_REG(r4,r2)",4,84,2,1,6,3,2,1,noopt;opt,yes,yes,rexxcps-noopt;rexxcps-opt,rexxcps,over_3_symbols,benchmark_rexxcps_levelb_noopt,1591,performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-opt/rxseq,mechanical-complete,complete,UNLINK_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_1;W=RXOP_OP_1;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_ALIAS_RELEASE | RXOP_SEM_MAY_THROW]; LOAD_REG_STRING[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; NULL_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; SCOPY_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE],no,needs-proof,yes,no,yes,needs-proof,compiler-or-source,none,instruction-boundary and liveness proof,,unsafe,no,
seq-4-1006180443@nr05-6a064499f327-rxseq-schema4,seq-4-1006180443,nr05-6a064499f327-rxseq-schema4,historical,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SCOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | LOAD_REG_INT(r3,c2)",4,80,2,1,18,9,4,2,noopt;opt,yes,yes,rexxcps-noopt;rexxcps-opt,rexxcps,over_3_symbols,trace,12417,performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-opt/rxseq,mechanical-complete,complete,LINKATTR1_REG_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_ALIAS_CREATE | RXOP_SEM_MAY_THROW]; SCOPY_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; UNLINK_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_1;W=RXOP_OP_1;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_ALIAS_RELEASE | RXOP_SEM_MAY_THROW]; LOAD_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE],no,needs-proof,yes,no,yes,needs-proof,compiler-or-source,none,instruction-boundary and liveness proof,,unsafe,no,
seq-4-634248704@nr05-6a064499f327-rxseq-schema4,seq-4-634248704,nr05-6a064499f327-rxseq-schema4,historical,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | LINKATTR1_REG_REG_INT(r1,r3,c2)",4,80,2,1,18,9,4,2,noopt;opt,yes,yes,rexxcps-noopt;rexxcps-opt,rexxcps,over_3_symbols,trace,12421,performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-opt/rxseq,mechanical-complete,complete,SCOPY_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; UNLINK_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_1;W=RXOP_OP_1;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_ALIAS_RELEASE | RXOP_SEM_MAY_THROW]; LOAD_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; LINKATTR1_REG_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_ALIAS_CREATE | RXOP_SEM_MAY_THROW],no,needs-proof,yes,no,yes,needs-proof,compiler-or-source,none,instruction-boundary and liveness proof,,unsafe,no,
seq-4-1899526725@nr05-6a064499f327-rxseq-schema4,seq-4-1899526725,nr05-6a064499f327-rxseq-schema4,historical,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_STRING(r3,c2) | ILT_REG_REG_INT(r4,r5,c1)",4,74,2,1,10,5,4,2,noopt;opt,yes,yes,rexxcps-noopt;rexxcps-opt,rexxcps,over_3_symbols,left,63,performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-opt/rxseq,mechanical-complete,complete,LOAD_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; LOAD_REG_STRING[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; LOAD_REG_STRING[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; ILT_REG_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE],no,needs-proof,no,no,no,needs-proof,compiler-or-rxas,peephole or emitter lowering after proof,"liveness, destination, and interrupt-equivalence proof",,unreviewed,no,
seq-4-351066366@nr05-6a064499f327-rxseq-schema4,seq-4-351066366,nr05-6a064499f327-rxseq-schema4,historical,"LOAD_REG_STRING(r1,c1) | LOAD_REG_STRING(r2,c1) | ILT_REG_REG_INT(r3,r4,c2) | BRF_ID_REG(c3,r3)",4,74,2,1,10,5,4,2,noopt;opt,yes,yes,rexxcps-noopt;rexxcps-opt,rexxcps,over_3_symbols,left,66,performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-opt/rxseq,mechanical-complete,complete,LOAD_REG_STRING[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; LOAD_REG_STRING[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; ILT_REG_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; BRF_ID_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_1;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE],yes,needs-proof,no,no,no,needs-proof,none-until-runtime-proof,none,instruction-boundary and liveness proof,,unsafe,no,
seq-4-1003408602@nr05-6a064499f327-rxseq-schema4,seq-4-1003408602,nr05-6a064499f327-rxseq-schema4,historical,"NULL_REG(r1) | NULL_REG(r2) | SCOPY_REG_REG(r3,r4) | LOAD_REG_INT(r5,c1)",4,72,2,1,8,4,2,1,noopt;opt,yes,yes,rexxcps-noopt;rexxcps-opt,rexxcps,over_3_symbols,trace,5822,performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-opt/rxseq,mechanical-complete,complete,NULL_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; NULL_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; SCOPY_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; LOAD_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE],no,needs-proof,no,no,no,needs-proof,compiler-or-rxas,peephole or emitter lowering after proof,"liveness, destination, and interrupt-equivalence proof",,unreviewed,no,
seq-4-366065584@nr05-6a064499f327-rxseq-schema4,seq-4-366065584,nr05-6a064499f327-rxseq-schema4,historical,"NULL_REG(r1) | SCOPY_REG_REG(r2,r3) | LOAD_REG_INT(r4,c1) | LOAD_REG_STRING(r5,c2)",4,72,2,1,8,4,2,1,noopt;opt,yes,yes,rexxcps-noopt;rexxcps-opt,rexxcps,over_3_symbols,trace,5824,performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-opt/rxseq,mechanical-complete,complete,NULL_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; SCOPY_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; LOAD_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; LOAD_REG_STRING[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE],no,needs-proof,no,no,no,needs-proof,compiler-or-rxas,peephole or emitter lowering after proof,"liveness, destination, and interrupt-equivalence proof",,unreviewed,no,
seq-4-1226182441@nr05-6a064499f327-rxseq-schema4,seq-4-1226182441,nr05-6a064499f327-rxseq-schema4,historical,"SCOPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | LOAD_REG_STRING(r4,c2) | LOAD_REG_INT(r5,c3)",4,72,2,1,8,4,2,1,noopt;opt,yes,yes,rexxcps-noopt;rexxcps-opt,rexxcps,over_3_symbols,trace,5826,performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-opt/rxseq,mechanical-complete,complete,SCOPY_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; LOAD_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; LOAD_REG_STRING[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; LOAD_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE],no,needs-proof,no,no,no,needs-proof,compiler-or-rxas,peephole or emitter lowering after proof,"liveness, destination, and interrupt-equivalence proof",,unreviewed,no,
seq-4-633070192@nr05-6a064499f327-rxseq-schema4,seq-4-633070192,nr05-6a064499f327-rxseq-schema4,historical,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | ICOPY_REG_REG(r3,r4) | INE_REG_REG_INT(r5,r3,c1)",4,68,2,1,2,1,2,1,noopt;opt,yes,yes,rexxcps-noopt;rexxcps-opt,rexxcps,over_3_symbols,_address,15802,performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-noopt/rxseq;performance/evidence/2026-07-16-nr-05-call-census/entries/rexxcps-opt/rxseq,mechanical-complete,complete,ENDLIFE_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_1;W=RXOP_OP_1;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_REFERENCE_RELEASE | RXOP_SEM_LIFETIME_END | RXOP_SEM_MAY_THROW | RXOP_SEM_OPAQUE]; ENDLIFE_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_1;W=RXOP_OP_1;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_REFERENCE_RELEASE | RXOP_SEM_LIFETIME_END | RXOP_SEM_MAY_THROW | RXOP_SEM_OPAQUE]; ICOPY_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; INE_REG_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE],no,needs-proof,no,yes,yes,high,compiler-or-source,none,instruction-boundary and liveness proof,NR-08 current=5612;candidate=0;delta=-5612,subsumed,no,
