ledger_id,pattern_id,revision,role,normalized_pattern,window,dynamic_count,entry_count,workload_count,site_observations,max_sites_per_entry,module_observations,max_modules_per_entry,modes,optimized_occurrence,unoptimized_occurrence,entries,workloads,rxseq_statuses,example_module,example_start,evidence_links,semantic_review_status,opcode_effect_completeness,opcode_effects,control_flow_risk,liveness_risk,alias_risk,reference_risk,exception_risk,interrupt_risk,likely_owner,proposed_lowering,prerequisite,measured_disposition,status,selected,selection_reason
seq-2-3640473772@rexxcps-2.2d-nr08-63743eb90e97,seq-2-3640473772,rexxcps-2.2d-nr08-63743eb90e97,candidate,"SWAP_REG_REG(r1,r2) | SCONCAT_REG_STRING_REG(r3,c1,r4)",2,1,1,1,1,1,1,1,noopt,no,yes,rexxcps-2.2d-candidate-noopt,rexxcps,over_3_symbols,benchmark_rexxcps_levelb_noopt,230,performance/evidence/2026-07-17-nr-09-sequence-ledger-poc/current/entries/rexxcps-2.2d-candidate-noopt,mechanical-complete,complete,SWAP_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_12;W=RXOP_OP_12;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; SCONCAT_REG_STRING_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_3;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW],no,needs-proof,no,no,yes,needs-proof,compiler-or-rxas,none,instruction-boundary and liveness proof,,unsafe,no,
seq-2-630567799@rexxcps-2.2d-nr08-63743eb90e97,seq-2-630567799,rexxcps-2.2d-nr08-63743eb90e97,candidate,"SWAP_REG_REG(r1,r2) | UNLINK_REG(r1)",2,2,2,1,2,1,2,1,noopt;opt,yes,yes,rexxcps-2.2d-candidate-noopt;rexxcps-2.2d-candidate-opt,rexxcps,candidate,benchmark_rexxcps_levelb_noopt,132,performance/evidence/2026-07-17-nr-09-sequence-ledger-poc/current/entries/rexxcps-2.2d-candidate-noopt;performance/evidence/2026-07-17-nr-09-sequence-ledger-poc/current/entries/rexxcps-2.2d-candidate-opt,mechanical-complete,complete,SWAP_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_12;W=RXOP_OP_12;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; UNLINK_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_1;W=RXOP_OP_1;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_ALIAS_RELEASE | RXOP_SEM_MAY_THROW],no,needs-proof,yes,no,yes,needs-proof,compiler-or-source,none,instruction-boundary and liveness proof,,unsafe,no,
seq-2-3859448049@rexxcps-2.2d-nr08-63743eb90e97,seq-2-3859448049,rexxcps-2.2d-nr08-63743eb90e97,candidate,"UNLINK_REG(r1) | INE_REG_REG_INT(r2,r2,c1)",2,1,1,1,1,1,1,1,noopt,no,yes,rexxcps-2.2d-candidate-noopt,rexxcps,candidate,benchmark_rexxcps_levelb_noopt,135,performance/evidence/2026-07-17-nr-09-sequence-ledger-poc/current/entries/rexxcps-2.2d-candidate-noopt,mechanical-complete,complete,UNLINK_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_1;W=RXOP_OP_1;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_ALIAS_RELEASE | RXOP_SEM_MAY_THROW]; INE_REG_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE],no,needs-proof,yes,no,yes,needs-proof,compiler-or-source,none,instruction-boundary and liveness proof,,unsafe,no,
seq-3-1529237914@rexxcps-2.2d-nr08-63743eb90e97,seq-3-1529237914,rexxcps-2.2d-nr08-63743eb90e97,candidate,NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3),3,1861798,2,1,307,156,17,9,noopt;opt,yes,yes,rexxcps-2.2d-candidate-noopt;rexxcps-2.2d-candidate-opt,rexxcps,candidate,benchmark_rexxcps_levelb_noopt,591,performance/evidence/2026-07-17-nr-09-sequence-ledger-poc/current/entries/rexxcps-2.2d-candidate-noopt;performance/evidence/2026-07-17-nr-09-sequence-ledger-poc/current/entries/rexxcps-2.2d-candidate-opt,mechanical-complete,complete,NULL_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; NULL_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; NULL_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE],no,needs-proof,no,no,no,needs-proof,compiler-or-rxas,peephole or emitter lowering after proof,"liveness, destination, and interrupt-equivalence proof",,candidate,yes,workload-top-10:json;workload-top-10:base64;workload-top-10:rexxcps
seq-3-2909573542@rexxcps-2.2d-nr08-63743eb90e97,seq-3-2909573542,rexxcps-2.2d-nr08-63743eb90e97,candidate,"STRCHAR_REG_REG_REG(r1,r2,r3) | IEQ_REG_REG_INT(r4,r1,c1) | BRF_ID_REG(c2,r4)",3,680400,2,1,18,9,2,1,noopt;opt,yes,yes,rexxcps-2.2d-candidate-noopt;rexxcps-2.2d-candidate-opt,rexxcps,over_3_symbols,parseExec,209,performance/evidence/2026-07-17-nr-09-sequence-ledger-poc/current/entries/rexxcps-2.2d-candidate-noopt;performance/evidence/2026-07-17-nr-09-sequence-ledger-poc/current/entries/rexxcps-2.2d-candidate-opt,mechanical-complete,complete,STRCHAR_REG_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_23;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW]; IEQ_REG_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; BRF_ID_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_1;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE],yes,needs-proof,no,no,yes,needs-proof,none-until-runtime-proof,none,instruction-boundary and liveness proof,,unsafe,no,
seq-3-368493767@rexxcps-2.2d-nr08-63743eb90e97,seq-3-368493767,rexxcps-2.2d-nr08-63743eb90e97,candidate,"ILT_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | STRCHAR_REG_REG_REG(r4,r5,r2)",3,532400,2,1,18,9,4,2,noopt;opt,yes,yes,rexxcps-2.2d-candidate-noopt;rexxcps-2.2d-candidate-opt,rexxcps,over_3_symbols,trace,15219,performance/evidence/2026-07-17-nr-09-sequence-ledger-poc/current/entries/rexxcps-2.2d-candidate-noopt;performance/evidence/2026-07-17-nr-09-sequence-ledger-poc/current/entries/rexxcps-2.2d-candidate-opt,mechanical-complete,complete,ILT_REG_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_23;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; BRF_ID_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_1;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; STRCHAR_REG_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_23;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW],yes,needs-proof,no,no,yes,needs-proof,none-until-runtime-proof,none,instruction-boundary and liveness proof,,unsafe,no,
seq-3-647774054@rexxcps-2.2d-nr08-63743eb90e97,seq-3-647774054,rexxcps-2.2d-nr08-63743eb90e97,candidate,"BRF_ID_REG(c1,r1) | STRCHAR_REG_REG_REG(r2,r3,r4) | IEQ_REG_REG_INT(r5,r2,c2)",3,532000,2,1,16,8,2,1,noopt;opt,yes,yes,rexxcps-2.2d-candidate-noopt;rexxcps-2.2d-candidate-opt,rexxcps,over_3_symbols,parseExec,206,performance/evidence/2026-07-17-nr-09-sequence-ledger-poc/current/entries/rexxcps-2.2d-candidate-noopt;performance/evidence/2026-07-17-nr-09-sequence-ledger-poc/current/entries/rexxcps-2.2d-candidate-opt,mechanical-complete,complete,BRF_ID_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_1;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; STRCHAR_REG_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_23;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW]; IEQ_REG_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE],yes,needs-proof,no,no,yes,needs-proof,none-until-runtime-proof,none,instruction-boundary and liveness proof,,unsafe,no,
seq-3-662681866@rexxcps-2.2d-nr08-63743eb90e97,seq-3-662681866,rexxcps-2.2d-nr08-63743eb90e97,candidate,"BRT_ID_REG(c1,r1) | IGT_REG_REG_INT(r1,r2,c2) | BRF_ID_REG(c3,r1)",3,431200,2,1,28,14,2,1,noopt;opt,yes,yes,rexxcps-2.2d-candidate-noopt;rexxcps-2.2d-candidate-opt,rexxcps,over_3_symbols,parseExec,226,performance/evidence/2026-07-17-nr-09-sequence-ledger-poc/current/entries/rexxcps-2.2d-candidate-noopt;performance/evidence/2026-07-17-nr-09-sequence-ledger-poc/current/entries/rexxcps-2.2d-candidate-opt,mechanical-complete,complete,BRT_ID_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_1;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; IGT_REG_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; BRF_ID_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_1;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE],yes,needs-proof,no,no,no,needs-proof,none-until-runtime-proof,none,instruction-boundary and liveness proof,,unsafe,no,
seq-3-2356237880@rexxcps-2.2d-nr08-63743eb90e97,seq-3-2356237880,rexxcps-2.2d-nr08-63743eb90e97,candidate,"ILT_REG_REG_INT(r1,r2,c1) | BRT_ID_REG(c2,r1) | IGT_REG_REG_INT(r1,r2,c3)",3,431200,2,1,28,14,2,1,noopt;opt,yes,yes,rexxcps-2.2d-candidate-noopt;rexxcps-2.2d-candidate-opt,rexxcps,over_3_symbols,parseExec,222,performance/evidence/2026-07-17-nr-09-sequence-ledger-poc/current/entries/rexxcps-2.2d-candidate-noopt;performance/evidence/2026-07-17-nr-09-sequence-ledger-poc/current/entries/rexxcps-2.2d-candidate-opt,mechanical-complete,complete,ILT_REG_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; BRT_ID_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_1;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; IGT_REG_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE],yes,needs-proof,no,no,no,needs-proof,none-until-runtime-proof,none,instruction-boundary and liveness proof,,unsafe,no,
seq-3-3979778395@rexxcps-2.2d-nr08-63743eb90e97,seq-3-3979778395,rexxcps-2.2d-nr08-63743eb90e97,candidate,"SCOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r6)",3,322000,2,1,18,9,2,1,noopt;opt,yes,yes,rexxcps-2.2d-candidate-noopt;rexxcps-2.2d-candidate-opt,rexxcps,over_3_symbols,parseExec,384,performance/evidence/2026-07-17-nr-09-sequence-ledger-poc/current/entries/rexxcps-2.2d-candidate-noopt;performance/evidence/2026-07-17-nr-09-sequence-ledger-poc/current/entries/rexxcps-2.2d-candidate-opt,mechanical-complete,complete,SCOPY_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; ICOPY_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; ICOPY_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE],no,needs-proof,no,no,no,needs-proof,compiler-or-rxas,peephole or emitter lowering after proof,"liveness, destination, and interrupt-equivalence proof",,unreviewed,no,
seq-3-826182314@rexxcps-2.2d-nr08-63743eb90e97,seq-3-826182314,rexxcps-2.2d-nr08-63743eb90e97,candidate,"IADD_REG_REG_REG(r1,r2,r3) | IADD_REG_REG_INT(r4,r4,c1) | BR_ID(c2)",3,285600,2,1,16,8,2,1,noopt;opt,yes,yes,rexxcps-2.2d-candidate-noopt;rexxcps-2.2d-candidate-opt,rexxcps,over_3_symbols,parseExec,247,performance/evidence/2026-07-17-nr-09-sequence-ledger-poc/current/entries/rexxcps-2.2d-candidate-noopt;performance/evidence/2026-07-17-nr-09-sequence-ledger-poc/current/entries/rexxcps-2.2d-candidate-opt,mechanical-complete,complete,IADD_REG_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_23;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW]; IADD_REG_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW]; BR_ID[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_1;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE],yes,needs-proof,no,no,yes,needs-proof,none-until-runtime-proof,none,instruction-boundary and liveness proof,,unsafe,no,
seq-3-14974492@rexxcps-2.2d-nr08-63743eb90e97,seq-3-14974492,rexxcps-2.2d-nr08-63743eb90e97,candidate,"IMULT_REG_REG_INT(r1,r2,c1) | IADD_REG_REG_REG(r2,r1,r3) | IADD_REG_REG_INT(r4,r4,c2)",3,285600,2,1,16,8,2,1,noopt;opt,yes,yes,rexxcps-2.2d-candidate-noopt;rexxcps-2.2d-candidate-opt,rexxcps,over_3_symbols,parseExec,243,performance/evidence/2026-07-17-nr-09-sequence-ledger-poc/current/entries/rexxcps-2.2d-candidate-noopt;performance/evidence/2026-07-17-nr-09-sequence-ledger-poc/current/entries/rexxcps-2.2d-candidate-opt,mechanical-complete,complete,IMULT_REG_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW]; IADD_REG_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_23;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW]; IADD_REG_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW],no,needs-proof,no,no,yes,needs-proof,compiler-or-rxas,none,instruction-boundary and liveness proof,,unsafe,no,
seq-3-1991245010@rexxcps-2.2d-nr08-63743eb90e97,seq-3-1991245010,rexxcps-2.2d-nr08-63743eb90e97,candidate,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | STRCHAR_REG_REG_REG(r4,r5,r2)",3,281214,2,1,12,6,8,4,noopt;opt,yes,yes,rexxcps-2.2d-candidate-noopt;rexxcps-2.2d-candidate-opt,rexxcps,over_3_symbols,_typedformat,1175,performance/evidence/2026-07-17-nr-09-sequence-ledger-poc/current/entries/rexxcps-2.2d-candidate-noopt;performance/evidence/2026-07-17-nr-09-sequence-ledger-poc/current/entries/rexxcps-2.2d-candidate-opt,mechanical-complete,complete,IGT_REG_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_23;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; BRT_ID_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_1;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; STRCHAR_REG_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_23;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW],yes,needs-proof,no,no,yes,needs-proof,none-until-runtime-proof,none,instruction-boundary and liveness proof,,unsafe,no,
seq-3-570709213@rexxcps-2.2d-nr08-63743eb90e97,seq-3-570709213,rexxcps-2.2d-nr08-63743eb90e97,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | BR_ID(c3)",3,274400,2,1,18,9,2,1,noopt;opt,yes,yes,rexxcps-2.2d-candidate-noopt;rexxcps-2.2d-candidate-opt,rexxcps,over_3_symbols,parseExec,213,performance/evidence/2026-07-17-nr-09-sequence-ledger-poc/current/entries/rexxcps-2.2d-candidate-noopt;performance/evidence/2026-07-17-nr-09-sequence-ledger-poc/current/entries/rexxcps-2.2d-candidate-opt,mechanical-complete,complete,IEQ_REG_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; BRF_ID_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_1;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; BR_ID[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_NONE;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_1;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE],yes,needs-proof,no,no,no,needs-proof,none-until-runtime-proof,none,instruction-boundary and liveness proof,,unsafe,no,
seq-3-2106122284@rexxcps-2.2d-nr08-63743eb90e97,seq-3-2106122284,rexxcps-2.2d-nr08-63743eb90e97,candidate,"BRT_ID_REG(c1,r1) | STRCHAR_REG_REG_REG(r2,r3,r4) | IMULT_REG_REG_INT(r5,r6,c2)",3,258800,2,1,4,2,2,1,noopt;opt,yes,yes,rexxcps-2.2d-candidate-noopt;rexxcps-2.2d-candidate-opt,rexxcps,over_3_symbols,stem,187,performance/evidence/2026-07-17-nr-09-sequence-ledger-poc/current/entries/rexxcps-2.2d-candidate-noopt;performance/evidence/2026-07-17-nr-09-sequence-ledger-poc/current/entries/rexxcps-2.2d-candidate-opt,mechanical-complete,complete,BRT_ID_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_NONE;K=RXOP_OP_NONE;B=RXOP_OP_1;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE]; STRCHAR_REG_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_23;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW]; IMULT_REG_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW],yes,needs-proof,no,no,yes,needs-proof,none-until-runtime-proof,none,instruction-boundary and liveness proof,,unsafe,no,
seq-3-2496863529@rexxcps-2.2d-nr08-63743eb90e97,seq-3-2496863529,rexxcps-2.2d-nr08-63743eb90e97,candidate,"IADD_REG_REG_REG(r1,r1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c1) | IMOD_REG_REG_REG(r1,r1,r3)",3,258800,2,1,4,2,2,1,noopt;opt,yes,yes,rexxcps-2.2d-candidate-noopt;rexxcps-2.2d-candidate-opt,rexxcps,over_3_symbols,stem,198,performance/evidence/2026-07-17-nr-09-sequence-ledger-poc/current/entries/rexxcps-2.2d-candidate-noopt;performance/evidence/2026-07-17-nr-09-sequence-ledger-poc/current/entries/rexxcps-2.2d-candidate-opt,mechanical-complete,complete,IADD_REG_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_23;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW]; LINKATTR1_REG_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_ALIAS_CREATE | RXOP_SEM_MAY_THROW]; IMOD_REG_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_23;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW],no,needs-proof,yes,no,yes,needs-proof,compiler-or-source,none,instruction-boundary and liveness proof,,unsafe,no,
seq-3-3667133218@rexxcps-2.2d-nr08-63743eb90e97,seq-3-3667133218,rexxcps-2.2d-nr08-63743eb90e97,candidate,"IMOD_REG_REG_REG(r1,r1,r2) | UNLINK_REG(r2) | ICOPY_REG_REG(r3,r1)",3,258800,2,1,4,2,2,1,noopt;opt,yes,yes,rexxcps-2.2d-candidate-noopt;rexxcps-2.2d-candidate-opt,rexxcps,candidate,stem,206,performance/evidence/2026-07-17-nr-09-sequence-ledger-poc/current/entries/rexxcps-2.2d-candidate-noopt;performance/evidence/2026-07-17-nr-09-sequence-ledger-poc/current/entries/rexxcps-2.2d-candidate-opt,mechanical-complete,complete,IMOD_REG_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_23;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW]; UNLINK_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_1;W=RXOP_OP_1;K=RXOP_OP_NONE;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_ALIAS_RELEASE | RXOP_SEM_MAY_THROW]; ICOPY_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_NONE],no,needs-proof,yes,no,yes,needs-proof,compiler-or-source,none,instruction-boundary and liveness proof,,unsafe,no,
seq-3-2304956608@rexxcps-2.2d-nr08-63743eb90e97,seq-3-2304956608,rexxcps-2.2d-nr08-63743eb90e97,candidate,"IMULT_REG_REG_INT(r1,r2,c1) | IADD_REG_REG_REG(r1,r1,r3) | LINKATTR1_REG_REG_INT(r4,r5,c2)",3,258800,2,1,4,2,2,1,noopt;opt,yes,yes,rexxcps-2.2d-candidate-noopt;rexxcps-2.2d-candidate-opt,rexxcps,over_3_symbols,stem,194,performance/evidence/2026-07-17-nr-09-sequence-ledger-poc/current/entries/rexxcps-2.2d-candidate-noopt;performance/evidence/2026-07-17-nr-09-sequence-ledger-poc/current/entries/rexxcps-2.2d-candidate-opt,mechanical-complete,complete,IMULT_REG_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW]; IADD_REG_REG_REG[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_23;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_MAY_THROW]; LINKATTR1_REG_REG_INT[RXOP_EFFECT_CLASSIFIED;R=RXOP_OP_2;W=RXOP_OP_1;K=RXOP_OP_1;B=RXOP_OP_NONE;I=RXOP_IMPLICIT_NONE;S=RXOP_SEM_ALIAS_CREATE | RXOP_SEM_MAY_THROW],no,needs-proof,yes,no,yes,needs-proof,compiler-or-source,none,instruction-boundary and liveness proof,,unsafe,no,
