sequence,vm_mode,phase,round,position,cell,vm_binary,image,library,native_cps,process_real_s,effective_count,pass,started_utc,ended_utc,stdout,stderr
40,rxvm,recorded,6,1,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1199575,8.35,100,1,2026-07-19T16:28:09Z,2026-07-19T16:28:18Z,raw/040-rxvm-recorded-r06-p1-cellB.stdout.txt,raw/040-rxvm-recorded-r06-p1-cellB.stderr.txt
41,rxvm,recorded,6,2,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1189372,8.42,100,1,2026-07-19T16:28:18Z,2026-07-19T16:28:26Z,raw/041-rxvm-recorded-r06-p2-cellA.stdout.txt,raw/041-rxvm-recorded-r06-p2-cellA.stderr.txt
42,rxvm,recorded,6,3,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/artifacts/candidate/library.rxbin,1206690,8.30,100,1,2026-07-19T16:28:26Z,2026-07-19T16:28:34Z,raw/042-rxvm-recorded-r06-p3-cellC.stdout.txt,raw/042-rxvm-recorded-r06-p3-cellC.stderr.txt
43,rxvm,recorded,7,1,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1216110,8.24,100,1,2026-07-19T16:28:34Z,2026-07-19T16:28:43Z,raw/043-rxvm-recorded-r07-p1-cellB.stdout.txt,raw/043-rxvm-recorded-r07-p1-cellB.stderr.txt
44,rxvm,recorded,7,2,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1194647,8.38,100,1,2026-07-19T16:28:43Z,2026-07-19T16:28:51Z,raw/044-rxvm-recorded-r07-p2-cellA.stdout.txt,raw/044-rxvm-recorded-r07-p2-cellA.stderr.txt
45,rxvm,recorded,7,3,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/artifacts/candidate/library.rxbin,1206816,8.30,100,1,2026-07-19T16:28:51Z,2026-07-19T16:28:59Z,raw/045-rxvm-recorded-r07-p3-cellC.stdout.txt,raw/045-rxvm-recorded-r07-p3-cellC.stderr.txt
46,rxbvm,recorded,7,1,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1176632,8.51,100,1,2026-07-19T16:28:59Z,2026-07-19T16:29:08Z,raw/046-rxbvm-recorded-r07-p1-cellB.stdout.txt,raw/046-rxbvm-recorded-r07-p1-cellB.stderr.txt
47,rxbvm,recorded,7,2,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1199132,8.35,100,1,2026-07-19T16:29:08Z,2026-07-19T16:29:16Z,raw/047-rxbvm-recorded-r07-p2-cellA.stdout.txt,raw/047-rxbvm-recorded-r07-p2-cellA.stderr.txt
48,rxbvm,recorded,7,3,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/artifacts/candidate/library.rxbin,1193383,8.39,100,1,2026-07-19T16:29:16Z,2026-07-19T16:29:25Z,raw/048-rxbvm-recorded-r07-p3-cellC.stdout.txt,raw/048-rxbvm-recorded-r07-p3-cellC.stderr.txt
49,rxbvm,recorded,8,1,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1192440,8.40,100,1,2026-07-19T16:29:25Z,2026-07-19T16:29:33Z,raw/049-rxbvm-recorded-r08-p1-cellA.stdout.txt,raw/049-rxbvm-recorded-r08-p1-cellA.stderr.txt
50,rxbvm,recorded,8,2,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/artifacts/candidate/library.rxbin,1204595,8.32,100,1,2026-07-19T16:29:33Z,2026-07-19T16:29:41Z,raw/050-rxbvm-recorded-r08-p2-cellC.stdout.txt,raw/050-rxbvm-recorded-r08-p2-cellC.stderr.txt
51,rxbvm,recorded,8,3,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1184291,8.46,100,1,2026-07-19T16:29:42Z,2026-07-19T16:29:50Z,raw/051-rxbvm-recorded-r08-p3-cellB.stdout.txt,raw/051-rxbvm-recorded-r08-p3-cellB.stderr.txt
52,rxvm,recorded,8,1,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1207532,8.29,100,1,2026-07-19T16:29:50Z,2026-07-19T16:29:58Z,raw/052-rxvm-recorded-r08-p1-cellA.stdout.txt,raw/052-rxvm-recorded-r08-p1-cellA.stderr.txt
53,rxvm,recorded,8,2,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/artifacts/candidate/library.rxbin,1188426,8.43,100,1,2026-07-19T16:29:58Z,2026-07-19T16:30:07Z,raw/053-rxvm-recorded-r08-p2-cellC.stdout.txt,raw/053-rxvm-recorded-r08-p2-cellC.stderr.txt
54,rxvm,recorded,8,3,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1188721,8.43,100,1,2026-07-19T16:30:07Z,2026-07-19T16:30:15Z,raw/054-rxvm-recorded-r08-p3-cellB.stdout.txt,raw/054-rxvm-recorded-r08-p3-cellB.stderr.txt
55,rxvm,recorded,9,1,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/artifacts/candidate/library.rxbin,1152077,8.69,100,1,2026-07-19T16:30:15Z,2026-07-19T16:30:24Z,raw/055-rxvm-recorded-r09-p1-cellC.stdout.txt,raw/055-rxvm-recorded-r09-p1-cellC.stderr.txt
56,rxvm,recorded,9,2,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1184286,8.46,100,1,2026-07-19T16:30:24Z,2026-07-19T16:30:32Z,raw/056-rxvm-recorded-r09-p2-cellB.stdout.txt,raw/056-rxvm-recorded-r09-p2-cellB.stderr.txt
57,rxvm,recorded,9,3,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1150028,8.71,100,1,2026-07-19T16:30:32Z,2026-07-19T16:30:41Z,raw/057-rxvm-recorded-r09-p3-cellA.stdout.txt,raw/057-rxvm-recorded-r09-p3-cellA.stderr.txt
58,rxbvm,recorded,9,1,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/artifacts/candidate/library.rxbin,1155955,8.66,100,1,2026-07-19T16:30:41Z,2026-07-19T16:30:50Z,raw/058-rxbvm-recorded-r09-p1-cellC.stdout.txt,raw/058-rxbvm-recorded-r09-p1-cellC.stderr.txt
59,rxbvm,recorded,9,2,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1157032,8.66,100,1,2026-07-19T16:30:50Z,2026-07-19T16:30:58Z,raw/059-rxbvm-recorded-r09-p2-cellB.stdout.txt,raw/059-rxbvm-recorded-r09-p2-cellB.stderr.txt
60,rxbvm,recorded,9,3,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1105721,9.06,100,1,2026-07-19T16:30:58Z,2026-07-19T16:31:08Z,raw/060-rxbvm-recorded-r09-p3-cellA.stdout.txt,raw/060-rxbvm-recorded-r09-p3-cellA.stderr.txt
61,rxbvm,recorded,10,1,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/artifacts/candidate/library.rxbin,1164467,8.60,100,1,2026-07-19T16:31:08Z,2026-07-19T16:31:16Z,raw/061-rxbvm-recorded-r10-p1-cellC.stdout.txt,raw/061-rxbvm-recorded-r10-p1-cellC.stderr.txt
62,rxbvm,recorded,10,2,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1105795,9.06,100,1,2026-07-19T16:31:16Z,2026-07-19T16:31:25Z,raw/062-rxbvm-recorded-r10-p2-cellA.stdout.txt,raw/062-rxbvm-recorded-r10-p2-cellA.stderr.txt
63,rxbvm,recorded,10,3,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1138685,8.80,100,1,2026-07-19T16:31:25Z,2026-07-19T16:31:34Z,raw/063-rxbvm-recorded-r10-p3-cellB.stdout.txt,raw/063-rxbvm-recorded-r10-p3-cellB.stderr.txt
64,rxvm,recorded,10,1,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/artifacts/candidate/library.rxbin,1144982,8.75,100,1,2026-07-19T16:31:34Z,2026-07-19T16:31:43Z,raw/064-rxvm-recorded-r10-p1-cellC.stdout.txt,raw/064-rxvm-recorded-r10-p1-cellC.stderr.txt
65,rxvm,recorded,10,2,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1123481,8.92,100,1,2026-07-19T16:31:43Z,2026-07-19T16:31:52Z,raw/065-rxvm-recorded-r10-p2-cellA.stdout.txt,raw/065-rxvm-recorded-r10-p2-cellA.stderr.txt
66,rxvm,recorded,10,3,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1149571,8.71,100,1,2026-07-19T16:31:52Z,2026-07-19T16:32:01Z,raw/066-rxvm-recorded-r10-p3-cellB.stdout.txt,raw/066-rxvm-recorded-r10-p3-cellB.stderr.txt
67,rxvm,recorded,11,1,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1134724,8.83,100,1,2026-07-19T16:32:01Z,2026-07-19T16:32:09Z,raw/067-rxvm-recorded-r11-p1-cellB.stdout.txt,raw/067-rxvm-recorded-r11-p1-cellB.stderr.txt
68,rxvm,recorded,11,2,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/artifacts/candidate/library.rxbin,1147734,8.73,100,1,2026-07-19T16:32:09Z,2026-07-19T16:32:18Z,raw/068-rxvm-recorded-r11-p2-cellC.stdout.txt,raw/068-rxvm-recorded-r11-p2-cellC.stderr.txt
69,rxvm,recorded,11,3,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1141573,8.77,100,1,2026-07-19T16:32:18Z,2026-07-19T16:32:27Z,raw/069-rxvm-recorded-r11-p3-cellA.stdout.txt,raw/069-rxvm-recorded-r11-p3-cellA.stderr.txt
70,rxbvm,recorded,11,1,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1123706,8.91,100,1,2026-07-19T16:32:27Z,2026-07-19T16:32:36Z,raw/070-rxbvm-recorded-r11-p1-cellB.stdout.txt,raw/070-rxbvm-recorded-r11-p1-cellB.stderr.txt
71,rxbvm,recorded,11,2,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/artifacts/candidate/library.rxbin,1147800,8.73,100,1,2026-07-19T16:32:36Z,2026-07-19T16:32:45Z,raw/071-rxbvm-recorded-r11-p2-cellC.stdout.txt,raw/071-rxbvm-recorded-r11-p2-cellC.stderr.txt
72,rxbvm,recorded,11,3,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1107388,9.04,100,1,2026-07-19T16:32:45Z,2026-07-19T16:32:54Z,raw/072-rxbvm-recorded-r11-p3-cellA.stdout.txt,raw/072-rxbvm-recorded-r11-p3-cellA.stderr.txt
73,rxbvm,recorded,12,1,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1138366,8.80,100,1,2026-07-19T16:32:54Z,2026-07-19T16:33:02Z,raw/073-rxbvm-recorded-r12-p1-cellA.stdout.txt,raw/073-rxbvm-recorded-r12-p1-cellA.stderr.txt
74,rxbvm,recorded,12,2,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1115023,8.98,100,1,2026-07-19T16:33:03Z,2026-07-19T16:33:11Z,raw/074-rxbvm-recorded-r12-p2-cellB.stdout.txt,raw/074-rxbvm-recorded-r12-p2-cellB.stderr.txt
75,rxbvm,recorded,12,3,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/artifacts/candidate/library.rxbin,1123593,8.92,100,1,2026-07-19T16:33:12Z,2026-07-19T16:33:20Z,raw/075-rxbvm-recorded-r12-p3-cellC.stdout.txt,raw/075-rxbvm-recorded-r12-p3-cellC.stderr.txt
76,rxvm,recorded,12,1,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1154523,8.68,100,1,2026-07-19T16:33:20Z,2026-07-19T16:33:29Z,raw/076-rxvm-recorded-r12-p1-cellA.stdout.txt,raw/076-rxvm-recorded-r12-p1-cellA.stderr.txt
77,rxvm,recorded,12,2,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1113699,8.99,100,1,2026-07-19T16:33:29Z,2026-07-19T16:33:38Z,raw/077-rxvm-recorded-r12-p2-cellB.stdout.txt,raw/077-rxvm-recorded-r12-p2-cellB.stderr.txt
78,rxvm,recorded,12,3,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/prunedrun1/artifacts/candidate/library.rxbin,1153229,8.69,100,1,2026-07-19T16:33:38Z,2026-07-19T16:33:47Z,raw/078-rxvm-recorded-r12-p3-cellC.stdout.txt,raw/078-rxvm-recorded-r12-p3-cellC.stderr.txt
