rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,4200000,5,1,7,candidate,"PARSEWORDS3_REG_REG_REG_REG(r1,r2,r3,r4) | SCOPY_REG_REG(r5,r1) | SCOPY_REG_REG(r6,r2) | SCOPY_REG_REG(r7,r3)","r1=R11;r2=R5;r3=R42;r4=R47;r5=R52;r6=R40;r7=R56","benchmark_rexxcps_levelb_opt",878
83,60000,1,1,6,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_STRING(r1,c2) | SEQ_REG_REG_STRING(r2,r1,c3) | BRF_ID_REG(c4,r2)","r1=R41;c1=string@1272;c2=string@17168;r2=R82;c3=string@45616;c4=label@757","benchmark_rexxcps_levelb_opt",740
84,60000,1,1,5,candidate,"SEQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_STRING(r2,c1) | LOAD_REG_STRING(r2,c3)","r1=R76;r2=R41;c1=string@1272;c2=label@743;c3=string@17168","benchmark_rexxcps_levelb_opt",733
85,6000,15,1,5,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BTOI_REG(r1) | ICOPY_REG_REG(r3,r1) | BR_ID(c2)","r1=R22;r2=R28;c1=int:1;r3=R21;c2=label@13796","trace",13785
86,6000,15,1,5,candidate,"LOAD_REG_INT(r1,c1) | STRPOS_REG_REG_REG(r1,r2,r3) | IEQ_REG_REG_INT(r4,r1,c1) | BTOI_REG(r4)","r1=R28;c1=int:1;r2=R27;r3=R25;r4=R22","trace",13778
87,6000,15,1,7,candidate,"LOAD_REG_STRING(r1,c1) | STRLEN_REG_REG(r2,r3) | STRLEN_REG_REG(r4,r1) | ILT_REG_REG_INT(r5,r2,c2)","r1=R25;c1=string@1532976;r2=R26;r3=R27;r4=R24;r5=R22;c2=int:2","trace",13745
88,6000,15,1,7,candidate,"NULLN_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r4,r5) | LOAD_REG_STRING(r6,c1) | STRLEN_REG_REG(r2,r4)","r1=R28;r2=R26;r3=R24;r4=R27;r5=R5;r6=R25;c1=string@1532976","trace",13738
89,6000,15,1,6,candidate,"SCOPY_REG_REG(r1,r2) | LOAD_REG_STRING(r3,c1) | STRLEN_REG_REG(r4,r1) | STRLEN_REG_REG(r5,r3)","r1=R27;r2=R5;r3=R25;c1=string@1532976;r4=R26;r5=R24","trace",13742
90,6000,15,1,7,candidate,"STRLEN_REG_REG(r1,r2) | STRLEN_REG_REG(r3,r4) | ILT_REG_REG_INT(r5,r1,c1) | BRF_ID_REG(c2,r5)","r1=R26;r2=R27;r3=R24;r4=R25;r5=R22;c1=int:2;c2=label@13766","trace",13748
91,6000,15,1,6,candidate,"STRPOS_REG_REG_REG(r1,r2,r3) | IEQ_REG_REG_INT(r4,r1,c1) | BTOI_REG(r4) | ICOPY_REG_REG(r5,r4)","r1=R28;r2=R27;r3=R25;r4=R22;c1=int:1;r5=R21","trace",13781
92,2200,4,2,5,candidate,"REQ_REG_REG_STRING(r1,r2,c1) | BRT_ID_REG(c2,r1) | REQ_REG_REG_STRING(r1,r2,c3) | BRT_ID_REG(c2,r1)","r1=R26;r2=R5;c1=string@1535296;c2=label@13900;c3=string@1535336","trace",13878
93,1600,3,2,6,candidate,"BRT_ID_REG(c1,r1) | REQ_REG_REG_STRING(r1,r2,c2) | BRT_ID_REG(c1,r1) | REQ_REG_REG_STRING(r3,r2,c3)","c1=label@13900;r1=R26;r2=R5;c2=string@1535336;r3=R25;c3=string@1535376","trace",13882
94,1600,3,2,8,candidate,"REQ_REG_REG_STRING(r1,r2,c1) | BRT_ID_REG(c2,r1) | REQ_REG_REG_STRING(r3,r2,c3) | BRTF_ID_ID_REG(c4,c5,r3)","r1=R26;r2=R5;c1=string@1535336;c2=label@13900;r3=R25;c3=string@1535376;c4=label@13906;c5=label@13911","trace",13885
95,832,4,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_STRING(r3,c2) | ILT_REG_REG_INT(r4,r5,c1)","r1=R12;c1=int:0;r2=R14;c2=string@28856;r3=R16;r4=R20;r5=R19","trace",4310
96,832,4,1,7,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_STRING(r2,c1) | ILT_REG_REG_INT(r3,r4,c2) | BRF_ID_REG(c3,r3)","r1=R14;c1=string@28856;r2=R16;r3=R20;r4=R19;c2=int:0;c3=label@4329","trace",4313
97,832,4,1,8,candidate,"SCOPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | LOAD_REG_STRING(r4,c2) | LOAD_REG_INT(r5,c3)","r1=R17;r2=R5;r3=R19;c1=int:1;r4=R11;c2=string@329248;r5=R9;c3=int:0","trace",4298
98,832,4,1,6,candidate,"SETSTRPOS_REG_REG(r1,r2) | SUBSTRING_REG_REG_REG(r3,r1,r4) | SCOPY_REG_REG(r5,r3) | BR_ID(c1)","r1=R17;r2=R12;r3=R16;r4=R19;r5=R20;c1=label@4411","trace",4376
99,816,2,2,6,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | IEQ_REG_REG_REG(r1,r3,r4) | BRF_ID_REG(c2,r1)","r1=R30;r2=R26;c1=int:0;c2=label@13607;r3=R14;r4=R28","trace",13585
100,816,3,1,6,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_STRING(r3,c2) | LOAD_REG_STRING(r4,c2)","r1=R9;c1=int:0;r2=R12;r3=R14;c2=string@28856;r4=R16","trace",4307
101,816,3,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_INT(r3,c3) | LOAD_REG_INT(r4,c3)","r1=R19;c1=int:1;r2=R11;c2=string@329248;r3=R9;c3=int:0;r4=R12","trace",4301
102,816,3,1,7,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c2) | LOAD_REG_STRING(r4,c3)","r1=R11;c1=string@329248;r2=R9;c2=int:0;r3=R12;r4=R14;c3=string@28856","trace",4304
103,816,3,1,10,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | SCOPY_REG_REG(r5,r6) | LOAD_REG_INT(r7,c1) | LOAD_REG_STRING(r8,c2)","r1=R10;r2=R13;r3=R15;r4=R18;r5=R17;r6=R5;r7=R19;c1=int:1;r8=R11;c2=string@329248","trace",4293
104,809,13,1,5,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c3,r1)","r1=R4;c1=int:0;r2=R25;c2=int:8;c3=int:9","trace",10126
105,809,13,1,5,candidate,"LOAD_REG_STRING(r1,c1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | SCOPY_REG_REG(r2,r1) | UNLINK_REG(r2)","r1=R4;c1=string@1533056;r2=R5;r3=R25;c2=int:15","trace",10154
106,607,10,1,6,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LOAD_REG_STRING(r2,c2) | LINKATTR1_REG_REG_INT(r3,r1,c3) | SCOPY_REG_REG(r3,r2)","r1=R25;c1=int:14;r2=R4;c2=string@1533056;r3=R5;c3=int:15","trace",10150
107,607,10,1,7,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LOAD_REG_STRING(r1,c3) | LINKATTR1_REG_REG_INT(r3,r2,c4)","r1=R4;c1=int:0;r2=R25;c2=int:14;c3=string@1533056;r3=R5;c4=int:15","trace",10147
108,600,1,1,8,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c3) | CALL_REG_FUNC_REG(r4,c4,r3)","c1=label@324;r1=R20;r2=R22;c2=int:0;r3=R21;c3=int:1;r4=R19;c4=func@1624728","time",299
109,600,1,1,7,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | REQ_REG_REG_STRING(r1,r3,c3) | BRF_ID_REG(c4,r1)","c1=label@188;r1=R16;r2=R13;c2=int:1;r3=R7;c3=string@1628968;c4=label@198","time",182
110,600,1,1,7,candidate,"BRT_ID_REG(c1,r1) | REQ_REG_REG_STRING(r1,r2,c2) | BRF_ID_REG(c3,r1) | LOAD_REG_INT(r3,c4)","c1=label@272;r1=R17;r2=R7;c2=string@957072;c3=label@340;r3=R19;c4=int:1","time",262
111,600,1,1,4,candidate,"FCOPY_REG_REG(r1,r2) | FDIV_REG_REG_FLOAT(r3,r1,c1) | FTOS_REG(r3) | RET_REG(r3)","r1=R18;r2=R16;r3=R22;c1=float@1629112","time",329
112,600,1,1,4,candidate,"ITOF_REG(r1) | FCOPY_REG_REG(r2,r1) | FDIV_REG_REG_FLOAT(r3,r2,c1) | FTOS_REG(r3)","r1=R16;r2=R18;r3=R22;c1=float@1629112","time",327
113,600,1,1,5,candidate,"LOAD_REG_FLOAT(r1,c1) | ITOF_REG(r2) | FCOPY_REG_REG(r1,r2) | FDIV_REG_REG_FLOAT(r3,r1,c2)","r1=R18;c1=float@473216;r2=R16;r3=R22;c2=float@1629112","time",324
114,600,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r2,c1) | REQ_REG_REG_STRING(r1,r3,c3)","r1=R16;c1=int:1;c2=label@188;r2=R13;r3=R7;c3=string@1628968","time",179
115,600,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | REQ_REG_REG_STRING(r2,r3,c2) | BRT_ID_REG(c3,r2) | REQ_REG_REG_STRING(r2,r3,c4)","r1=R13;c1=int:0;r2=R14;r3=R7;c2=string@1533096;c3=label@117;c4=string@1533992","time",92
116,600,1,1,7,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | SEQ_REG_REG_STRING(r3,r4,c1) | BRF_ID_REG(c3,r3)","r1=R7;c1=string@28856;r2=R1;c2=int:0;r3=R0;r4=R24;c3=label@32","time",14
117,600,1,1,8,candidate,"REQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3) | LOAD_REG_INT(r4,c4)","r1=R20;r2=R7;c1=string@957072;c2=label@324;r3=R22;c3=int:0;r4=R21;c4=int:1","time",295
118,600,1,1,10,candidate,"REQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3) | SWAPCALL_REG_FUNC_REG_REG_REG(r4,c4,r3,r5,r6)","r1=R17;r2=R7;c1=string@957072;c2=label@340;r3=R19;c3=int:1;r4=R16;c4=func@1624728;r5=R1;r6=R20","time",265
119,600,1,1,6,candidate,"REQ_REG_REG_STRING(r1,r2,c1) | BRT_ID_REG(c2,r1) | REQ_REG_REG_STRING(r1,r2,c3) | BRF_ID_REG(c4,r1)","r1=R17;r2=R7;c1=string@1124600;c2=label@272;c3=string@957072;c4=label@340","time",258
120,600,1,1,5,candidate,"SWAP_REG_REG(r1,r2) | LOAD_REG_FLOAT(r3,c1) | ITOF_REG(r4) | FCOPY_REG_REG(r3,r4)","r1=R1;r2=R22;r3=R18;c1=float@473216;r4=R16","time",321
121,599,1,1,5,candidate,"BEQ_ID_REG_INT(c1,r1,c2) | COPY_REG_REG(r2,r1) | ISUB_REG_REG_REG(r2,r2,r3) | RET_REG(r2)","c1=label@20;r1=R5;c2=int:0;r2=R1;r3=R3","/private/tmp/crexx-perf3-k04e-scorecard.tTgMRO/src/lib/rxfnsb/rxas/_elapsed",7
122,599,1,1,6,candidate,"BRF_ID_REG(c1,r1) | BEQ_ID_REG_INT(c2,r2,c3) | COPY_REG_REG(r1,r2) | ISUB_REG_REG_REG(r1,r1,r3)","c1=label@28;r1=R1;c2=label@20;r2=R5;c3=int:0;r3=R3","/private/tmp/crexx-perf3-k04e-scorecard.tTgMRO/src/lib/rxfnsb/rxas/_elapsed",4
123,599,1,1,7,candidate,"SEQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | BEQ_ID_REG_INT(c3,r3,c4) | COPY_REG_REG(r1,r3)","r1=R1;r2=R2;c1=string@2717592;c2=label@28;c3=label@20;r3=R5;c4=int:0","/private/tmp/crexx-perf3-k04e-scorecard.tTgMRO/src/lib/rxfnsb/rxas/_elapsed",0
124,417,2,2,7,candidate,"BRTPANDT_ID_REG_INT(c1,r1,c2) | LOAD_REG_STRING(r2,c3) | SETTP_REG_INT(r2,c4) | BR_ID(c5)","c1=label@38;r1=R26;c2=int:256;r2=R0;c3=string@329248;c4=int:0;c5=label@53","strip",26
125,417,2,2,7,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | BRTPANDT_ID_REG_INT(c3,r1,c4) | SCOPY_REG_REG(r2,r1) | BR_ID(c5)","c1=int:18;c2=int:1;c3=label@13;r1=R24;c4=int:512;r2=R15;c5=label@16","strip",0
126,416,1,1,9,candidate,"BEQ_ID_REG_INT(c1,r1,c2) | IEQ_REG_REG_INT(r2,r1,c3) | BRF_ID_REG(c4,r2) | ISUB_REG_INT_REG(r3,c5,r4)","c1=label@186;r1=R9;c2=int:84;r2=R21;c3=int:66;c4=label@284;r3=R12;c5=int:0;r4=R16","strip",175
127,416,1,1,8,candidate,"BEQ_ID_REG_INT(c1,r1,c2) | IEQ_REG_REG_INT(r2,r1,c3) | BRF_ID_REG(c4,r2) | LOAD_REG_INT(r3,c5)","c1=label@162;r1=R9;c2=int:76;r2=R20;c3=int:66;c4=label@175;r3=R12;c5=int:0","strip",151
128,416,1,1,7,candidate,"BEQ_ID_REG_INT(c1,r1,c2) | INE_REG_REG_INT(r2,r1,c3) | BRF_ID_REG(c1,r2) | INE_REG_REG_INT(r3,r1,c4)","c1=label@107;r1=R9;c2=int:76;r2=R18;c3=int:84;r3=R19;c4=int:66","strip",88
129,416,1,1,8,candidate,"BRF_ID_REG(c1,r1) | BEQ_ID_REG_INT(c2,r2,c3) | IEQ_REG_REG_INT(r3,r2,c4) | BRF_ID_REG(c5,r3)","c1=label@206;r1=R19;c2=label@162;r2=R9;c3=int:76;r3=R20;c4=int:66;c5=label@175","strip",148
130,416,1,1,5,candidate,"BRF_ID_REG(c1,r1) | IEQ_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | RET_REG(r4)","c1=label@300;r1=R22;r2=R4;r3=R16;r4=R15","strip",288
131,416,1,1,8,candidate,"BRF_ID_REG(c1,r1) | ISUB_REG_INT_REG(r2,c2,r3) | FNDNBLNK_REG_REG_REG(r4,r5,r2) | BGE_ID_REG_INT(c3,r4,c2)","c1=label@284;r1=R21;r2=R12;c2=int:0;r3=R16;r4=R6;r5=R15;c3=label@200","strip",183
132,416,1,1,6,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | FNDNBLNK_REG_REG_REG(r3,r4,r2) | BGE_ID_REG_INT(c1,r3,c2)","c1=label@175;r1=R20;r2=R12;c2=int:0;r3=R14;r4=R15","strip",159
133,416,2,1,6,candidate,"BRF_ID_REG(c1,r1) | SETSTRPOS_REG_REG(r2,r3) | SUBSTRING_REG_REG_REG(r4,r2,r5) | SCOPY_REG_REG(r1,r4)","c1=label@4388;r1=R20;r2=R17;r3=R12;r4=R16;r5=R19","trace",4373
134,416,1,1,7,candidate,"BRTPANDT_ID_REG_INT(c1,r1,c2) | LOAD_REG_STRING(r1,c3) | SETTP_REG_INT(r1,c4) | BRTPANDT_ID_REG_INT(c5,r2,c2)","c1=label@26;r1=R25;c2=int:256;c3=string@1553992;c4=int:0;c5=label@38;r2=R26","strip",16
135,416,1,1,8,candidate,"GETANDTP_REG_REG_INT(r1,r2,c1) | LOAD_REG_STRING(r3,c2) | LOAD_REG_INT(r4,c3) | LOAD_REG_STRING(r5,c2)","r1=R2;r2=R0;c1=int:256;r3=R7;c2=string@28856;r4=R14;c3=int:0;r5=R11","strip",58
136,416,1,1,9,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | ISUB_REG_INT_REG(r3,c3,r4) | FNDNBLNK_REG_REG_REG(r5,r6,r3)","r1=R21;r2=R9;c1=int:66;c2=label@284;r3=R12;c3=int:0;r4=R16;r5=R6;r6=R15","strip",179
137,416,1,1,8,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3) | FNDNBLNK_REG_REG_REG(r4,r5,r3)","r1=R20;r2=R9;c1=int:66;c2=label@175;r3=R12;c3=int:0;r4=R14;r5=R15","strip",155
138,416,2,1,7,candidate,"ILT_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | SETSTRPOS_REG_REG(r4,r5) | SUBSTRING_REG_REG_REG(r6,r4,r2)","r1=R20;r2=R19;r3=R18;c1=label@4388;r4=R17;r5=R12;r6=R16","trace",4369
139,416,1,1,8,candidate,"INE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | INE_REG_REG_INT(r3,r2,c3) | BRTF_ID_ID_REG(c4,c5,r3)","r1=R18;r2=R9;c1=int:84;c2=label@107;r3=R19;c3=int:66;c4=label@113;c5=label@116","strip",92
140,416,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2) | STRLEN_REG_REG(r3,r4) | BNE_ID_REG_INT(c3,r3,c1)","r1=R14;c1=int:0;r2=R11;c2=string@28856;r3=R10;r4=R25;c3=label@81","strip",65
141,416,1,1,7,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_STRING(r3,c1) | STRLEN_REG_REG(r4,r5)","r1=R7;c1=string@28856;r2=R14;c2=int:0;r3=R11;r4=R10;r5=R25","strip",62
142,416,1,1,8,candidate,"LOAD_REG_STRING(r1,c1) | SETTP_REG_INT(r1,c2) | BRTPANDT_ID_REG_INT(c3,r2,c4) | LOAD_REG_STRING(r3,c5)","r1=R25;c1=string@1553992;c2=int:0;c3=label@38;r2=R26;c4=int:256;r3=R0;c5=string@329248","strip",20
143,416,1,1,8,candidate,"NOT_REG_REG(r1,r2) | BRF_ID_REG(c1,r1) | BEQ_ID_REG_INT(c2,r3,c3) | IEQ_REG_REG_INT(r4,r3,c4)","r1=R19;r2=R2;c1=label@206;c2=label@162;r3=R9;c3=int:76;r4=R20;c4=int:66","strip",145
144,416,1,1,11,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | GETANDTP_REG_REG_INT(r5,r6,c1) | LOAD_REG_STRING(r7,c2) | LOAD_REG_INT(r8,c3)","r1=R5;r2=R12;r3=R13;r4=R17;r5=R2;r6=R0;c1=int:256;r7=R7;c2=string@28856;r8=R14;c3=int:0","strip",53
145,416,1,1,7,candidate,"SETTP_REG_INT(r1,c1) | BRTPANDT_ID_REG_INT(c2,r2,c3) | LOAD_REG_STRING(r3,c4) | SETTP_REG_INT(r3,c1)","r1=R25;c1=int:0;c2=label@38;r2=R26;c3=int:256;r3=R0;c4=string@329248","strip",23
146,416,1,1,7,candidate,"STRCHAR_REG_REG_REG(r1,r2,r3) | BEQ_ID_REG_INT(c1,r1,c2) | INE_REG_REG_INT(r4,r1,c3) | BRF_ID_REG(c1,r4)","r1=R9;r2=R7;r3=R14;c1=label@107;c2=int:76;r4=R18;c3=int:84","strip",84
147,416,1,1,8,candidate,"STRUPPER_REG_REG(r1,r2) | STRCHAR_REG_REG_REG(r3,r1,r4) | BEQ_ID_REG_INT(c1,r3,c2) | INE_REG_REG_INT(r5,r3,c3)","r1=R7;r2=R25;r3=R9;r4=R14;c1=label@107;c2=int:76;r5=R18;c3=int:84","strip",81
148,406,8,1,5,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LOAD_REG_INT(r2,c2) | ISETATTR1_REG_INT_REG(r1,c3,r2) | LOAD_REG_INT(r2,c2)","r1=R25;c1=int:8;r2=R4;c2=int:0;c3=int:9","trace",10129
149,406,8,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SCOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | LOAD_REG_INT(r3,c2)","r1=R5;r2=R25;c1=int:18;r3=R4;c2=int:-1","trace",10169
150,406,8,1,5,candidate,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | ISETATTR1_REG_INT_REG(r3,c2,r2)","r1=R5;r2=R4;c1=int:-1;r3=R25;c2=int:16","trace",10173
151,404,6,1,6,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LOAD_REG_INT(r2,c2) | ISETATTR1_REG_INT_REG(r1,c3,r2) | LOAD_REG_STRING(r2,c4)","r1=R25;c1=int:17;r2=R4;c2=int:0;c3=int:14;c4=string@1533056","trace",10143
152,400,1,1,7,candidate,"BGE_ID_REG_REG(c1,r1,r2) | SETSTRPOS_REG_REG(r3,r4) | SUBSTRING_REG_REG_REG(r5,r3,r1) | SCOPY_REG_REG(r6,r5)","c1=label@13228;r1=R20;r2=R19;r3=R18;r4=R14;r5=R17;r6=R21","trace",13212
153,400,1,1,8,candidate,"BRF_ID_REG(c1,r1) | IEQ_REG_REG_INT(r2,r3,c2) | BRF_ID_REG(c3,r2) | IEQ_REG_REG_REG(r2,r4,r5)","c1=label@13625;r1=R29;r2=R30;r3=R26;c2=int:0;c3=label@13607;r4=R14;r5=R28","trace",13582
154,400,1,1,5,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | ICOPY_REG_REG(r1,r2) | BR_ID(c3)","c1=label@13685;r1=R29;r2=R28;c2=int:0;c3=label@13696","trace",13674
155,400,1,1,8,candidate,"BRF_ID_REG(c1,r1) | STRCHAR_REG_REG_REG(r2,r3,r4) | INE_REG_REG_INT(r5,r2,c2) | BRF_ID_REG(c3,r5)","c1=label@13084;r1=R15;r2=R4;r3=R5;r4=R10;r5=R14;c2=int:63;c3=label@13078","trace",13062
156,400,1,1,6,candidate,"BRTPANDT_ID_REG_INT(c1,r1,c2) | LOAD_REG_INT(r1,c3) | SETTP_REG_INT(r1,c4) | BGE_ID_REG_INT(c5,r1,c3)","c1=label@14;r1=R8;c2=int:256;c3=int:1;c4=int:0;c5=label@21","pos",4
157,400,1,1,11,candidate,"BRT_ID_REG(c1,r1) | NULLN_REG_REG_REG_REG(r2,r3,r4,r5) | NULLN_REG_REG_REG(r6,r7,r8) | SCOPY_REG_REG(r9,r10)","c1=label@13688;r1=R21;r2=R16;r3=R14;r4=R12;r5=R2;r6=R0;r7=R26;r8=R28;r9=R27;r10=R15","trace",13497
158,400,1,1,10,candidate,"BRT_ID_REG(c1,r1) | NULLN_REG_REG_REG_REG(r2,r3,r4,r5) | SCOPY_REG_REG(r6,r7) | LOAD_REG_INT(r8,c2)","c1=label@13380;r1=R21;r2=R19;r3=R17;r4=R14;r5=R3;r6=R12;r7=R15;r8=R2;c2=int:1","trace",13255
159,400,1,1,4,candidate,"IEQ_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r2,c1) | ICOPY_REG_REG(r1,r2)","r1=R29;c1=int:0;c2=label@13685;r2=R28","trace",13670
160,400,1,1,7,candidate,"IGT_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | IEQ_REG_REG_INT(r3,r4,c1) | BRF_ID_REG(c3,r3)","r1=R29;r2=R14;c1=int:0;c2=label@13625;r3=R30;r4=R26;c3=label@13607","trace",13578
161,400,1,1,11,candidate,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | NULLN_REG_REG_REG_REG(r4,r5,r6,r7) | NULLN_REG_REG_REG(r8,r9,r10)","r1=R21;r2=R24;r3=R22;c1=label@13688;r4=R16;r5=R14;r6=R12;r7=R2;r8=R0;r9=R26;r10=R28","trace",13493
162,400,1,1,8,candidate,"ILT_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | STRCHAR_REG_REG_REG(r4,r5,r2) | INE_REG_REG_INT(r6,r4,c2)","r1=R15;r2=R10;r3=R6;c1=label@13084;r4=R4;r5=R5;r6=R14;c2=int:63","trace",13058
163,400,1,1,6,candidate,"INE_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_STRING(r2,c3) | BR_ID(c4)","r1=R34;c1=int:0;c2=label@14833;r2=R9;c3=string@1534408;c4=label@14977","trace",14821
164,400,1,1,8,candidate,"ISUB_REG_REG_INT(r1,r2,c1) | ISUB_REG_REG_REG(r3,r4,r1) | ILT_REG_REG_INT(r5,r3,c2) | BRF_ID_REG(c3,r5)","r1=R26;r2=R24;c1=int:1;r3=R16;r4=R28;r5=R29;c2=int:0;c3=label@13565","trace",13547
165,400,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | ILT_REG_REG_REG(r2,r1,r3) | BRF_ID_REG(c2,r2) | STRCHAR_REG_REG_REG(r4,r5,r1)","r1=R10;c1=int:0;r2=R15;r3=R6;c2=label@13084;r4=R4;r5=R5","trace",13055
166,400,1,1,8,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2) | ILT_REG_REG_INT(r3,r4,c3) | BRF_ID_REG(c4,r3)","r1=R3;c1=int:0;r2=R25;c2=string@28856;r3=R29;r4=R24;c3=int:1;c4=label@13531","trace",13515
167,400,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | SCOPY_REG_REG(r2,r3) | LOAD_REG_INT(r4,c2) | STRLEN_REG_REG(r4,r2)","r1=R24;c1=int:1;r2=R21;r3=R15;r4=R22;c2=int:0","trace",13479
168,400,1,1,11,candidate,"LOAD_REG_STRING(r1,c1) | LOADSETTPSWAP_REG_INT_REG_INT_REG(r2,c2,r3,c3,r4) | SETTP_REG_INT(r1,c3) | SETTPCALL_REG_FUNC_REG_REG_INT(r5,c4,r2,r6,c5)","r1=R19;c1=string@1535736;r2=R17;c2=int:3;r3=R31;c3=int:768;r4=R18;r5=R29;c4=func@1286616;r6=R20;c5=int:0","trace",13649
169,400,1,1,9,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_STRING(r3,c3) | ILT_REG_REG_INT(r4,r5,c4)","r1=R13;c1=string@329248;r2=R3;c2=int:0;r3=R25;c3=string@28856;r4=R29;r5=R24;c4=int:1","trace",13512
170,400,1,1,9,candidate,"NULLN_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r4,r5) | LOAD_REG_STRING(r6,c1) | LOAD_REG_INT(r7,c2)","r1=R0;r2=R26;r3=R28;r4=R27;r5=R15;r6=R13;c1=string@329248;r7=R3;c2=int:0","trace",13505
171,400,1,1,11,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | NULLN_REG_REG_REG(r5,r6,r7) | SCOPY_REG_REG(r8,r9) | LOAD_REG_STRING(r10,c1)","r1=R16;r2=R14;r3=R12;r4=R2;r5=R0;r6=R26;r7=R28;r8=R27;r9=R15;r10=R13;c1=string@329248","trace",13500
172,400,1,1,6,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | BRTPANDT_ID_REG_INT(c3,r1,c4) | LOAD_REG_INT(r1,c2) | SETTP_REG_INT(r1,c5)","c1=int:18;c2=int:1;c3=label@14;r1=R8;c4=int:256;c5=int:0","pos",0
173,400,1,1,9,candidate,"REQ_REG_REG_STRING(r1,r1,c1) | BRT_ID_REG(c2,r1) | NULLN_REG_REG_REG_REG(r2,r3,r4,r5) | SCOPY_REG_REG(r6,r7)","r1=R21;c1=string@1535696;c2=label@13380;r2=R19;r3=R17;r4=R14;r5=R3;r6=R12;r7=R15","trace",13251
