vm,opcode,class,family,components,component_count,terminal_transition,coherence_shape,side_effect_policy,review_bar,producer,handler_shape,candidate_count,saved_dispatches,baseline_macro_count,baseline_macro_average_ns,candidate_macro_total_ns,candidate_macro_average_ns,baseline_component_average_ns,estimated_baseline_handler_total_ns,handler_delta_ns,handler_delta_percent,baseline_terminal_transition_average_ns,candidate_terminal_transition_average_ns,estimated_baseline_full_average_ns,candidate_full_average_ns,estimated_baseline_full_total_ns,candidate_full_total_ns,full_delta_ns,full_delta_percent,candidate_profile_total_ns,full_delta_share_ppm,candidate_macro_time_share_percent,component_averages_below_timer_min,candidate_macro_below_timer_min,profile_signal,observation_band,calculation_status,missing_components,timer_read_min_ns,baseline_instruction_count,candidate_instruction_count,temporary_register_policy
rxvm,LINKATTR1ADD_REG_REG_REG_INT,2,attribute-index-link,IADD_REG_REG_INT;LINKATTR1_REG_REG_REG,2,sequential,index-and-link,compiler-temp-elided,normal,rxc-combiner,checked-add-validate-and-link,0,0,0,0.000000,0,0.000000,26.226718,0.000,0.000,-100.000000,10.504719,10.668843,47.236156,10.668843,0.000,0.000,0.000,-77.413821,1218862209,0.000000,0.000000,2,0,inactive,zero,complete,,41,17746147,16220865,compiler-temporary-elided
rxvm,ISETATTR1_REG_REG_INT,2,attribute-index-link,LINKATTR1_REG_REG_REG;LOAD_REG_INT;ICOPY_REG_REG;UNLINK_REG,4,sequential,direct-attribute-write,compiler-temp-elided,normal,rxc-direct,direct-register-indexed-constant-write,0,0,0,0.000000,0,0.000000,51.208162,0.000,0.000,-100.000000,10.504719,10.668843,93.227038,10.668843,0.000,0.000,0.000,-88.556064,1218862209,0.000000,0.000000,4,0,inactive,zero,complete,,41,17746147,16220865,compiler-temporary-elided
rxvm,STOIATTR1_REG_REG_INT,2,attribute-index-link,LINKATTR1_REG_REG_INT;STOI_REG;ICOPY_REG_REG;UNLINK_REG,4,sequential,direct-attribute-conversion,compiler-temp-elided,normal,rxc-combiner,direct-string-attribute-conversion,0,0,0,0.000000,0,0.000000,67.823885,0.000,0.000,-100.000000,10.504719,10.668843,109.842761,10.668843,0.000,0.000,0.000,-90.287168,1218862209,0.000000,0.000000,4,0,inactive,zero,complete,,41,17746147,16220865,compiler-temporary-elided
rxvm,MINSTOIATTR1_REG_REG_INT,2,attribute-index-link,MINATTRS_REG_INT;LINKATTR1_REG_REG_INT;STOI_REG;ICOPY_REG_REG;UNLINK_REG,5,sequential,direct-attribute-conversion,compiler-temp-elided,normal,rxc-direct-or-combiner,capacity-and-direct-string-attribute-conversion,1,4,0,0.000000,667,667.000000,83.050896,83.051,583.949,703.121975,10.504719,10.668843,135.574491,677.668843,135.574,677.669,542.094,399.849815,1218862209,0.444754,0.000055,5,0,possible-slowdown,1-99,complete,,41,17746147,16220865,compiler-temporary-elided
rxvm,ILOADSETUNLINK_REG_REG_INT,2,unlink-cleanup,LOAD_REG_INT;ICOPY_REG_REG;UNLINK_REG,3,sequential,constant-store-and-cleanup,trace-temp-preserved,clear-advantage-required,rxc-combiner,set-int-copy-and-restore,0,0,0,0.000000,0,0.000000,37.919123,0.000,0.000,-100.000000,10.504719,10.668843,69.433279,10.668843,0.000,0.000,0.000,-84.634396,1218862209,0.000000,0.000000,3,0,inactive,zero,complete,,41,17746147,16220865,trace-temporary-register-passed
rxvm,ILOADSETUNLINKN_REG_REG_INT_REG,2,unlink-cleanup,LOAD_REG_INT;ICOPY_REG_REG;UNLINK_REG;UNLINK_REG,4,sequential,constant-store-and-cleanup,trace-temp-preserved,clear-advantage-required,rxc-combiner,set-int-copy-and-two-restores,15,45,0,0.000000,666,44.400000,50.351184,755.268,-89.268,-11.819353,10.504719,10.668843,92.370060,55.068843,1385.551,826.033,-559.518,-40.382368,1218862209,-0.459050,0.000055,4,0,indicated-saving,1-99,complete,,41,17746147,16220865,trace-temporary-register-passed
rxvm,LINKILOADSETUNLINK_REG_REG_REG_REG_INT,2,attribute-index-link,LINKATTR1_REG_REG_REG;LOAD_REG_INT;ICOPY_REG_REG;UNLINK_REG,4,sequential,direct-attribute-write,trace-temp-preserved,clear-advantage-required,rxc-combiner,validate-link-set-int-copy-and-restore,0,0,0,0.000000,0,0.000000,51.208162,0.000,0.000,-100.000000,10.504719,10.668843,93.227038,10.668843,0.000,0.000,0.000,-88.556064,1218862209,0.000000,0.000000,4,0,inactive,zero,complete,,41,17746147,16220865,trace-temporary-register-passed
rxbvm,NUMCTX_INT_INT_INT_INT_INT,2,numeric-context,SETNUMDGTS_INT;SETNUMFUZ_INT;SETNUMFRM_INT;SETNUMCAS_INT;SETNUMSTD_INT,5,sequential,context-unit,exact-effects,normal,rxc-direct,validation-and-context-sync,0,0,0,0.000000,0,0.000000,6500.000000,0.000,0.000,-100.000000,10.756429,10.914233,6553.782144,10.914233,0.000,0.000,0.000,-99.833467,1222388750,0.000000,0.000000,0,0,inactive,zero,missing-components,SETNUMDGTS_INT;SETNUMFRM_INT,41,17746177,16220865,no-compiler-temporary-output
rxbvm,SWAPN_REG_REG_REG_REG,1,multi-swap,SWAP_REG_REG;SWAP_REG_REG,2,sequential,homogeneous-bulk,exact-effects,normal,rxas-backstop,inline-swaps,11200,11200,0,0.000000,523176,46.712143,48.157501,539364.008,-16188.008,-3.001314,10.756429,10.914233,69.670358,57.626376,780308.015,645415.406,-134892.609,-17.287098,1222388750,-110.351644,0.042799,2,0,indicated-saving,1000+,complete,,41,17746177,16220865,no-compiler-temporary-output
rxbvm,SWAPN_REG_REG_REG_REG_REG_REG,1,multi-swap,SWAP_REG_REG;SWAP_REG_REG;SWAP_REG_REG,3,sequential,homogeneous-bulk,exact-effects,normal,rxas-backstop,inline-swaps,1409,2818,0,0.000000,34231,24.294535,72.236251,101780.878,-67549.878,-66.367946,10.756429,10.914233,104.505538,35.208768,147248.303,49609.154,-97639.149,-66.309185,1222388750,-79.875693,0.002800,3,1,indicated-saving,1000+,complete,,41,17746177,16220865,no-compiler-temporary-output
rxbvm,SWAPN_REG_REG_REG_REG_REG_REG_REG_REG,1,multi-swap,SWAP_REG_REG;SWAP_REG_REG;SWAP_REG_REG;SWAP_REG_REG,4,sequential,homogeneous-bulk,exact-effects,normal,rxas-backstop,inline-swaps,1406,4218,0,0.000000,67518,48.021337,96.315001,135418.892,-67900.892,-50.141373,10.756429,10.914233,139.340717,58.935570,195913.048,82863.411,-113049.637,-57.703986,1222388750,-92.482557,0.005523,4,0,indicated-saving,1000+,complete,,41,17746177,16220865,no-compiler-temporary-output
rxbvm,SETTPSWAP_REG_INT_REG,1,call-window-preparation,SETTP_REG_INT;SWAP_REG_REG,2,sequential,call-setup,exact-effects,normal,rxas-backstop,inline-status-and-swap,2800,2800,0,0.000000,49939,17.835357,36.586266,102441.545,-52502.545,-51.251224,10.756429,10.914233,58.099124,28.749590,162677.547,80498.852,-82178.696,-50.516311,1222388750,-67.227955,0.004085,2,1,indicated-saving,1000+,complete,,41,17746177,16220865,no-compiler-temporary-output
rxbvm,LOADSETTP2_REG_INT_REG_INT,1,call-window-preparation,LOAD_REG_INT;SETTP_REG_INT,2,sequential,call-setup,exact-effects,normal,rxas-backstop,set-int-and-inline-status,5610,5610,0,0.000000,93549,16.675401,24.730003,138735.315,-45186.315,-32.570161,10.756429,10.914233,46.242860,27.589634,259422.447,154777.845,-104644.602,-40.337528,1222388750,-85.606647,0.007653,2,1,indicated-saving,1000+,complete,,41,17746177,16220865,no-compiler-temporary-output
rxbvm,LOADSETTPSWAP_REG_INT_REG_INT_REG,1,call-window-preparation,LOAD_REG_INT;SETTP_REG_INT;SWAP_REG_REG,3,sequential,call-setup,exact-effects,normal,rxas-backstop,set-int-status-and-swap,56274,112548,0,0.000000,877206,15.588122,48.808753,2746663.766,-1869457.766,-68.062855,10.756429,10.914233,81.078040,26.502355,4562585.606,1491393.531,-3071192.075,-67.312536,1222388750,-2512.451195,0.071762,3,1,indicated-saving,1000+,complete,,41,17746177,16220865,no-compiler-temporary-output
rxbvm,SWAPSETTP_REG_REG_REG_INT,1,call-window-preparation,SWAP_REG_REG;SETTP_REG_INT,2,sequential,call-setup,exact-effects,normal,rxas-backstop,inline-swap-and-status,2,2,0,0.000000,2251,1125.500000,36.586266,73.173,2177.827,2976.290958,10.756429,10.914233,58.099124,1136.414233,116.198,2272.828,2156.630,1855.992025,1222388750,1.764275,0.000184,2,0,possible-slowdown,1-99,complete,,41,17746177,16220865,no-compiler-temporary-output
rxbvm,SWAPSETTPSWAP_REG_REG_REG_INT_REG,1,call-window-preparation,SWAP_REG_REG;SETTP_REG_INT;SWAP_REG_REG,3,sequential,call-setup,exact-effects,normal,rxas-backstop,inline-swaps-and-status,0,0,0,0.000000,0,0.000000,60.665017,0.000,0.000,-100.000000,10.756429,10.914233,92.934303,10.914233,0.000,0.000,0.000,-88.255970,1222388750,0.000000,0.000000,3,0,inactive,zero,complete,,41,17746177,16220865,no-compiler-temporary-output
rxbvm,SETTPSWAPSETTP_REG_INT_REG_REG,1,call-window-preparation,SETTP_REG_INT;SWAP_REG_REG;SETTP_REG_INT,3,sequential,call-setup,exact-effects,normal,rxas-backstop,inline-status-and-swap,0,0,0,0.000000,0,0.000000,49.093782,0.000,0.000,-100.000000,10.756429,10.914233,81.363069,10.914233,0.000,0.000,0.000,-86.585766,1222388750,0.000000,0.000000,3,0,inactive,zero,complete,,41,17746177,16220865,no-compiler-temporary-output
rxbvm,SETTPSWAPSETTPSWAP_REG_INT_REG_REG_REG,1,call-window-preparation,SETTP_REG_INT;SWAP_REG_REG;SETTP_REG_INT;SWAP_REG_REG,4,sequential,call-setup,exact-effects,normal,rxas-backstop,inline-status-and-swaps,1407,4221,0,0.000000,25167,17.886994,73.172532,102953.753,-77786.753,-75.555044,10.756429,10.914233,116.198248,28.801226,163490.935,40523.325,-122967.610,-75.213717,1222388750,-100.596156,0.002059,4,1,indicated-saving,1000+,complete,,41,17746177,16220865,no-compiler-temporary-output
rxbvm,NULLN_REG_REG,1,multi-null,NULL_REG;NULL_REG,2,sequential,homogeneous-bulk,exact-effects,normal,rxas-backstop,inline-value-zero,116308,116308,0,0.000000,1598855,13.746733,25.262105,2938184.934,-1339329.934,-45.583582,10.756429,10.914233,46.774963,24.660966,5440302.399,2868267.576,-2572034.823,-47.277424,1222388750,-2104.105443,0.130798,2,1,indicated-saving,1000+,complete,,41,17746177,16220865,no-compiler-temporary-output
rxbvm,NULLN_REG_REG_REG,1,multi-null,NULL_REG;NULL_REG;NULL_REG,3,sequential,homogeneous-bulk,exact-effects,normal,rxas-backstop,inline-value-zero,31450,62900,0,0.000000,480131,15.266486,37.893158,1191739.814,-711608.814,-59.711760,10.756429,10.914233,70.162445,26.180719,2206608.880,823383.618,-1383225.262,-62.685566,1222388750,-1131.575583,0.039278,3,1,indicated-saving,1000+,complete,,41,17746177,16220865,no-compiler-temporary-output
rxbvm,NULLN_REG_REG_REG_REG,1,multi-null,NULL_REG;NULL_REG;NULL_REG;NULL_REG,4,sequential,homogeneous-bulk,exact-effects,normal,rxas-backstop,inline-value-zero,239426,718278,0,0.000000,3790590,15.831990,50.524210,12096809.609,-8306219.609,-68.664548,10.756429,10.914233,93.549926,26.746223,22398284.591,6403741.077,-15994543.514,-71.409681,1222388750,-13084.661908,0.310097,4,1,indicated-saving,1000+,complete,,41,17746177,16220865,no-compiler-temporary-output
rxbvm,ILOADCOPY_REG_REG_INT,1,constant-load-direct-destination,LOAD_REG_INT;ICOPY_REG_REG,2,sequential,producer-consumer,exact-effects,coherence-review,rxas-backstop,set-int-and-field-copy,0,0,0,0.000000,0,0.000000,24.649861,0.000,0.000,-100.000000,10.756429,10.914233,46.162719,10.914233,0.000,0.000,0.000,-76.357041,1222388750,0.000000,0.000000,2,0,inactive,zero,complete,,41,17746177,16220865,temporary-register-passed
rxbvm,ILOADN_REG_INT_REG_INT,1,constant-load-direct-destination,LOAD_REG_INT;LOAD_REG_INT,2,sequential,homogeneous-bulk,exact-effects,normal,rxas-backstop,two-set-int-calls,0,0,0,0.000000,0,0.000000,24.444974,0.000,0.000,-100.000000,10.756429,10.914233,45.957831,10.914233,0.000,0.000,0.000,-76.251637,1222388750,0.000000,0.000000,2,0,inactive,zero,complete,,41,17746177,16220865,no-compiler-temporary-output
rxbvm,ILOADN_REG_REG_INT,1,constant-load-direct-destination,LOAD_REG_INT;LOAD_REG_INT,2,sequential,homogeneous-bulk,exact-effects,normal,rxas-backstop,two-set-int-calls,0,0,0,0.000000,0,0.000000,24.444974,0.000,0.000,-100.000000,10.756429,10.914233,45.957831,10.914233,0.000,0.000,0.000,-76.251637,1222388750,0.000000,0.000000,2,0,inactive,zero,complete,,41,17746177,16220865,no-compiler-temporary-output
rxbvm,SWAPCALL_REG_FUNC_REG_REG_REG,2,call-window-through-call,SWAP_REG_REG;CALL_REG_FUNC_REG,2,call_enter_frame,call-setup-and-call,exact-effects,normal,rxc-direct,inline-swap-and-call-macro,802,802,0,0.000000,92962,115.912718,221.513116,177653.519,-84691.519,-47.672300,10.441856,10.496513,242.711400,126.409231,194654.543,101380.204,-93274.340,-47.917885,1222388750,-76.304972,0.007605,1,0,exact-cell-required,100-999,unmatched-call-population,,41,17746177,16220865,no-compiler-temporary-output
rxbvm,SETTPSWAPCALL_REG_FUNC_REG_REG_INT_REG,2,call-window-through-call,SETTP_REG_INT;SWAP_REG_REG;CALL_REG_FUNC_REG,3,call_enter_frame,call-setup-and-call,exact-effects,normal,rxc-direct,inline-status-swap-and-call-macro,10100,20200,0,0.000000,2509823,248.497327,234.020632,2363608.382,146214.618,6.186076,10.441856,10.496513,265.975345,258.993840,2686350.987,2615837.784,-70513.203,-2.624869,1222388750,-57.684761,0.205321,2,0,exact-cell-required,1000+,unmatched-call-population,,41,17746177,16220865,no-compiler-temporary-output
rxbvm,SETTPCALL_REG_FUNC_REG_REG_INT,2,call-window-through-call,SETTP_REG_INT;CALL_REG_FUNC_REG,2,call_enter_frame,call-setup-and-call,exact-effects,normal,rxc-direct,inline-status-and-call-macro,56968,56968,0,0.000000,13448740,236.075341,209.941882,11959969.108,1488770.892,12.447949,10.441856,10.496513,231.140166,246.571854,13167592.979,14046705.367,879112.388,6.676333,1222388750,719.175785,1.100202,1,0,exact-cell-required,1000+,unmatched-call-population,,41,17746177,16220865,no-compiler-temporary-output
rxbvm,UNLINKN_REG_REG,2,unlink-cleanup,UNLINK_REG;UNLINK_REG,2,sequential,homogeneous-cleanup,exact-effects,normal,rxc-combiner,inline-alias-restores,44136,44136,0,0.000000,600713,13.610499,24.946861,1101054.679,-500341.679,-45.442037,10.756429,10.914233,46.459719,24.524732,2050546.170,1082423.574,-968122.596,-47.212914,1222388750,-791.992397,0.049143,2,1,indicated-saving,1000+,complete,,41,17746177,16220865,no-compiler-temporary-output
rxbvm,ISETUNLINK_REG_REG,2,unlink-cleanup,ICOPY_REG_REG;UNLINK_REG,2,sequential,store-and-cleanup,exact-effects,normal,rxc-direct-or-combiner,inline-field-copy-and-restore,9800,9800,0,0.000000,146434,14.942245,24.900805,244027.891,-97593.891,-39.992925,10.756429,10.914233,46.413663,25.856478,454853.898,253393.480,-201460.417,-44.291237,1222388750,-164.808795,0.011979,2,1,indicated-saving,1000+,complete,,41,17746177,16220865,no-compiler-temporary-output
rxbvm,IGETUNLINK_REG_REG,2,unlink-cleanup,ICOPY_REG_REG;UNLINK_REG,2,sequential,load-and-cleanup,exact-effects,normal,rxc-direct-or-combiner,save-restore-and-field-copy,40331,40331,0,0.000000,519583,12.882968,24.900805,1004274.375,-484691.375,-48.262844,10.756429,10.914233,46.413663,23.797201,1871909.443,959764.919,-912144.524,-48.728026,1222388750,-746.198396,0.042506,2,1,indicated-saving,1000+,complete,,41,17746177,16220865,no-compiler-temporary-output
rxbvm,ILOADSETUNLINK_REG_INT,2,unlink-cleanup,LOAD_REG_INT;ICOPY_REG_REG;UNLINK_REG,3,sequential,constant-store-and-cleanup,compiler-temp-elided,normal,rxc-direct,set-int-through-alias-and-restore,0,0,0,0.000000,0,0.000000,37.123292,0.000,0.000,-100.000000,10.756429,10.914233,69.392579,10.914233,0.000,0.000,0.000,-84.271758,1222388750,0.000000,0.000000,3,0,inactive,zero,complete,,41,17746177,16220865,compiler-temporary-elided
rxbvm,ISETUNLINKN_REG_REG_REG,2,unlink-cleanup,ICOPY_REG_REG;UNLINK_REG;UNLINK_REG,3,sequential,store-and-cleanup,exact-effects,normal,rxc-combiner,field-copy-and-two-restores,0,0,0,0.000000,0,0.000000,37.374236,0.000,0.000,-100.000000,10.756429,10.914233,69.643523,10.914233,0.000,0.000,0.000,-84.328431,1222388750,0.000000,0.000000,3,0,inactive,zero,complete,,41,17746177,16220865,no-compiler-temporary-output
rxbvm,UNLINKBR_REG_ID,2,unlink-cleanup,UNLINK_REG;BR_ID,2,branch_same_frame,cleanup-and-branch,exact-effects,normal,rxc-combiner,restore-and-direct-branch,18200,18200,0,0.000000,237843,13.068297,24.496411,445834.676,-207991.676,-46.652198,10.812892,10.944875,46.065732,24.013171,838396.322,437039.719,-401356.602,-47.871942,1222388750,-328.337938,0.019457,2,1,indicated-saving,1000+,complete,,41,17746177,16220865,no-compiler-temporary-output
rxbvm,ILOADSETUNLINKN_REG_INT_REG,2,unlink-cleanup,LOAD_REG_INT;ICOPY_REG_REG;UNLINK_REG;UNLINK_REG,4,sequential,constant-store-and-cleanup,compiler-temp-elided,normal,rxc-direct,set-int-through-alias-and-two-restores,0,0,0,0.000000,0,0.000000,49.596723,0.000,0.000,-100.000000,10.756429,10.914233,92.622438,10.914233,0.000,0.000,0.000,-88.216427,1222388750,0.000000,0.000000,4,0,inactive,zero,complete,,41,17746177,16220865,compiler-temporary-elided
rxbvm,SETLINKATTR1_REG_REG_INT_INT,2,attribute-index-link,SETATTRS_REG_INT;LINKATTR1_REG_REG_INT,2,sequential,capacity-and-link,exact-effects,normal,rxc-direct,set-capacity-validate-and-link,0,0,0,0.000000,0,0.000000,26.608156,0.000,0.000,-100.000000,10.756429,10.914233,48.121014,10.914233,0.000,0.000,0.000,-77.319196,1222388750,0.000000,0.000000,2,0,inactive,zero,complete,,41,17746177,16220865,no-compiler-temporary-output
rxbvm,SETLINKATTR1_REG_REG_INT_REG,2,attribute-index-link,SETATTRS_REG_INT;LINKATTR1_REG_REG_REG,2,sequential,capacity-and-link,exact-effects,normal,rxc-direct-or-combiner,set-capacity-validate-and-link,19415,19415,0,0.000000,264946,13.646459,26.950769,523249.176,-258303.176,-49.365233,10.756429,10.914233,48.463627,24.560692,940921.310,476845.828,-464075.482,-49.321391,1222388750,-379.646395,0.021674,2,1,indicated-saving,1000+,complete,,41,17746177,16220865,no-compiler-temporary-output
rxbvm,SETLINKATTR1_REG_REG_INT_REG_INT,2,attribute-index-link,SETATTRS_REG_INT;IADD_REG_REG_INT;LINKATTR1_REG_REG_REG,3,sequential,capacity-index-and-link,compiler-temp-elided,normal,rxc-direct-or-combiner,set-capacity-checked-add-and-link,0,0,0,0.000000,0,0.000000,39.193039,0.000,0.000,-100.000000,10.756429,10.914233,71.462326,10.914233,0.000,0.000,0.000,-84.727292,1222388750,0.000000,0.000000,3,0,inactive,zero,complete,,41,17746177,16220865,compiler-temporary-elided
rxbvm,MINLINKATTR1_REG_REG_INT,2,attribute-index-link,MINATTRS_REG_INT;LINKATTR1_REG_REG_INT,2,sequential,ensure-capacity-and-link,exact-effects,normal,rxc-direct-or-combiner,conditional-capacity-and-link,28002,28002,0,0.000000,431521,15.410364,28.047150,785376.304,-353855.304,-45.055511,10.756429,10.914233,49.560008,26.324596,1387779.348,737141.344,-650638.004,-46.883390,1222388750,-532.267663,0.035301,2,1,indicated-saving,1000+,complete,,41,17746177,16220865,no-compiler-temporary-output
rxbvm,MINLINKATTR1_REG_REG_REG_INT,2,attribute-index-link,MINATTRS_REG_REG_INT;LINKATTR1_REG_REG_REG,2,sequential,ensure-capacity-index-and-link,exact-effects,normal,rxc-direct-or-combiner,checked-add-conditional-capacity-and-link,195365,195365,0,0.000000,3364170,17.219922,29.332996,5730640.722,-2366470.722,-41.295046,10.756429,10.914233,50.845854,28.134154,9933500.185,5496429.070,-4437071.115,-44.667751,1222388750,-3629.836347,0.275213,2,1,indicated-saving,1000+,complete,,41,17746177,16220865,no-compiler-temporary-output
rxbvm,ITOF_REG_REG,2,typed-conversion-copy,ICOPY_REG_REG;ITOF_REG,2,sequential,copy-and-convert,exact-effects,normal,rxc-combiner,inline-int-and-float-writes,1,1,0,0.000000,250,250.000000,29.661788,29.662,220.338,742.835221,10.756429,10.914233,51.174646,260.914233,51.175,260.914,209.740,409.850584,1222388750,0.171582,0.000020,2,0,possible-slowdown,1-99,complete,,41,17746177,16220865,no-compiler-temporary-output
rxbvm,STOI_REG_REG,2,typed-conversion-copy,STOI_REG;ICOPY_REG_REG,2,sequential,convert-and-copy,compiler-temp-elided,normal,rxc-combiner,direct-string-to-destination-int,0,0,0,0.000000,0,0.000000,47.213822,0.000,0.000,-100.000000,10.756429,10.914233,68.726680,10.914233,0.000,0.000,0.000,-84.119366,1222388750,0.000000,0.000000,2,0,inactive,zero,complete,,41,17746177,16220865,compiler-temporary-elided
rxbvm,FDIVSUB_REG_REG_REG_FLOAT,2,arithmetic,FDIV_REG_REG_REG;FSUB_REG_REG_FLOAT,2,sequential,producer-consumer,exact-effects,coherence-review,rxc-combiner,two-inline-float-operations,0,0,0,0.000000,0,0.000000,334.000000,0.000,0.000,-100.000000,10.756429,10.914233,355.512858,10.914233,0.000,0.000,0.000,-96.930003,1222388750,0.000000,0.000000,0,0,inactive,zero,missing-components,FSUB_REG_REG_FLOAT,41,17746177,16220865,temporary-register-passed
rxbvm,FMULTICOPY_REG_FLOAT_REG_REG,2,arithmetic,FMULT_REG_REG_FLOAT;ICOPY_REG_REG,2,sequential,independent-bundle,exact-effects,clear-advantage-required,rxc-combiner,inline-float-multiply-and-int-copy,0,0,0,0.000000,0,0.000000,12.427374,0.000,0.000,-100.000000,10.756429,10.914233,33.940232,10.914233,0.000,0.000,0.000,-67.842787,1222388750,0.000000,0.000000,1,0,inactive,zero,missing-components,FMULT_REG_REG_FLOAT,41,17746177,16220865,no-compiler-temporary-output
rxbvm,FSUBILOAD_REG_REG_FLOAT_REG_INT,2,arithmetic,FSUB_REG_REG_FLOAT;LOAD_REG_INT,2,sequential,independent-bundle,exact-effects,clear-advantage-required,rxc-combiner,inline-float-subtract-and-set-int,0,0,0,0.000000,0,0.000000,12.222487,0.000,0.000,-100.000000,10.756429,10.914233,33.735345,10.914233,0.000,0.000,0.000,-67.647484,1222388750,0.000000,0.000000,1,0,inactive,zero,missing-components,FSUB_REG_REG_FLOAT,41,17746177,16220865,no-compiler-temporary-output
rxbvm,ITOSCONCAT_REG_STRING_REG,2,string-conversion-concat,ITOS_REG;CONCAT_REG_STRING_REG,2,sequential,producer-consumer,exact-effects,clear-advantage-required,rxc-combiner,conversion-and-concat-helpers,12600,12600,0,0.000000,894746,71.011587,77.745817,979597.297,-84851.297,-8.661855,10.756429,10.914233,99.258675,81.925820,1250659.306,1032265.332,-218393.974,-17.462307,1222388750,-178.661636,0.073197,1,0,indicated-saving,1000+,complete,,41,17746177,16220865,temporary-register-passed
rxbvm,SCONCATITOS_REG_STRING_REG,2,string-conversion-concat,SCONCAT_REG_REG_STRING;ITOS_REG,2,sequential,independent-bundle,exact-effects,clear-advantage-required,rxc-combiner,sconcat-and-conversion-helpers,5,5,0,0.000000,1498,299.600000,1075.704823,5378.524,-3880.524,-72.148493,10.756429,10.914233,1097.217681,310.514233,5486.088,1552.571,-3933.517,-71.699852,1222388750,-3.217894,0.000123,0,0,indicated-saving,1-99,complete,,41,17746177,16220865,no-compiler-temporary-output
rxbvm,ILOADGETATTRS_REG_INT_REG_REG_INT,2,load-get-attributes,LOAD_REG_INT;GETATTRS_REG_REG_INT,2,sequential,independent-bundle,exact-effects,clear-advantage-required,rxc-combiner,two-set-int-calls,0,0,0,0.000000,0,0.000000,25.501469,0.000,0.000,-100.000000,10.756429,10.914233,47.014327,10.914233,0.000,0.000,0.000,-76.785305,1222388750,0.000000,0.000000,2,0,inactive,zero,complete,,41,17746177,16220865,no-compiler-temporary-output
rxbvm,IGETATTR1_REG_REG_INT,2,attribute-index-link,LINKATTR1_REG_REG_INT;ICOPY_REG_REG;UNLINK_REG,3,sequential,direct-attribute-read,compiler-temp-elided,normal,rxc-direct,direct-validated-field-read,0,0,0,0.000000,0,0.000000,37.867607,0.000,0.000,-100.000000,10.756429,10.914233,70.136894,10.914233,0.000,0.000,0.000,-84.438671,1222388750,0.000000,0.000000,3,0,inactive,zero,complete,,41,17746177,16220865,compiler-temporary-elided
rxbvm,MINIGETATTR1_REG_REG_INT,2,attribute-index-link,MINATTRS_REG_INT;LINKATTR1_REG_REG_INT;ICOPY_REG_REG;UNLINK_REG,4,sequential,direct-attribute-read,compiler-temp-elided,normal,rxc-direct,conditional-capacity-and-field-read,0,0,0,0.000000,0,0.000000,52.947956,0.000,0.000,-100.000000,10.756429,10.914233,95.973671,10.914233,0.000,0.000,0.000,-88.627889,1222388750,0.000000,0.000000,4,0,inactive,zero,complete,,41,17746177,16220865,compiler-temporary-elided
rxbvm,ISETATTR1_REG_INT_REG,2,attribute-index-link,LINKATTR1_REG_REG_INT;ICOPY_REG_REG;UNLINK_REG,3,sequential,direct-attribute-write,compiler-temp-elided,normal,rxc-direct-or-combiner,direct-validated-field-write,19253,38506,0,0.000000,265155,13.772139,37.867607,729065.038,-463910.038,-63.630817,10.756429,10.914233,70.136894,24.686372,1350345.615,475286.722,-875058.893,-64.802587,1222388750,-715.859740,0.021692,3,1,indicated-saving,1000+,complete,,41,17746177,16220865,compiler-temporary-elided
rxbvm,ISETATTR1_REG_INT_INT,2,attribute-index-link,LINKATTR1_REG_REG_INT;LOAD_REG_INT;ICOPY_REG_REG;UNLINK_REG,4,sequential,direct-attribute-write,compiler-temp-elided,normal,rxc-direct,direct-validated-constant-field-write,0,0,0,0.000000,0,0.000000,50.090094,0.000,0.000,-100.000000,10.756429,10.914233,93.115809,10.914233,0.000,0.000,0.000,-88.278862,1222388750,0.000000,0.000000,4,0,inactive,zero,complete,,41,17746177,16220865,compiler-temporary-elided
rxbvm,RELINKATTR1_REG_REG_INT,2,attribute-index-link,UNLINK_REG;LINKATTR1_REG_REG_INT,2,sequential,relink,exact-effects,normal,rxc-combiner,restore-validate-and-link,0,0,0,0.000000,0,0.000000,25.440233,0.000,0.000,-100.000000,10.756429,10.914233,46.953090,10.914233,0.000,0.000,0.000,-76.755028,1222388750,0.000000,0.000000,2,0,inactive,zero,complete,,41,17746177,16220865,no-compiler-temporary-output
rxbvm,UNLINKRELINKATTR1_REG_REG_REG_INT,2,attribute-index-link,UNLINK_REG;UNLINK_REG;LINKATTR1_REG_REG_INT,3,sequential,cleanup-and-relink,exact-effects,normal,rxc-combiner,two-restores-validate-and-link,0,0,0,0.000000,0,0.000000,37.913663,0.000,0.000,-100.000000,10.756429,10.914233,70.182950,10.914233,0.000,0.000,0.000,-84.448883,1222388750,0.000000,0.000000,3,0,inactive,zero,complete,,41,17746177,16220865,no-compiler-temporary-output
rxbvm,LINKSETATTRS_REG_REG_INT_INT,2,attribute-index-link,LINKATTR1_REG_REG_INT;SETATTRS_REG_INT,2,sequential,link-and-capacity,exact-effects,normal,rxc-combiner,validate-link-and-set-capacity,0,0,0,0.000000,0,0.000000,26.608156,0.000,0.000,-100.000000,10.756429,10.914233,48.121014,10.914233,0.000,0.000,0.000,-77.319196,1222388750,0.000000,0.000000,2,0,inactive,zero,complete,,41,17746177,16220865,no-compiler-temporary-output
