rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,769814,41,1,8,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SETATTRS_REG_INT(r1,c2) | IADD_REG_REG_INT(r3,r4,c3) | LINKATTR1_REG_REG_REG(r5,r1,r3)","r1=R8;r2=R12;c1=int:21;c2=int:6;r3=R9;r4=R13;c3=int:1;r5=R7","benchmark_awfy_richards_noopt",931
89,40814,1,1,8,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r4,r1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r5,r6,c2)","r1=R9;r2=R4;c1=int:1;r3=R3;r4=R8;r5=R5;r6=R13;c2=int:2","benchmark_awfy_richards_noopt",4205
90,40814,1,1,3,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | UNLINK_REG(r2) | UNLINK_REG(r3)","r1=R5;r2=R3;r3=R8","benchmark_awfy_richards_noopt",4219
91,40814,1,1,7,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | UNLINK_REG(r4) | LINKATTR1_REG_REG_INT(r5,r6,c1) | ICOPY_REG_REG(r5,r1)","r1=R3;r2=R8;r3=R9;r4=R4;r5=R5;r6=R13;c1=int:2","benchmark_awfy_richards_noopt",4209
92,40814,1,1,7,over_3_symbols,"SWAP_REG_REG(r1,r2) | UNLINK_REG(r1) | BRF_ID_REG(c1,r3) | LINKATTR1_REG_REG_INT(r4,r5,c2)","r1=R6;r2=R5;c1=label@4230;r3=R7;r4=R8;r5=R13;c2=int:21","benchmark_awfy_richards_noopt",4186
93,40814,1,1,8,over_3_symbols,"UNLINK_REG(r1) | BRF_ID_REG(c1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c2) | LINKATTR1_REG_REG_INT(r5,r4,c3)","r1=R6;c1=label@4230;r2=R7;r3=R8;r4=R13;c2=int:21;r5=R4;c3=int:2","benchmark_awfy_richards_noopt",4189
94,38702,2,1,6,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | IEQ_REG_REG_INT(r3,r4,c1) | BRF_ID_REG(c2,r3)","r1=R5;r2=R6;r3=R7;r4=R11;c1=int:0;c2=label@1374","benchmark_awfy_richards_noopt",1361
95,34875,3,1,10,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r4,r1) | LINKATTR1_REG_REG_INT(r5,r6,c2) | MINATTRS_REG_REG_INT(r5,r7,c3)","r1=R4;r2=R26;c1=int:1;r3=R5;r4=R3;r5=R8;r6=R25;c2=int:17;r7=R1;c3=int:0","benchmark_awfy_richards_noopt",2585
96,34873,4,1,9,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r4,r1) | LINKATTR1_REG_REG_INT(r5,r6,c2) | SETATTRS_REG_INT(r5,c3)","r1=R9;r2=R18;c1=int:1;r3=R10;r4=R8;r5=R4;r6=R17;c2=int:24;c3=int:6","benchmark_awfy_richards_noopt",1924
97,34873,6,1,8,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINATTRS_REG_REG_INT(r1,r3,c2) | LINKATTR1_REG_REG_REG(r4,r1,r3) | LINKATTR1_REG_REG_INT(r5,r2,c3)","r1=R6;r2=R11;c1=int:15;r3=R12;c2=int:0;r4=R7;r5=R5;c3=int:1","benchmark_awfy_richards_noopt",2449
98,34873,4,1,10,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | LINKATTR1_REG_REG_INT(r4,r5,c1) | SETATTRS_REG_INT(r4,c2) | IADD_REG_REG_INT(r6,r7,c3)","r1=R10;r2=R8;r3=R9;r4=R4;r5=R17;c1=int:24;c2=int:6;r6=R5;r7=R20;c3=int:1","benchmark_awfy_richards_noopt",1928
99,33245,1,1,6,over_3_symbols,"ILT_REG_REG_INT(r1,r2,c1) | BRT_ID_REG(c2,r1) | IGT_REG_REG_INT(r1,r2,c3) | BRF_ID_REG(c4,r1)","r1=R2;r2=R7;c1=int:0;c2=label@2060;c3=int:5;c4=label@2072","benchmark_awfy_richards_noopt",2049
100,33245,1,1,5,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | ILT_REG_REG_INT(r1,r2,c2) | BRT_ID_REG(c3,r1)","c1=int:1;r1=R2;r2=R7;c2=int:0;c3=label@2060","benchmark_awfy_richards_noopt",2045
101,33245,1,1,4,over_3_symbols,"SETNUMFRM_INT(c1) | SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | ILT_REG_REG_INT(r1,r2,c2)","c1=int:1;r1=R2;r2=R7;c2=int:0","benchmark_awfy_richards_noopt",2043
102,33245,1,1,6,over_3_symbols,"SETNUMSTD_INT(c1) | ILT_REG_REG_INT(r1,r2,c2) | BRT_ID_REG(c3,r1) | IGT_REG_REG_INT(r1,r2,c4)","c1=int:1;r1=R2;r2=R7;c2=int:0;c3=label@2060;c4=int:5","benchmark_awfy_richards_noopt",2047
103,32585,7,1,4,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | ICOPY_REG_REG(r3,r2) | UNLINK_REG(r3)","r1=R6;r2=R7;c1=int:0;r3=R5","benchmark_awfy_richards_noopt",1201
104,32545,2,1,6,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r4,r1) | UNLINK_REG(r2) | LOAD_REG_INT(r5,c1)","r1=R5;r2=R3;c1=int:1;r3=R2;r4=R4;r5=R1","benchmark_awfy_richards_noopt",2116
105,32545,2,1,6,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | UNLINK_REG(r4) | LOAD_REG_INT(r5,c1) | ICOPY_REG_REG(r1,r5)","r1=R2;r2=R4;r3=R5;r4=R3;r5=R1;c1=int:1","benchmark_awfy_richards_noopt",2120
106,32543,2,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r4,r2,c2)","r1=R1;r2=R7;c1=int:6;r3=R3;r4=R4;c2=int:19","benchmark_awfy_richards_noopt",2096
107,32538,2,1,5,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | IEQ_REG_REG_INT(r1,r2,c2) | BRF_ID_REG(c3,r1)","c1=int:1;r1=R2;r2=R19;c2=int:0;c3=label@3058","benchmark_awfy_richards_noopt",3029
108,32538,2,1,4,over_3_symbols,"SETNUMFRM_INT(c1) | SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | IEQ_REG_REG_INT(r1,r2,c2)","c1=int:1;r1=R2;r2=R19;c2=int:0","benchmark_awfy_richards_noopt",3027
109,26736,3,1,6,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | MINATTRS_REG_REG_INT(r1,r3,c2) | LINKATTR1_REG_REG_REG(r4,r1,r3)","r1=R6;r2=R11;c1=int:15;r3=R12;c2=int:0;r4=R7","benchmark_awfy_richards_noopt",2447
110,25583,7,1,8,over_3_symbols,"BRF_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | MINATTRS_REG_REG_INT(r2,r4,c3) | LINKATTR1_REG_REG_REG(r5,r2,r4)","c1=label@3243;r1=R9;r2=R3;r3=R18;c2=int:10;r4=R19;c3=int:0;r5=R8","benchmark_awfy_richards_noopt",3219
111,25579,3,1,3,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | UNLINK_REG(r1) | UNLINK_REG(r3)","r1=R7;r2=R10;r3=R8","benchmark_awfy_richards_noopt",950
112,25579,3,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r3,r1) | UNLINK_REG(r1) | UNLINK_REG(r3)","r1=R10;r2=R12;c1=int:22;r3=R7","benchmark_awfy_richards_noopt",946
113,25579,3,1,6,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | LINKATTR1_REG_REG_INT(r4,r5,c1) | ICOPY_REG_REG(r1,r4) | UNLINK_REG(r4)","r1=R7;r2=R8;r3=R9;r4=R10;r5=R12;c1=int:22","benchmark_awfy_richards_noopt",942
114,25573,2,1,7,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | LINKATTR1_REG_REG_INT(r4,r5,c2) | ICOPY_REG_REG(r3,r4)","r1=R6;r2=R12;c1=int:0;r3=R7;r4=R5;r5=R11;c2=int:1","benchmark_awfy_richards_noopt",2453
115,25573,2,1,6,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r2,r3,c1) | MINATTRS_REG_REG_INT(r2,r4,c2)","r1=R7;r2=R6;r3=R11;c1=int:15;r4=R12;c2=int:0","benchmark_awfy_richards_noopt",2445
116,24758,2,1,4,over_3_symbols,"IGT_REG_REG_REG(r1,r2,r3) | UNLINK_REG(r3) | UNLINK_REG(r4) | UNLINK_REG(r2)","r1=R11;r2=R10;r3=R6;r4=R4","benchmark_awfy_richards_noopt",1947
117,24758,2,1,5,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | UNLINK_REG(r3) | BRF_ID_REG(c1,r4)","r1=R4;r2=R10;r3=R8;c1=label@1964;r4=R11","benchmark_awfy_richards_noopt",1953
118,24085,7,1,6,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r4,r1) | ICOPY_REG_REG(r3,r5) | UNLINK_REG(r3)","r1=R9;r2=R13;c1=int:1;r3=R10;r4=R8;r5=R14","benchmark_awfy_richards_noopt",966
119,24085,7,1,7,over_3_symbols,"SETATTRS_REG_INT(r1,c1) | IADD_REG_REG_INT(r2,r3,c2) | LINKATTR1_REG_REG_REG(r4,r1,r2) | ICOPY_REG_REG(r4,r5)","r1=R8;c1=int:6;r2=R9;r3=R13;c2=int:1;r4=R10;r5=R14","benchmark_awfy_richards_noopt",963
120,24070,4,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | UNLINK_REG(r3) | LINKATTR1_REG_REG_INT(r1,r4,c1)","r1=R10;r2=R18;r3=R8;r4=R12;c1=int:22","benchmark_awfy_richards_noopt",1062
121,23256,2,1,5,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r3,r4,c1) | RET_REG(r3)","r1=R6;r2=R5;r3=R7;r4=R9;c1=int:9","benchmark_awfy_richards_noopt",1321
122,23252,1,1,5,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | INE_REG_REG_INT(r1,r2,c2) | BRF_ID_REG(c3,r1)","c1=int:1;r1=R6;r2=R31;c2=int:0;c3=label@3532","benchmark_awfy_richards_noopt",3358
123,23252,1,1,4,over_3_symbols,"SETNUMFRM_INT(c1) | SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | INE_REG_REG_INT(r1,r2,c2)","c1=int:1;r1=R6;r2=R31;c2=int:0","benchmark_awfy_richards_noopt",3356
124,23250,2,1,3,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | UNLINK_REG(r3) | RET()","r1=R5;r2=R2;r3=R3","benchmark_awfy_richards_noopt",1528
125,23250,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | UNLINK_REG(r3) | LINKATTR1_REG_REG_INT(r3,r4,c1)","r1=R1;r2=R5;r3=R3;r4=R25;c1=int:20","benchmark_awfy_richards_noopt",2571
126,23250,1,1,8,over_3_symbols,"SWAP_REG_REG(r1,r2) | BRF_ID_REG(c1,r3) | LINKATTR1_REG_REG_INT(r4,r5,c2) | SETATTRS_REG_INT(r4,c3)","r1=R26;r2=R5;c1=label@2688;r3=R6;r4=R3;r5=R25;c2=int:20;c3=int:6","benchmark_awfy_richards_noopt",2550
127,23250,1,1,8,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | BRF_ID_REG(c1,r5) | LINKATTR1_REG_REG_INT(r6,r1,c2)","r1=R25;r2=R4;r3=R26;r4=R5;c1=label@2688;r5=R6;r6=R3;c2=int:20","benchmark_awfy_richards_noopt",2547
128,23249,2,1,6,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r4,r1) | LOAD_REG_INT(r5,c1) | ICOPY_REG_REG(r3,r5)","r1=R4;r2=R8;c1=int:1;r3=R2;r4=R3;r5=R5","benchmark_awfy_richards_noopt",1555
129,23249,2,1,7,over_3_symbols,"SETATTRS_REG_INT(r1,c1) | IADD_REG_REG_INT(r2,r3,c2) | LINKATTR1_REG_REG_REG(r4,r1,r2) | LOAD_REG_INT(r5,c2)","r1=R3;c1=int:6;r2=R4;r3=R8;c2=int:1;r4=R2;r5=R5","benchmark_awfy_richards_noopt",1552
130,23249,2,1,6,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c2) | LINKATTR1_REG_REG_INT(r3,r2,c3)","c1=int:1;r1=R3;r2=R7;c2=int:25;r3=R1;c3=int:2","benchmark_awfy_richards_noopt",2167
131,23248,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | UNLINK_REG(r3) | LINKATTR1_REG_REG_INT(r2,r4,c1)","r1=R2;r2=R5;r3=R3;r4=R7;c1=int:2","benchmark_awfy_richards_noopt",2195
132,23248,1,1,7,over_3_symbols,"SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c2) | LINKATTR1_REG_REG_INT(r3,r2,c3) | SETATTRS_REG_INT(r1,c4)","c1=int:1;r1=R3;r2=R7;c2=int:25;r3=R1;c3=int:2;c4=int:6","benchmark_awfy_richards_noopt",2169
133,23246,1,1,7,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r3,r4,c1) | MINATTRS_REG_REG_INT(r3,r5,c2)","r1=R7;r2=R5;r3=R6;r4=R11;c1=int:17;r5=R12;c2=int:0","benchmark_awfy_richards_noopt",2422
134,23246,1,1,7,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | LOAD_REG_INT(r3,c2) | SETTP_REG_INT(r2,c3) | SWAP_REG_REG(r4,r2)","r1=R8;r2=R11;c1=int:2;r3=R3;c2=int:4;c3=int:256;r4=R4","benchmark_awfy_richards_noopt",2474
135,23246,1,1,8,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINATTRS_REG_REG_INT(r1,r3,c2) | LINKATTR1_REG_REG_REG(r4,r1,r3) | LOAD_REG_INT(r5,c3)","r1=R7;r2=R11;c1=int:15;r3=R12;c2=int:0;r4=R6;r5=R3;c3=int:2","benchmark_awfy_richards_noopt",2354
136,23246,1,1,8,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | LOAD_REG_INT(r4,c2) | SETTP_REG_INT(r5,c3)","r1=R7;r2=R12;c1=int:0;r3=R6;r4=R3;c2=int:2;r5=R11;c3=int:256","benchmark_awfy_richards_noopt",2358
137,23246,1,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | UNLINK_REG(r3) | RET_REG(r5)","r1=R12;r2=R6;r3=R8;r4=R7;r5=R9","benchmark_awfy_richards_noopt",2506
138,23246,1,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | UNLINK_REG(r1) | UNLINK_REG(r3) | ILT_REG_REG_INT(r3,r4,c1)","r1=R6;r2=R5;r3=R7;r4=R1;c1=int:0","benchmark_awfy_richards_noopt",2385
139,23246,1,1,7,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | LOAD_REG_INT(r4,c2) | SETTP_REG_INT(r3,c3)","r1=R6;r2=R8;r3=R11;c1=int:2;r4=R3;c2=int:4;c3=int:256","benchmark_awfy_richards_noopt",2472
140,23246,1,1,6,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | MINATTRS_REG_REG_INT(r2,r4,c2) | LINKATTR1_REG_REG_REG(r1,r2,r4)","r1=R7;r2=R6;r3=R11;c1=int:17;r4=R12;c2=int:0","benchmark_awfy_richards_noopt",2425
141,23246,1,1,5,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | ILT_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2)","r1=R6;r2=R7;r3=R1;c1=int:0;c2=label@2408","benchmark_awfy_richards_noopt",2388
142,23246,1,1,7,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r3,r4,c1) | LOAD_REG_INT(r5,c2)","r1=R7;r2=R6;r3=R8;r4=R11;c1=int:2;r5=R3;c2=int:4","benchmark_awfy_richards_noopt",2470
143,20310,1,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | UNLINK_REG(r3) | IGTE_REG_REG_INT(r2,r1,c1)","r1=R0;r2=R27;r3=R26;c1=int:4","benchmark_awfy_richards_noopt",3591
144,20310,1,1,5,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | IGTE_REG_REG_INT(r1,r3,c1) | BRF_ID_REG(c2,r1)","r1=R27;r2=R26;r3=R0;c1=int:4;c2=label@3667","benchmark_awfy_richards_noopt",3594
145,20138,6,1,4,over_3_symbols,"UNLINK_REG(r1) | ICOPY_REG_REG(r2,r3) | UNLINK_REG(r2) | UNLINK_REG(r4)","r1=R6;r2=R5;r3=R10;r4=R4","benchmark_awfy_richards_noopt",1126
146,20114,3,1,9,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r4,r1) | LOAD_REG_INT(r5,c2) | SETTP_REG_INT(r6,c3)","r1=R6;r2=R18;c1=int:1;r3=R8;r4=R5;r5=R12;c2=int:3;r6=R17;c3=int:256","benchmark_awfy_richards_noopt",1988
147,20114,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | UNLINK_REG(r3) | IEQ_REG_REG_INT(r2,r4,c1)","r1=R5;r2=R7;r3=R6;r4=R11;c1=int:0","benchmark_awfy_richards_noopt",1358
148,20114,3,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | UNLINK_REG(r1) | UNLINK_REG(r3) | ICOPY_REG_REG(r4,r5)","r1=R8;r2=R15;r3=R5;r4=R11;r5=R4","benchmark_awfy_richards_noopt",2021
149,20114,3,1,4,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | ICOPY_REG_REG(r3,r4) | UNLINK_REG(r3)","r1=R8;r2=R5;r3=R11;r4=R4","benchmark_awfy_richards_noopt",2024
150,19665,3,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r3,r2,c1)","r1=R1;r2=R9;c1=int:8;r3=R3","benchmark_awfy_richards_noopt",2880
151,19435,5,1,7,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINATTRS_REG_REG_INT(r1,r3,c2) | LINKATTR1_REG_REG_REG(r4,r1,r3) | ICOPY_REG_REG(r4,r5)","r1=R6;r2=R9;c1=int:17;r3=R1;c2=int:0;r4=R7;r5=R10","benchmark_awfy_richards_noopt",1427
152,19435,5,1,5,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | ICOPY_REG_REG(r3,r4) | UNLINK_REG(r3)","r1=R6;r2=R1;c1=int:0;r3=R7;r4=R10","benchmark_awfy_richards_noopt",1431
153,19307,3,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | UNLINK_REG(r3) | LINKATTR1_REG_REG_INT(r4,r5,c1)","r1=R6;r2=R4;r3=R5;r4=R7;r5=R9;c1=int:9","benchmark_awfy_richards_noopt",1318
154,18614,2,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | UNLINK_REG(r3) | RET_REG(r4)","r1=R7;r2=R10;r3=R6;r4=R11","benchmark_awfy_richards_noopt",1439
155,18596,2,1,6,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LOAD_REG_INT(r3,c1) | SETTP_REG_INT(r4,c2)","r1=R27;r2=R26;r3=R25;c1=int:2;r4=R29;c2=int:256","benchmark_awfy_richards_noopt",3938
156,18594,2,1,7,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | LINKATTR1_REG_REG_INT(r4,r3,c2) | SETATTRS_REG_INT(r2,c3)","r1=R1;r2=R4;r3=R7;c1=int:19;r4=R3;c2=int:2;c3=int:6","benchmark_awfy_richards_noopt",2103
157,18588,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | UNLINK_REG(r3) | IEQ_REG_REG_INT(r4,r1,c1)","r1=R4;r2=R5;r3=R6;r4=R7;c1=int:0","benchmark_awfy_richards_noopt",4000
158,18588,1,1,8,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LINKATTR1_REG_REG_INT(r3,r4,c3) | SETATTRS_REG_INT(r3,c4)","r1=R3;r2=R12;c1=int:0;c2=label@4083;r3=R6;r4=R10;c3=int:3;c4=int:6","benchmark_awfy_richards_noopt",3978
159,18588,1,1,8,over_3_symbols,"SETNUMSTD_INT(c1) | IEQ_REG_REG_INT(r1,r2,c2) | BRF_ID_REG(c3,r1) | LINKATTR1_REG_REG_INT(r3,r4,c4)","c1=int:1;r1=R3;r2=R12;c2=int:0;c3=label@4083;r3=R6;r4=R10;c4=int:3","benchmark_awfy_richards_noopt",3976
160,17086,2,1,7,over_3_symbols,"UNLINK_REG(r1) | BRF_ID_REG(c1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c2) | SETATTRS_REG_INT(r3,c3)","r1=R5;c1=label@1966;r2=R7;r3=R9;r4=R17;c2=int:20;c3=int:6","benchmark_awfy_richards_noopt",1865
161,17086,2,1,7,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | BRF_ID_REG(c1,r3) | LINKATTR1_REG_REG_INT(r4,r5,c2)","r1=R4;r2=R5;c1=label@1966;r3=R7;r4=R9;r5=R17;c2=int:20","benchmark_awfy_richards_noopt",1863
162,14761,2,1,7,over_3_symbols,"UNLINK_REG(r1) | BRF_ID_REG(c1,r2) | LOAD_REG_INT(r3,c2) | SETTP_REG_INT(r4,c3)","r1=R9;c1=label@2666;r2=R7;r3=R3;c2=int:2;r4=R25;c3=int:256","benchmark_awfy_richards_noopt",2637
163,14759,1,1,7,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r4,r1) | IGT_REG_REG_REG(r5,r6,r3) | UNLINK_REG(r3)","r1=R5;r2=R20;c1=int:1;r3=R6;r4=R4;r5=R11;r6=R10","benchmark_awfy_richards_noopt",1939
164,14759,1,1,5,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | IGT_REG_REG_REG(r4,r5,r1) | UNLINK_REG(r1) | UNLINK_REG(r2)","r1=R6;r2=R4;r3=R5;r4=R11;r5=R10","benchmark_awfy_richards_noopt",1943
165,14759,1,1,8,over_3_symbols,"SETATTRS_REG_INT(r1,c1) | IADD_REG_REG_INT(r2,r3,c2) | LINKATTR1_REG_REG_REG(r4,r1,r2) | IGT_REG_REG_REG(r5,r6,r4)","r1=R4;c1=int:6;r2=R5;r3=R20;c2=int:1;r4=R6;r5=R11;r6=R10","benchmark_awfy_richards_noopt",1936
166,14759,1,1,7,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | SETATTRS_REG_INT(r2,c2) | IADD_REG_REG_INT(r1,r4,c3)","r1=R9;r2=R8;r3=R17;c1=int:23;c2=int:6;r4=R18;c3=int:1","benchmark_awfy_richards_noopt",1890
167,14759,1,1,5,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r1,r3,c1) | SETATTRS_REG_INT(r1,c2)","r1=R8;r2=R9;r3=R17;c1=int:23;c2=int:6","benchmark_awfy_richards_noopt",1888
168,13948,1,1,7,over_3_symbols,"BRT_ID_REG(c1,r1) | IEQ_REG_REG_INT(r1,r2,c2) | BRF_ID_REG(c3,r1) | LOAD_REG_INT(r3,c4)","c1=label@2805;r1=R19;r2=R26;c2=int:5;c3=label@2840;r3=R20;c4=int:3","benchmark_awfy_richards_noopt",2798
169,13139,2,1,5,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | BRF_ID_REG(c1,r3) | RET_REG(r4)","r1=R10;r2=R8;c1=label@1964;r3=R11;r4=R18","benchmark_awfy_richards_noopt",1955
170,12327,2,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IEQ_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1) | BRF_ID_REG(c3,r3)","r1=R3;r2=R9;c1=int:8;r3=R2;c2=int:0;c3=label@2920","benchmark_awfy_richards_noopt",2889
171,11631,1,1,6,over_3_symbols,"BRT_ID_REG(c1,r1) | IEQ_REG_REG_INT(r1,r2,c2) | BRF_ID_REG(c3,r1) | LOAD_REG_INT(r3,c2)","c1=label@2759;r1=R15;r2=R26;c2=int:3;c3=label@2794;r3=R16","benchmark_awfy_richards_noopt",2752
172,11631,1,1,7,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c1) | SETTP_REG_INT(r4,c3)","r1=R15;r2=R26;c1=int:3;c2=label@2794;r3=R16;r4=R25;c3=int:256","benchmark_awfy_richards_noopt",2755
173,11627,1,1,7,over_3_symbols,"INE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LINKATTR1_REG_REG_INT(r3,r4,c3) | MINATTRS_REG_REG_INT(r3,r2,c1)","r1=R6;r2=R31;c1=int:0;c2=label@3532;r3=R8;r4=R29;c3=int:16","benchmark_awfy_richards_noopt",3362
174,11627,1,1,8,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINATTRS_REG_REG_INT(r1,r3,c2) | LINKATTR1_REG_REG_REG(r4,r1,r3) | IEQ_REG_REG_INT(r5,r4,c3)","r1=R8;r2=R29;c1=int:16;r3=R31;c2=int:0;r4=R7;r5=R9;c3=int:1","benchmark_awfy_richards_noopt",3369
175,11627,1,1,6,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | IEQ_REG_REG_INT(r4,r3,c2) | UNLINK_REG(r3)","r1=R8;r2=R31;c1=int:0;r3=R7;r4=R9;c2=int:1","benchmark_awfy_richards_noopt",3373
176,11627,1,1,8,over_3_symbols,"SETNUMSTD_INT(c1) | INE_REG_REG_INT(r1,r2,c2) | BRF_ID_REG(c3,r1) | LINKATTR1_REG_REG_INT(r3,r4,c4)","c1=int:1;r1=R6;r2=R31;c2=int:0;c3=label@3532;r3=R8;r4=R29;c4=int:16","benchmark_awfy_richards_noopt",3360
