rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,862469,46,1,6,over_3_symbols,"SETATTRS_REG_INT(r1,c1) | IADD_REG_REG_INT(r2,r3,c2) | LINKATTR1_REG_REG_REG(r4,r1,r2)","r1=R8;c1=int:6;r2=R9;r3=R13;c2=int:1;r4=R7","benchmark_awfy_richards_noopt",935
109,23249,2,1,6,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r4,r1) | LOAD_REG_INT(r5,c1)","r1=R4;r2=R8;c1=int:1;r3=R2;r4=R3;r5=R5","benchmark_awfy_richards_noopt",1555
110,23249,2,1,6,over_3_symbols,"SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c2) | LINKATTR1_REG_REG_INT(r3,r2,c3)","c1=int:1;r1=R3;r2=R7;c2=int:25;r3=R1;c3=int:2","benchmark_awfy_richards_noopt",2169
111,23247,2,1,4,over_3_symbols,"UNLINK_REG(r1) | ILT_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R6;r2=R3;c1=int:1;c2=label@72","benchmark_awfy_richards_noopt",48
112,23246,1,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | LOAD_REG_INT(r3,c2) | SETTP_REG_INT(r2,c3)","r1=R8;r2=R11;c1=int:2;r3=R3;c2=int:4;c3=int:256","benchmark_awfy_richards_noopt",2474
113,23246,1,1,6,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | LOAD_REG_INT(r4,c2)","r1=R7;r2=R12;c1=int:0;r3=R6;r4=R3;c2=int:2","benchmark_awfy_richards_noopt",2358
114,23246,1,1,3,candidate,"SWAP_REG_REG(r1,r2) | UNLINK_REG(r1) | RET_REG(r3)","r1=R8;r2=R7;r3=R9","benchmark_awfy_richards_noopt",2509
115,23246,1,1,6,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | LOAD_REG_INT(r4,c2)","r1=R6;r2=R8;r3=R11;c1=int:2;r4=R3;c2=int:4","benchmark_awfy_richards_noopt",2472
116,23246,1,1,4,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | ILT_REG_REG_INT(r2,r3,c1)","r1=R6;r2=R7;r3=R1;c1=int:0","benchmark_awfy_richards_noopt",2388
117,20310,1,1,5,over_3_symbols,"UNLINK_REG(r1) | IGTE_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2)","r1=R26;r2=R27;r3=R0;c1=int:4;c2=label@3667","benchmark_awfy_richards_noopt",3596
118,20310,1,1,4,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | IGTE_REG_REG_INT(r1,r3,c1)","r1=R27;r2=R26;r3=R0;c1=int:4","benchmark_awfy_richards_noopt",3594
119,20138,6,1,3,candidate,"UNLINK_REG(r1) | ICOPY_REG_REG(r2,r3) | UNLINK_REG(r2)","r1=R6;r2=R5;r3=R10","benchmark_awfy_richards_noopt",1126
120,20114,3,1,4,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | ICOPY_REG_REG(r3,r4)","r1=R8;r2=R5;r3=R11;r4=R4","benchmark_awfy_richards_noopt",2024
121,19665,3,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1)","r1=R1;r2=R3;r3=R9;c1=int:8","benchmark_awfy_richards_noopt",2884
122,19435,5,1,5,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | ICOPY_REG_REG(r3,r4)","r1=R6;r2=R1;c1=int:0;r3=R7;r4=R10","benchmark_awfy_richards_noopt",1431
123,18614,2,1,3,candidate,"UNLINK_REG(r1) | UNLINK_REG(r2) | RET_REG(r3)","r1=R7;r2=R6;r3=R11","benchmark_awfy_richards_noopt",1442
124,18602,3,1,6,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | LINKATTR1_REG_REG_INT(r4,r3,c2)","r1=R4;r2=R5;r3=R9;c1=int:10;r4=R7;c2=int:9","benchmark_awfy_richards_noopt",1211
125,18596,2,1,5,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | SETTP_REG_INT(r3,c2)","r1=R26;r2=R25;c1=int:2;r3=R29;c2=int:256","benchmark_awfy_richards_noopt",3940
126,18596,2,1,4,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LOAD_REG_INT(r3,c1)","r1=R27;r2=R26;r3=R25;c1=int:2","benchmark_awfy_richards_noopt",3938
127,14760,1,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | BR_ID(c1)","r1=R25;r2=R4;r3=R26;r4=R5;c1=label@2688","benchmark_awfy_richards_noopt",2658
128,14759,1,1,7,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r4,r1) | IGT_REG_REG_REG(r5,r6,r3)","r1=R5;r2=R20;c1=int:1;r3=R6;r4=R4;r5=R11;r6=R10","benchmark_awfy_richards_noopt",1939
129,14759,1,1,5,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | IGT_REG_REG_REG(r4,r5,r1) | UNLINK_REG(r1)","r1=R6;r2=R4;r3=R5;r4=R11;r5=R10","benchmark_awfy_richards_noopt",1943
130,13139,2,1,4,over_3_symbols,"UNLINK_REG(r1) | BRF_ID_REG(c1,r2) | RET_REG(r3)","r1=R8;c1=label@1964;r2=R11;r3=R18","benchmark_awfy_richards_noopt",1957
131,12327,2,1,4,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | BRF_ID_REG(c2,r1)","r1=R2;r2=R3;c1=int:0;c2=label@2920","benchmark_awfy_richards_noopt",2893
132,12327,2,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IEQ_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1)","r1=R3;r2=R9;c1=int:8;r3=R2;c2=int:0","benchmark_awfy_richards_noopt",2889
133,11631,1,1,5,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c1)","r1=R15;r2=R26;c1=int:3;c2=label@2794;r3=R16","benchmark_awfy_richards_noopt",2755
134,11627,1,1,7,over_3_symbols,"INE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LINKATTR1_REG_REG_INT(r3,r4,c3)","r1=R6;r2=R31;c1=int:0;c2=label@3532;r3=R8;r4=R29;c3=int:16","benchmark_awfy_richards_noopt",3362
135,11627,1,1,6,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | IEQ_REG_REG_INT(r4,r3,c2)","r1=R8;r2=R31;c1=int:0;r3=R7;r4=R9;c2=int:1","benchmark_awfy_richards_noopt",3373
136,11619,2,1,4,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2)","r1=R24;c1=int:2;r2=R29;c2=int:256","benchmark_awfy_richards_noopt",3641
137,11619,2,1,3,candidate,"UNLINK_REG(r1) | UNLINK_REG(r2) | LOAD_REG_INT(r2,c1)","r1=R26;r2=R24;c1=int:2","benchmark_awfy_richards_noopt",3639
138,10467,2,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c1) | MINATTRS_REG_REG_INT(r3,r1,c2)","r1=R1;r2=R11;r3=R6;r4=R9;c1=int:17;c2=int:0","benchmark_awfy_richards_noopt",1374
139,10127,1,1,5,over_3_symbols,"UNLINK_REG(r1) | INE_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2)","r1=R6;r2=R7;r3=R0;c1=int:0;c2=label@1427","benchmark_awfy_richards_noopt",1394
140,10127,1,1,4,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | INE_REG_REG_INT(r1,r3,c1)","r1=R7;r2=R6;r3=R0;c1=int:0","benchmark_awfy_richards_noopt",1392
141,10000,1,1,6,over_3_symbols,"ISUB_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r3,r4,c2)","r1=R3;r2=R2;c1=int:1;r3=R1;r4=R9;c2=int:8","benchmark_awfy_richards_noopt",2874
142,10000,1,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ISUB_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1)","r1=R2;r2=R9;c1=int:8;r3=R3;c2=int:1","benchmark_awfy_richards_noopt",2870
143,10000,1,1,5,over_3_symbols,"SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c2) | ISUB_REG_REG_INT(r3,r1,c1)","c1=int:1;r1=R2;r2=R9;c2=int:8;r3=R3","benchmark_awfy_richards_noopt",2868
144,10000,1,1,6,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | IEQ_REG_REG_INT(r4,r2,c2)","r1=R1;r2=R3;r3=R9;c1=int:8;r4=R2;c2=int:0","benchmark_awfy_richards_noopt",2887
145,9999,1,1,4,over_3_symbols,"IAND_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | IEQ_REG_REG_INT(r1,r1,c2)","r1=R4;r2=R5;c1=int:1;c2=int:0","benchmark_awfy_richards_noopt",2924
146,9999,1,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IAND_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1)","r1=R5;r2=R9;c1=int:7;r3=R4;c2=int:1","benchmark_awfy_richards_noopt",2920
147,9999,2,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IDIV_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1)","r1=R2;r2=R9;c1=int:7;r3=R1;c2=int:2","benchmark_awfy_richards_noopt",2937
148,9999,1,1,8,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | LINKATTR1_REG_REG_INT(r4,r5,c1) | LINKATTR1_REG_REG_INT(r6,r5,c2)","r1=R6;r2=R4;r3=R5;r4=R8;r5=R12;c1=int:24;r6=R3;c2=int:2","benchmark_awfy_richards_noopt",2294
149,9999,1,1,6,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | UNLINK_REG(r4) | IGT_REG_REG_REG(r5,r6,r1)","r1=R7;r2=R8;r3=R9;r4=R3;r5=R10;r6=R6","benchmark_awfy_richards_noopt",2313
150,9999,1,1,5,over_3_symbols,"SETNUMSTD_INT(c1) | LOAD_REG_INT(r1,c2) | SETTP_REG_INT(r2,c3)","c1=int:1;r1=R3;c2=int:2;r2=R12;c3=int:256","benchmark_awfy_richards_noopt",2218
151,9999,1,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | ILT_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2)","r1=R13;r2=R5;r3=R1;c1=int:0;c2=label@2258","benchmark_awfy_richards_noopt",2239
152,9999,1,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | ILT_REG_REG_INT(r4,r5,c1)","r1=R12;r2=R4;r3=R13;r4=R5;r5=R1;c1=int:0","benchmark_awfy_richards_noopt",2236
153,9999,1,1,4,over_3_symbols,"UNLINK_REG(r1) | IEQ_REG_REG_INT(r2,r2,c1) | BRF_ID_REG(c2,r2)","r1=R5;r2=R4;c1=int:0;c2=label@2977","benchmark_awfy_richards_noopt",2928
154,9999,1,1,4,over_3_symbols,"UNLINK_REG(r1) | IGT_REG_REG_REG(r2,r3,r4) | UNLINK_REG(r4)","r1=R3;r2=R10;r3=R6;r4=R7","benchmark_awfy_richards_noopt",2317
155,9987,1,1,5,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | RET_REG(r3)","r1=R7;r2=R11;c1=int:0;c2=label@1374;r3=R10","benchmark_awfy_richards_noopt",1365
156,9308,1,1,7,over_3_symbols,"BRT_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | IADD_REG_REG_INT(r4,r2,c3)","c1=label@3322;r1=R4;r2=R2;r3=R18;c2=int:26;r4=R8;c3=int:1","benchmark_awfy_richards_noopt",3154
157,9308,1,1,5,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | ISUB_REG_REG_INT(r3,r1,c2)","r1=R8;r2=R9;c1=int:65;r3=R6;c2=int:1","benchmark_awfy_richards_noopt",3205
158,9308,1,1,4,over_3_symbols,"IGT_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | BRF_ID_REG(c2,r1)","r1=R3;r2=R8;c1=int:26;c2=label@3201","benchmark_awfy_richards_noopt",3180
159,9308,1,1,7,over_3_symbols,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r4,r5,c2)","r1=R4;r2=R7;r3=R5;c1=label@3322;r4=R2;r5=R18;c2=int:26","benchmark_awfy_richards_noopt",3150
160,9308,1,1,7,over_3_symbols,"ISUB_REG_REG_INT(r1,r2,c1) | IEQ_REG_REG_INT(r3,r4,c2) | BRF_ID_REG(c3,r3)","r1=R6;r2=R8;c1=int:1;r3=R9;r4=R7;c2=int:0;c3=label@3243","benchmark_awfy_richards_noopt",3211
161,9308,1,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IGT_REG_REG_INT(r3,r1,c1) | UNLINK_REG(r1)","r1=R8;r2=R18;c1=int:26;r3=R3","benchmark_awfy_richards_noopt",3176
162,9308,1,1,6,over_3_symbols,"UNLINK_REG(r1) | ISUB_REG_REG_INT(r2,r3,c1) | IEQ_REG_REG_INT(r1,r4,c2)","r1=R9;r2=R6;r3=R8;c1=int:1;r4=R7;c2=int:0","benchmark_awfy_richards_noopt",3209
163,9308,1,1,4,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | IGT_REG_REG_INT(r1,r2,c1)","r1=R3;r2=R8;r3=R18;c1=int:26","benchmark_awfy_richards_noopt",3174
164,9305,2,1,5,over_3_symbols,"SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c2) | IADD_REG_REG_INT(r3,r1,c1)","c1=int:1;r1=R5;r2=R9;c2=int:9;r3=R6","benchmark_awfy_richards_noopt",1089
165,9300,1,1,4,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r3,r1) | UNLINK_REG(r3)","r1=R25;r2=R0;c1=int:1;r3=R27","benchmark_awfy_richards_noopt",3931
166,9300,1,1,6,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | IADD_REG_REG_INT(r4,r5,c1) | ICOPY_REG_REG(r1,r4)","r1=R27;r2=R26;r3=R4;r4=R25;r5=R0;c1=int:1","benchmark_awfy_richards_noopt",3927
167,9300,1,1,7,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | IADD_REG_REG_INT(r4,r5,c2)","r1=R26;r2=R4;c1=int:0;r3=R27;r4=R25;r5=R0;c2=int:1","benchmark_awfy_richards_noopt",3923
168,9297,1,1,4,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | UNLINK_REG(r4) | RET_REG(r1)","r1=R4;r2=R2;r3=R3;r4=R5","benchmark_awfy_richards_noopt",2151
169,8490,1,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | IEQ_REG_REG_INT(r3,r1,c1) | BRF_ID_REG(c2,r3)","r1=R26;r2=R5;r3=R10;c1=int:0;c2=label@2715","benchmark_awfy_richards_noopt",2685
170,8490,1,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | IEQ_REG_REG_INT(r5,r3,c1)","r1=R25;r2=R4;r3=R26;r4=R5;r5=R10;c1=int:0","benchmark_awfy_richards_noopt",2682
171,7334,2,1,5,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c2)","r1=R3;r2=R7;c1=int:4;r3=R5;c2=int:2","benchmark_awfy_richards_noopt",2954
172,5009,3,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_INT(r3,c1)","r1=R1;r2=R3;r3=R2;c1=int:1","benchmark_awfy_richards_noopt",267
173,5007,1,1,7,over_3_symbols,"BRF_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | IDIV_REG_REG_INT(r4,r2,c3)","c1=label@2977;r1=R4;r2=R2;r3=R9;c2=int:7;r4=R1;c3=int:2","benchmark_awfy_richards_noopt",2934
174,5007,1,1,6,over_3_symbols,"IDIV_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r3,r4,c2)","r1=R1;r2=R2;c1=int:2;r3=R3;r4=R9;c2=int:7","benchmark_awfy_richards_noopt",2941
175,5007,1,1,6,over_3_symbols,"IEQ_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1) | LINKATTR1_REG_REG_INT(r2,r3,c3)","r1=R4;c1=int:0;c2=label@2977;r2=R2;r3=R9;c3=int:7","benchmark_awfy_richards_noopt",2930
176,4992,1,1,3,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_INT(r1,c1)","r1=R7;r2=R5;c1=int:5","benchmark_awfy_richards_noopt",2995
177,4992,1,1,4,over_3_symbols,"IDIV_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | IXOR_REG_REG_INT(r1,r1,c2)","r1=R5;r2=R6;c1=int:2;c2=int:53256","benchmark_awfy_richards_noopt",2981
178,4992,1,1,5,over_3_symbols,"IXOR_REG_REG_INT(r1,r1,c1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | ICOPY_REG_REG(r2,r1)","r1=R5;c1=int:53256;r2=R7;r3=R9;c2=int:7","benchmark_awfy_richards_noopt",2987
179,4992,1,1,6,over_3_symbols,"UNLINK_REG(r1) | IXOR_REG_REG_INT(r2,r2,c1) | LINKATTR1_REG_REG_INT(r3,r4,c2)","r1=R6;r2=R5;c1=int:53256;r3=R7;r4=R9;c2=int:7","benchmark_awfy_richards_noopt",2985
180,4992,1,1,4,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2)","r1=R7;c1=int:5;r2=R5;c2=int:2","benchmark_awfy_richards_noopt",2998
181,2692,11,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | ICOPY_REG_REG(r2,r1)","r1=R2;c1=int:0;r2=R3;r3=R0;c2=int:1","benchmark_awfy_richards_noopt",288
182,2327,1,1,4,over_3_symbols,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | LOAD_REG_INT(r3,c1)","r1=R7;r2=R6;r3=R14;c1=int:2","benchmark_awfy_richards_noopt",3322
183,2327,1,1,5,over_3_symbols,"ENDLIFE_REG(r1) | LOAD_REG_INT(r2,c1) | SETTP_REG_INT(r3,c2)","r1=R6;r2=R14;c1=int:2;r3=R18;c2=int:256","benchmark_awfy_richards_noopt",3324
184,2327,1,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | IGT_REG_REG_REG(r2,r3,r1) | BRT_ID_REG(c2,r2)","r1=R5;c1=int:3;r2=R4;r3=R7;c2=label@3322","benchmark_awfy_richards_noopt",3147
185,2327,1,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | IGT_REG_REG_REG(r3,r1,r2)","r1=R7;c1=int:0;r2=R5;c2=int:3;r3=R4","benchmark_awfy_richards_noopt",3144
186,2327,1,1,3,candidate,"UNLINK_REG(r1) | INC_REG(r2) | BR_ID(c1)","r1=R16;r2=R7;c1=label@3150","benchmark_awfy_richards_noopt",3316
187,2327,1,1,3,candidate,"UNLINK_REG(r1) | UNLINK_REG(r2) | INC_REG(r3)","r1=R15;r2=R16;r3=R7","benchmark_awfy_richards_noopt",3314
188,2325,1,1,7,over_3_symbols,"IGTE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LINKATTR1_REG_REG_INT(r3,r4,c3)","r1=R27;r2=R0;c1=int:4;c2=label@3667;r3=R24;r4=R29;c3=int:5","benchmark_awfy_richards_noopt",3598
189,1521,2,1,7,over_3_symbols,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | LINKATTR1_REG_REG_INT(r3,r4,c3)","c1=label@3085;r1=R4;r2=R2;c2=int:3;r3=R3;r4=R18;c3=int:27","benchmark_awfy_richards_noopt",3068
190,1171,2,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r3,c1)","r1=R4;r2=R6;r3=R9;c1=int:17","benchmark_awfy_richards_noopt",1105
191,357,1,1,6,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | IADD_REG_REG_INT(r4,r2,c2)","r1=R2;r2=R9;r3=R18;c1=int:26;r4=R8;c2=int:65","benchmark_awfy_richards_noopt",3199
192,340,1,1,7,over_3_symbols,"BRF_ID_REG(c1,r1) | ICOPY_REG_REG(r2,r3) | LINKATTR1_REG_REG_INT(r4,r5,c2)","c1=label@1427;r1=R7;r2=R1;r3=R0;r4=R5;r5=R9;c2=int:17","benchmark_awfy_richards_noopt",1400
193,340,1,1,5,over_3_symbols,"INE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | ICOPY_REG_REG(r3,r2)","r1=R7;r2=R0;c1=int:0;c2=label@1427;r3=R1","benchmark_awfy_richards_noopt",1396
194,64,8,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_INT(r3,r2,c2) | MINATTRS_REG_REG_INT(r1,r3,c3)","r1=R4;r2=R9;c1=int:17;r3=R6;c2=int:9;c3=int:0","benchmark_awfy_richards_noopt",1110
195,64,8,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINATTRS_REG_REG_INT(r3,r1,c2) | LINKATTR1_REG_REG_REG(r4,r3,r1)","r1=R6;r2=R9;c1=int:9;r3=R4;c2=int:0;r4=R5","benchmark_awfy_richards_noopt",1114
196,64,8,1,4,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | UNLINK_REG(r2)","r1=R4;r2=R6;c1=int:0;r3=R5","benchmark_awfy_richards_noopt",1118
197,56,7,1,5,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_INT(r3,r2,c2)","r1=R4;r2=R9;c1=int:17;r3=R6;c2=int:9","benchmark_awfy_richards_noopt",1108
198,40,5,1,5,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | UNLINK_REG(r3) | LOAD_REG_INT(r4,c1)","r1=R5;r2=R4;r3=R6;r4=R7;c1=int:0","benchmark_awfy_richards_noopt",1197
199,24,3,1,4,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | UNLINK_REG(r3) | ICOPY_REG_REG(r1,r4)","r1=R5;r2=R4;r3=R6;r4=R10","benchmark_awfy_richards_noopt",1122
200,12,12,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c3)","r1=R8;c1=int:1;r2=R9;c2=int:0;r3=R2;c3=int:7","benchmark_awfy_richards_noopt",494
201,12,12,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c2)","r1=R17;r2=R3;r3=R7;c1=int:0;r4=R8;c2=int:1","benchmark_awfy_richards_noopt",429
202,9,9,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c2)","r1=R2;c1=int:0;r2=R1;r3=R7;c2=int:1","benchmark_awfy_richards_noopt",72
203,8,8,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c1)","r1=R4;c1=int:1;r2=R5;c2=int:1000;r3=R7","benchmark_awfy_richards_noopt",485
204,8,8,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | LOAD_REG_INT(r5,c1)","r1=R17;r2=R6;r3=R0;r4=R7;r5=R4;c1=int:1","benchmark_awfy_richards_noopt",479
205,8,8,1,5,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | LINKATTR1_REG_REG_INT(r1,r3,c2)","r1=R3;r2=R2;c1=int:0;r3=R0;c2=int:1","benchmark_awfy_richards_noopt",286
206,7,7,1,3,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_INT(r2,c1)","r1=R3;r2=R2;c1=int:0","benchmark_awfy_richards_noopt",295
207,6,1,1,2,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | RET()","r1=R10;r2=R13","benchmark_awfy_richards_noopt",1073
208,6,6,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c2)","r1=R7;c1=int:0;r2=R8;c2=int:1;r3=R9","benchmark_awfy_richards_noopt",432
209,5,5,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | CALL_REG_FUNC_REG(r3,c1,r5)","r1=R6;r2=R17;r3=R7;r4=R0;c1=func@20960;r5=R5","benchmark_awfy_richards_noopt",469
210,4,4,1,4,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c1)","r1=R4;c1=int:0;r2=R5;r3=R6","benchmark_awfy_richards_noopt",398
211,3,3,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | SETTP_REG_INT(r1,c2)","r1=R5;r2=R9;r3=R8;c1=int:1;c2=int:256","benchmark_awfy_richards_noopt",108
212,2,2,1,4,over_3_symbols,"INE_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | BRF_ID_REG(c2,r1)","r1=R8;r2=R9;c1=int:23246;c2=label@860","benchmark_awfy_richards_noopt",846
213,2,2,1,6,over_3_symbols,"ISUB_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c2) | ICOPY_REG_REG(r3,r1)","r1=R3;c1=int:0;r2=R2;r3=R1;r4=R0;c2=int:22","benchmark_awfy_richards_noopt",259
214,2,2,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | INE_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1)","r1=R9;r2=R17;c1=int:18;r3=R8;c2=int:23246","benchmark_awfy_richards_noopt",842
215,2,2,1,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | ISUB_REG_INT_REG(r2,c2,r1) | LINKATTR1_REG_REG_INT(r3,r4,c3)","r1=R2;c1=int:1;r2=R3;c2=int:0;r3=R1;r4=R0;c3=int:22","benchmark_awfy_richards_noopt",256
