rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,6110000,14,1,8,candidate,"ILT_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | BGETU8_REG_REG_REG(r4,r5,r2) | IEQ_REG_REG_INT(r6,r4,c2)","r1=R10;r2=R29;r3=R2;c1=label@1265;r4=R24;r5=R41;r6=R9;c2=int:32","rxjson",1202
81,80000,1,1,21,candidate,"SWAPN_REG_REG_REG_REG_REG_REG_REG_REG(r1,r2,r3,r4,r5,r6,r7,r8) | SWAPN_REG_REG_REG_REG_REG_REG_REG_REG(r9,r10,r11,r12,r13,r14,r15,r16) | SWAPN_REG_REG_REG_REG(r17,r18,r19,r20) | RET_REG(r21)","r1=R100;r2=R50;r3=R101;r4=R51;r5=R102;r6=R52;r7=R103;r8=R53;r9=R104;r10=R54;r11=R105;r12=R55;r13=R106;r14=R56;r15=R107;r16=R57;r17=R108;r18=R58;r19=R109;r20=R59;r21=R41","rxjson",10081
82,80000,1,1,28,candidate,"SWAPN_REG_REG_REG_REG_REG_REG_REG_REG(r1,r2,r3,r4,r5,r6,r7,r8) | SWAPN_REG_REG_REG_REG_REG_REG_REG_REG(r9,r10,r11,r12,r13,r14,r15,r16) | SWAPN_REG_REG_REG_REG_REG_REG_REG_REG(r17,r18,r19,r20,r21,r22,r23,r24) | SWAPN_REG_REG_REG_REG(r25,r26,r27,r28)","r1=R97;r2=R46;r3=R98;r4=R47;r5=R99;r6=R48;r7=R4;r8=R49;r9=R100;r10=R50;r11=R101;r12=R51;r13=R102;r14=R52;r15=R103;r16=R53;r17=R104;r18=R54;r19=R105;r20=R55;r21=R106;r22=R56;r23=R107;r24=R57;r25=R108;r26=R58;r27=R109;r28=R59","rxjson",10072
83,80000,1,1,19,candidate,"SWAPN_REG_REG_REG_REG_REG_REG_REG_REG(r1,r2,r3,r4,r5,r6,r7,r8) | SWAPSETTPSWAP_REG_REG_REG_INT_REG(r9,r10,r11,c1,r12) | SETTPSWAPSETTPSWAP_REG_INT_REG_REG_REG(r13,c1,r14,r15,r16) | SETTPSWAP_REG_INT_REG(r17,c1,r18)","r1=R47;r2=R98;r3=R48;r4=R99;r5=R49;r6=R4;r7=R50;r8=R100;r9=R51;r10=R101;r11=R102;c1=int:256;r12=R52;r13=R103;r14=R53;r15=R104;r16=R54;r17=R105;r18=R55","rxjson",10034
84,80000,1,1,17,candidate,"SWAPSETTPSWAP_REG_REG_REG_INT_REG(r1,r2,r3,c1,r4) | SETTPSWAPSETTPSWAP_REG_INT_REG_REG_REG(r5,c1,r6,r7,r8) | SETTPSWAP_REG_INT_REG(r9,c1,r10) | SWAPN_REG_REG_REG_REG_REG_REG(r11,r12,r13,r14,r15,r16)","r1=R51;r2=R101;r3=R102;c1=int:256;r4=R52;r5=R103;r6=R53;r7=R104;r8=R54;r9=R105;r10=R55;r11=R56;r12=R106;r13=R57;r14=R107;r15=R58;r16=R108","rxjson",10043
85,70000,5,1,7,candidate,"IGT_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | IEQ_REG_REG_INT(r3,r4,c1) | BRF_ID_REG(c3,r3)","r1=R24;r2=R14;c1=int:0;c2=label@7797;r3=R25;r4=R21;c3=label@7768","rxjson",7750
86,70000,5,1,8,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2) | ILT_REG_REG_INT(r3,r4,c3) | BRF_ID_REG(c4,r3)","r1=R17;c1=int:0;r2=R20;c2=string@28856;r3=R24;r4=R5;c3=int:1;c4=label@7709","rxjson",7693
87,70000,5,1,9,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_STRING(r3,c3) | ILT_REG_REG_INT(r4,r5,c4)","r1=R15;c1=string@329248;r2=R17;c2=int:0;r3=R20;c3=string@28856;r4=R24;r5=R5;c4=int:1","rxjson",7690
88,70000,5,1,8,candidate,"STRLEN_REG_REG(r1,r2) | ISUB_REG_REG_INT(r3,r4,c1) | ISUB_REG_REG_REG(r5,r1,r3) | BGE_ID_REG_INT(c2,r5,c3)","r1=R23;r2=R22;r3=R21;r4=R5;c1=int:1;r5=R13;c2=label@7740;c3=int:0","rxjson",7722
89,60000,3,1,9,candidate,"NULLN_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r4,r5) | LOAD_REG_STRING(r6,c1) | LOAD_REG_INT(r7,c2)","r1=R19;r2=R21;r3=R23;r4=R22;r5=R40;r6=R15;c1=string@329248;r7=R17;c2=int:0","rxjson",7683
90,60000,3,1,11,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | NULLN_REG_REG_REG(r5,r6,r7) | SCOPY_REG_REG(r8,r9) | LOAD_REG_STRING(r10,c1)","r1=R13;r2=R14;r3=R16;r4=R18;r5=R19;r6=R21;r7=R23;r8=R22;r9=R40;r10=R15;c1=string@329248","rxjson",7678
91,60000,3,1,8,candidate,"SCOPY_REG_REG(r1,r2) | LOAD_REG_STRING(r3,c1) | LOAD_REG_INT(r4,c2) | LOAD_REG_STRING(r5,c3)","r1=R22;r2=R40;r3=R15;c1=string@329248;r4=R17;c2=int:0;r5=R20;c3=string@28856","rxjson",7687
92,55000,2,1,11,candidate,"BRF_ID_REG(c1,r1) | NULLN_REG_REG_REG_REG(r2,r3,r4,r5) | NULLN_REG_REG_REG(r6,r7,r8) | SCOPY_REG_REG(r9,r10)","c1=label@9194;r1=R0;r2=R13;r3=R14;r4=R16;r5=R18;r6=R19;r7=R21;r8=R23;r9=R22;r10=R40","rxjson",7675
93,55000,2,1,11,candidate,"ILTE_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | NULLN_REG_REG_REG_REG(r4,r5,r6,r7) | NULLN_REG_REG_REG(r8,r9,r10)","r1=R0;r2=R5;r3=R11;c1=label@9194;r4=R13;r5=R14;r6=R16;r7=R18;r8=R19;r9=R21;r10=R23","rxjson",7671
94,55000,2,1,8,candidate,"SETSTRPOS_REG_REG(r1,r2) | SUBSTRING_REG_REG_REG(r3,r1,r4) | ISUB_REG_INT_REG(r5,c1,r4) | IGT_REG_REG_INT(r6,r5,c2)","r1=R24;r2=R26;r3=R27;r4=R34;r5=R28;c1=int:1;r6=R22;c2=int:0","rxjson",8628
95,55000,2,1,8,candidate,"SUBSTRING_REG_REG_REG(r1,r2,r3) | ISUB_REG_INT_REG(r4,c1,r3) | IGT_REG_REG_INT(r5,r4,c2) | BRF_ID_REG(c3,r5)","r1=R27;r2=R24;r3=R34;r4=R28;c1=int:1;r5=R22;c2=int:0;c3=label@8654","rxjson",8631
96,50000,2,1,6,candidate,"IGTE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | ILT_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c3,r1)","r1=R48;r2=R100;c1=int:0;c2=label@10281;r3=R101;c3=label@10340","rxjson",10270
97,50000,2,1,7,candidate,"LOAD_REG_INT(r1,c1) | IGTE_REG_REG_INT(r2,r3,c2) | BRF_ID_REG(c3,r2) | ILT_REG_REG_REG(r2,r3,r4)","r1=R52;c1=int:-1;r2=R48;r3=R100;c2=int:0;c3=label@10281;r4=R101","rxjson",10267
98,50000,1,1,6,candidate,"REQ_REG_REG_STRING(r1,r2,c1) | BRT_ID_REG(c2,r1) | REQ_REG_REG_STRING(r1,r2,c3) | BRF_ID_REG(c4,r1)","r1=R35;r2=R38;c1=string@330048;c2=label@8670;c3=string@1933592;c4=label@8675","rxjson",8659
99,40000,2,1,7,candidate,"BCMPB_REG_REG_REG(r1,r2,r3) | IEQ_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r4,c3)","r1=R72;r2=R80;r3=R77;c1=int:0;c2=label@10741;r4=R71;c3=int:1","rxjson",10725
100,40000,1,1,16,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | LOADSETTPSWAP_REG_INT_REG_INT_REG(r3,c3,r4,c4,r5) | SWAPN_REG_REG_REG_REG_REG_REG_REG_REG(r6,r7,r8,r9,r10,r2,r11,r12)","c1=label@10350;r1=R48;r2=R52;c2=int:-1;r3=R68;c3=int:13;r4=R57;c4=int:256;r5=R69;r6=R70;r7=R98;r8=R71;r9=R99;r10=R72;r11=R73;r12=R101","rxjson",10344
101,40000,1,1,11,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c3) | LOADSETTPSWAP_REG_INT_REG_INT_REG(r4,c4,r5,c5,r6)","c1=label@1559;r1=R24;r2=R47;c2=int:-1;r3=R48;c3=int:0;r4=R43;c4=int:13;r5=R34;c5=int:256;r6=R44","rxjson",1310
102,40000,2,1,5,candidate,"COPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | BLEN_REG_REG(r3,r1) | COPY_REG_REG(r4,r3)","r1=R22;r2=R1;r3=R23;c1=int:0;r4=R2","rxjson",912
103,40000,2,1,6,candidate,"ICOPY_REG_REG(r1,r2) | BCMPB_REG_REG_REG(r1,r3,r4) | IEQ_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1)","r1=R72;r2=R73;r3=R80;r4=R77;c1=int:0;c2=label@10741","rxjson",10722
104,40000,1,1,11,candidate,"IEQ_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | LOAD_REG_INT(r4,c2) | LOADSETTPSWAP_REG_INT_REG_INT_REG(r5,c3,r6,c4,r7)","r1=R48;r2=R100;r3=R101;c1=label@10350;r4=R52;c2=int:-1;r5=R68;c3=int:13;r6=R57;c4=int:256;r7=R69","rxjson",10340
105,40000,1,1,8,candidate,"ILT_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | LOAD_REG_INT(r4,c2) | LOAD_REG_INT(r5,c3)","r1=R24;r2=R29;r3=R13;c1=label@1559;r4=R47;c2=int:-1;r5=R48;c3=int:0","rxjson",1306
106,40000,1,1,17,candidate,"LOADSETTPSWAP_REG_INT_REG_INT_REG(r1,c1,r2,c2,r3) | SWAPN_REG_REG_REG_REG(r4,r5,r6,r7) | SETTPSWAPSETTPSWAP_REG_INT_REG_REG_REG(r8,c2,r9,r10,r11) | SETTPSWAPSETTPSWAP_REG_INT_REG_REG_REG(r12,c2,r13,r14,r15)","r1=R43;c1=int:13;r2=R34;c2=int:256;r3=R44;r4=R45;r5=R2;r6=R46;r7=R29;r8=R26;r9=R49;r10=R25;r11=R50;r12=R27;r13=R51;r14=R28;r15=R52","rxjson",1319
107,40000,1,1,15,candidate,"LOAD_REG_INT(r1,c1) | LOADSETTPSWAP_REG_INT_REG_INT_REG(r2,c2,r3,c3,r4) | SWAPN_REG_REG_REG_REG(r5,r6,r7,r8) | SETTPSWAPSETTPSWAP_REG_INT_REG_REG_REG(r9,c3,r10,r11,r12)","r1=R48;c1=int:0;r2=R43;c2=int:13;r3=R34;c3=int:256;r4=R44;r5=R45;r6=R2;r7=R46;r8=R29;r9=R26;r10=R49;r11=R25;r12=R50","rxjson",1316
108,40000,1,1,18,candidate,"LOAD_REG_INT(r1,c1) | LOADSETTPSWAP_REG_INT_REG_INT_REG(r2,c2,r3,c3,r4) | SWAPN_REG_REG_REG_REG_REG_REG_REG_REG(r5,r6,r7,r8,r9,r1,r10,r11) | SETTPSWAPSETTPSWAP_REG_INT_REG_REG_REG(r12,c3,r13,r14,r15)","r1=R52;c1=int:-1;r2=R68;c2=int:13;r3=R57;c3=int:256;r4=R69;r5=R70;r6=R98;r7=R71;r8=R99;r9=R72;r10=R73;r11=R101;r12=R54;r13=R74;r14=R53;r15=R75","rxjson",10347
109,40000,1,1,13,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOADSETTPSWAP_REG_INT_REG_INT_REG(r3,c3,r4,c4,r5) | SWAPN_REG_REG_REG_REG(r6,r7,r8,r9)","r1=R47;c1=int:-1;r2=R48;c2=int:0;r3=R43;c3=int:13;r4=R34;c4=int:256;r5=R44;r6=R45;r7=R2;r8=R46;r9=R29","rxjson",1313
110,40000,1,1,19,candidate,"SWAPN_REG_REG_REG_REG(r1,r2,r3,r4) | SETTPSWAPSETTPSWAP_REG_INT_REG_REG_REG(r5,c1,r6,r7,r8) | SETTPSWAPSETTPSWAP_REG_INT_REG_REG_REG(r9,c1,r10,r11,r12) | SWAPN_REG_REG_REG_REG_REG_REG(r13,r14,r15,r16,r17,r18)","r1=R45;r2=R2;r3=R46;r4=R29;r5=R26;c1=int:256;r6=R49;r7=R25;r8=R50;r9=R27;r10=R51;r11=R28;r12=R52;r13=R53;r14=R33;r15=R54;r16=R31;r17=R55;r18=R30","rxjson",1325
111,40000,1,1,17,candidate,"SWAPN_REG_REG_REG_REG_REG_REG_REG_REG(r1,r2,r3,r4,r5,r6,r7,r8) | SWAPN_REG_REG_REG_REG_REG_REG(r9,r10,r11,r12,r13,r14) | IEQ_REG_REG_INT(r14,r15,c1) | BRF_ID_REG(c2,r14)","r1=R25;r2=R50;r3=R27;r4=R51;r5=R28;r6=R52;r7=R33;r8=R53;r9=R31;r10=R54;r11=R30;r12=R55;r13=R32;r14=R56;r15=R10;c1=int:0;c2=label@1395","rxjson",1364
112,40000,1,1,24,candidate,"SWAPN_REG_REG_REG_REG_REG_REG_REG_REG(r1,r2,r3,r4,r5,r6,r7,r8) | SWAPN_REG_REG_REG_REG_REG_REG_REG_REG(r9,r10,r11,r12,r13,r14,r15,r16) | SWAPN_REG_REG_REG_REG_REG_REG(r17,r18,r19,r20,r21,r22) | IEQ_REG_REG_INT(r22,r23,c1)","r1=R34;r2=R44;r3=R2;r4=R45;r5=R29;r6=R46;r7=R26;r8=R49;r9=R25;r10=R50;r11=R27;r12=R51;r13=R28;r14=R52;r15=R33;r16=R53;r17=R31;r18=R54;r19=R30;r20=R55;r21=R32;r22=R56;r23=R10;c1=int:0","rxjson",1355
113,35000,1,1,6,candidate,"BLEN_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | IADD_REG_REG_REG(r4,r5,r3) | IGT_REG_REG_REG(r4,r4,r6)","r1=R88;r2=R87;r3=R74;r4=R72;r5=R73;r6=R98","rxjson",10700
114,35000,1,1,8,candidate,"BRF_ID_REG(c1,r1) | COPY_REG_REG(r2,r3) | ICOPY_REG_REG(r4,r5) | LOAD_REG_BINARY(r6,c2)","c1=label@10791;r1=R81;r2=R80;r3=R97;r4=R73;r5=R99;r6=R86;c2=binary@2360144","rxjson",10679
115,35000,1,1,5,candidate,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | LOAD_REG_INT(r4,c1) | BLEN_REG_REG(r4,r3)","r1=R77;r2=R86;r3=R87;r4=R88;c1=int:0","rxjson",10691
116,35000,1,1,6,candidate,"COPY_REG_REG(r1,r2) | IADD_REG_REG_REG(r3,r4,r1) | IGT_REG_REG_REG(r3,r3,r5) | BRF_ID_REG(c1,r3)","r1=R74;r2=R88;r3=R72;r4=R73;r5=R98;c1=label@10722","rxjson",10703
117,35000,1,1,7,candidate,"COPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | LOAD_REG_BINARY(r5,c1) | COPY_REG_REG(r6,r5)","r1=R80;r2=R97;r3=R73;r4=R99;r5=R86;c1=binary@2360144;r6=R77","rxjson",10682
118,35000,1,1,6,candidate,"ICOPY_REG_REG(r1,r2) | LOAD_REG_BINARY(r3,c1) | COPY_REG_REG(r4,r3) | COPY_REG_REG(r5,r4)","r1=R73;r2=R99;r3=R86;c1=binary@2360144;r4=R77;r5=R87","rxjson",10685
119,35000,1,1,6,candidate,"IEQ_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r2,c3) | BR_ID(c4)","r1=R72;c1=int:0;c2=label@10741;r2=R71;c3=int:1;c4=label@10749","rxjson",10729
120,35000,1,1,8,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | COPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r6)","r1=R81;r2=R15;c1=int:116;c2=label@10791;r3=R80;r4=R97;r5=R73;r6=R99","rxjson",10675
121,35000,1,1,6,candidate,"LOAD_REG_BINARY(r1,c1) | COPY_REG_REG(r2,r1) | COPY_REG_REG(r3,r2) | LOAD_REG_INT(r4,c2)","r1=R86;c1=binary@2360144;r2=R77;r3=R87;r4=R88;c2=int:0","rxjson",10688
122,35000,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | BLEN_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | IADD_REG_REG_REG(r4,r5,r3)","r1=R88;c1=int:0;r2=R87;r3=R74;r4=R72;r5=R73","rxjson",10697
123,30000,1,1,6,candidate,"BRT_ID_REG(c1,r1) | IGT_REG_REG_INT(r1,r2,c2) | BRF_ID_REG(c3,r1) | BR_ID(c4)","c1=label@11141;r1=R70;r2=R77;c2=int:57;c3=label@11146;c4=label@11162","rxjson",11134
124,25000,5,1,8,candidate,"BRF_ID_REG(c1,r1) | IEQ_REG_REG_INT(r2,r3,c2) | BRF_ID_REG(c3,r2) | IEQ_REG_REG_REG(r2,r4,r5)","c1=label@7797;r1=R24;r2=R25;r3=R21;c2=int:0;c3=label@7768;r4=R14;r5=R23","rxjson",7754
125,25000,5,1,7,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | IEQ_REG_REG_REG(r1,r3,r4) | BRF_ID_REG(c3,r1)","r1=R25;r2=R21;c1=int:0;c2=label@7768;r3=R14;r4=R23;c3=label@7779","rxjson",7757
126,20000,1,1,7,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | IADD_REG_REG_INT(r3,r3,c3) | BR_ID(c4)","r1=R73;r2=R77;c1=int:48;c2=label@11101;r3=R99;c3=int:1;c4=label@11162","rxjson",11088
127,20000,4,1,5,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c1)","r1=R2;c1=int:0;r2=R11;r3=R12;r4=R13","rxjson",884
128,20000,4,1,5,candidate,"SCOPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | STRLEN_REG_REG(r3,r1) | BR_ID(c2)","r1=R1;r2=R40;r3=R3;c1=int:0;c2=label@7647","rxjson",7636
129,10000,1,1,5,candidate,"BCOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | COPY_REG_REG(r3,r1) | IEQ_REG_REG_INT(r2,r4,c1)","r1=R49;r2=R40;r3=R29;r4=R12;c1=int:0","rxjson",12417
130,10000,1,1,9,candidate,"BRF_ID_REG(c1,r1) | COPY_REG_REG(r2,r3) | MINLINKATTR1_REG_REG_REG_INT(r4,r5,r6,c2) | SCOPY_REG_REG(r7,r4)","c1=label@12595;r1=R39;r2=R37;r3=R75;r4=R40;r5=R82;r6=R43;c2=int:0;r7=R36","rxjson",12396
131,10000,1,1,6,candidate,"BRF_ID_REG(c1,r1) | IADD_REG_REG_INT(r2,r2,c2) | IGTE_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c3,r1)","c1=label@11072;r1=R73;r2=R99;c2=int:1;r3=R98;c3=label@11084","rxjson",11065
132,10000,1,1,9,candidate,"BRF_ID_REG(c1,r1) | IADD_REG_REG_INT(r2,r3,c2) | MINLINKATTR1_REG_REG_REG_INT(r4,r5,r2,c3) | IEQ_REG_REG_INT(r6,r4,c3)","c1=label@12595;r1=R46;r2=R43;r3=R79;c2=int:1;r4=R40;r5=R81;c3=int:0;r6=R39","rxjson",12378
133,10000,1,1,7,candidate,"BRF_ID_REG(c1,r1) | ILT_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c2,r1) | IADD_REG_REG_INT(r4,r2,c3)","c1=label@12378;r1=R46;r2=R79;r3=R80;c2=label@12595;r4=R43;c3=int:1","rxjson",12371
134,10000,1,1,8,candidate,"BRF_ID_REG(c1,r1) | ISUB_REG_REG_REG(r2,r3,r4) | ISUB_REG_REG_INT(r5,r2,c2) | COPY_REG_REG(r2,r6)","c1=label@12506;r1=R40;r2=R28;r3=R4;r4=R3;r5=R50;c2=int:2;r6=R29","rxjson",12429
135,10000,2,1,6,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | ICOPY_REG_REG(r3,r2) | BR_ID(c3)","c1=label@9130;r1=R33;r2=R30;c2=int:0;r3=R35;c3=label@9141","rxjson",9119
136,10000,1,1,9,candidate,"COPY_REG_REG(r1,r2) | IEQ_REG_REG_INT(r3,r4,c1) | BRF_ID_REG(c2,r3) | ISUB_REG_REG_REG(r5,r6,r7)","r1=R29;r2=R49;r3=R40;r4=R12;c1=int:0;c2=label@12506;r5=R28;r6=R4;r7=R3","rxjson",12422
137,10000,1,1,5,candidate,"COPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | BLEN_REG_REG(r3,r1) | BR_ID(c2)","r1=R28;r2=R29;r3=R27;c1=int:0;c2=label@12451","rxjson",12440
138,10000,1,1,7,candidate,"COPY_REG_REG(r1,r2) | MINLINKATTR1_REG_REG_REG_INT(r3,r4,r5,c1) | SCOPY_REG_REG(r6,r3) | UNLINK_REG(r3)","r1=R37;r2=R75;r3=R40;r4=R82;r5=R43;c1=int:0;r6=R36","rxjson",12399
139,10000,1,1,5,candidate,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | IEQ_REG_REG_INT(r3,r3,c1) | BRF_ID_REG(c2,r3)","r1=R37;r2=R29;r3=R52;c1=int:1;c2=label@12595","rxjson",12581
140,10000,1,1,5,candidate,"ENDLIFE_REG(r1) | INE_REG_REG_REG(r1,r2,r3) | ICOPY_REG_REG(r3,r1) | BRTF_ID_ID_REG(c1,c2,r3)","r1=R28;r2=R50;r3=R27;c1=label@12464;c2=label@12472","rxjson",12451
141,10000,1,1,7,candidate,"IADD_REG_REG_INT(r1,r2,c1) | MINLINKATTR1_REG_REG_REG_INT(r3,r4,r1,c2) | IEQ_REG_REG_INT(r5,r3,c2) | UNLINK_REG(r3)","r1=R43;r2=R79;c1=int:1;r3=R40;r4=R81;c2=int:0;r5=R39","rxjson",12381
142,10000,1,1,6,candidate,"IEQ_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1) | IADD_REG_REG_INT(r2,r2,c3) | IGTE_REG_REG_REG(r1,r2,r3)","r1=R73;c1=int:45;c2=label@11072;r2=R99;c3=int:1;r3=R98","rxjson",11061
143,10000,1,1,9,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | ISUB_REG_REG_REG(r3,r4,r5) | ISUB_REG_REG_INT(r6,r3,c3)","r1=R40;r2=R12;c1=int:0;c2=label@12506;r3=R28;r4=R4;r5=R3;r6=R50;c3=int:2","rxjson",12425
144,10000,1,1,6,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | BRF_ID_REG(c2,r1) | COPY_REG_REG(r3,r4)","r1=R39;r2=R40;c1=int:0;c2=label@12595;r3=R37;r4=R75","rxjson",12390
145,10000,1,1,9,candidate,"ILT_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | IADD_REG_REG_INT(r4,r2,c2) | MINLINKATTR1_REG_REG_REG_INT(r5,r6,r4,c3)","r1=R46;r2=R79;r3=R80;c1=label@12595;r4=R43;c2=int:1;r5=R40;r6=R81;c3=int:0","rxjson",12374
146,10000,1,1,6,candidate,"ISUB_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r2,r3) | LOAD_REG_INT(r4,c2) | BLEN_REG_REG(r4,r2)","r1=R50;r2=R28;c1=int:2;r3=R29;r4=R27;c2=int:0","rxjson",12436
147,10000,1,1,8,candidate,"ISUB_REG_REG_REG(r1,r2,r3) | ISUB_REG_REG_INT(r4,r1,c1) | COPY_REG_REG(r1,r5) | LOAD_REG_INT(r6,c2)","r1=R28;r2=R4;r3=R3;r4=R50;c1=int:2;r5=R29;r6=R27;c2=int:0","rxjson",12432
148,10000,2,1,6,candidate,"LOAD_REG_INT(r1,c1) | SCOPY_REG_REG(r2,r3) | LOAD_REG_INT(r4,c2) | STRLEN_REG_REG(r4,r2)","r1=R5;c1=int:1;r2=R12;r3=R40;r4=R11;c2=int:0","rxjson",7659
149,10000,1,1,6,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | BCOPY_REG_REG(r4,r1) | UNLINK_REG(r1) | COPY_REG_REG(r5,r4)","r1=R40;r2=R84;r3=R43;c1=int:0;r4=R49;r5=R29","rxjson",12412
150,10000,1,1,6,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | IEQ_REG_REG_INT(r4,r1,c1) | UNLINK_REG(r1) | BRF_ID_REG(c2,r4)","r1=R40;r2=R81;r3=R43;c1=int:0;r4=R39;c2=label@12595","rxjson",12385
151,10000,1,1,6,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | SCOPY_REG_REG(r4,r1) | UNLINK_REG(r1) | MINLINKATTR1_REG_REG_REG_INT(r1,r5,r3,c1)","r1=R40;r2=R82;r3=R43;c1=int:0;r4=R36;r5=R84","rxjson",12402
152,10000,1,1,6,candidate,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | MINLINKATTR1_REG_REG_REG_INT(r2,r3,r4,c1) | BCOPY_REG_REG(r5,r2)","r1=R36;r2=R40;r3=R84;r4=R43;c1=int:0;r5=R49","rxjson",12407
153,10000,2,1,8,candidate,"SETSTRPOS_REG_REG(r1,r2) | SUBSTRING_REG_REG_REG(r3,r1,r4) | ISUB_REG_INT_REG(r5,c1,r4) | BLE_ID_REG_INT(c2,r5,c3)","r1=R22;r2=R21;r3=R20;r4=R14;r5=R19;c1=int:1;c2=label@7813;c3=int:0","rxjson",7790
154,10000,1,1,8,candidate,"UNLINK_REG(r1) | BRF_ID_REG(c1,r2) | COPY_REG_REG(r3,r4) | MINLINKATTR1_REG_REG_REG_INT(r1,r5,r6,c2)","r1=R40;c1=label@12595;r2=R39;r3=R37;r4=R75;r5=R82;r6=R43;c2=int:0","rxjson",12394
155,10000,1,1,6,candidate,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | IEQ_REG_REG_INT(r1,r4,c1) | BRF_ID_REG(c2,r1)","r1=R40;r2=R29;r3=R49;r4=R12;c1=int:0;c2=label@12506","rxjson",12420
156,10000,1,1,5,candidate,"UNLINK_REG(r1) | MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | BCOPY_REG_REG(r4,r1) | UNLINK_REG(r1)","r1=R40;r2=R84;r3=R43;c1=int:0;r4=R49","rxjson",12410
157,5000,1,1,14,candidate,"BLEN_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | LOADSETTPSWAP_REG_INT_REG_INT_REG(r4,c1,r5,c2,r6) | SWAPN_REG_REG_REG_REG_REG_REG(r7,r8,r9,r10,r11,r12)","r1=R23;r2=R22;r3=R2;r4=R24;c1=int:5;r5=R7;c2=int:256;r6=R25;r7=R26;r8=R3;r9=R27;r10=R0;r11=R28;r12=R4","rxjson",918
158,5000,1,1,8,candidate,"BRF_ID_REG(c1,r1) | ICOPY_REG_REG(r2,r3) | IEQ_REG_REG_REG(r4,r5,r6) | BRF_ID_REG(c2,r4)","c1=label@12595;r1=R52;r2=R13;r3=R43;r4=R54;r5=R79;r6=R80;c2=label@12605","rxjson",12589
159,5000,1,1,6,candidate,"BRF_ID_REG(c1,r1) | IEQ_REG_REG_INT(r1,r2,c2) | BRF_ID_REG(c3,r1) | LOAD_REG_INT(r2,c4)","c1=label@10625;r1=R80;r2=R106;c2=int:0;c3=label@10640;c4=int:1","rxjson",10618
