rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,129850,2,1,6,candidate,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r2,c1) | IGETUNLINK_REG_REG(r4,r3) | ICOPY_REG_REG(r5,r4)","r1=R11;r2=R23;r3=R7;c1=int:2;r4=R1;r5=R8","benchmark_awfy_richards_opt",2793
144,9308,1,1,7,candidate,"IADD_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | ISUB_REG_REG_INT(r3,r1,c2) | IEQ_REG_REG_INT(r2,r4,c3)","r1=R7;r2=R8;c1=int:65;r3=R17;c2=int:1;r4=R19;c3=int:0","benchmark_awfy_richards_opt",3539
145,9308,1,1,9,candidate,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r4,r5,c2) | IADD_REG_REG_INT(r6,r4,c3)","r1=R9;r2=R19;r3=R10;c1=label@3631;r4=R7;r5=R22;c2=int:26;r6=R6;c3=int:1","benchmark_awfy_richards_opt",3494
146,9308,1,1,5,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | IGT_REG_REG_INT(r4,r3,c1) | UNLINK_REG(r3)","r1=R22;c1=int:26;r2=R6;r3=R8;r4=R7","benchmark_awfy_richards_opt",3511
147,9308,1,1,7,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IADD_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1) | ISUB_REG_REG_INT(r4,r3,c3)","r1=R8;r2=R22;c1=int:26;r3=R7;c2=int:65;r4=R17;c3=int:1","benchmark_awfy_richards_opt",3535
148,9308,1,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IGT_REG_REG_INT(r3,r1,c1) | UNLINK_REG(r1) | BRF_ID_REG(c2,r3)","r1=R8;r2=R22;c1=int:26;r3=R7;c2=label@3535","benchmark_awfy_richards_opt",3515
149,9308,1,1,5,candidate,"UNLINK_REG(r1) | ISETATTR1_REG_INT_REG(r2,c1,r3) | LINKATTR1_REG_REG_INT(r4,r2,c1) | IGT_REG_REG_INT(r1,r4,c1)","r1=R7;r2=R22;c1=int:26;r3=R6;r4=R8","benchmark_awfy_richards_opt",3509
150,9308,1,1,7,candidate,"UNLINK_REG(r1) | ISUB_REG_REG_INT(r2,r3,c1) | IEQ_REG_REG_INT(r1,r4,c2) | BRF_ID_REG(c3,r1)","r1=R8;r2=R17;r3=R7;c1=int:1;r4=R19;c2=int:0;c3=label@3571","benchmark_awfy_richards_opt",3543
151,9304,4,1,10,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LINKATTR1_REG_REG_INT(r3,r4,c3) | MINLINKATTR1_REG_REG_REG_INT(r5,r3,r6,c4)","r1=R5;r2=R19;c1=int:1;c2=label@3593;r3=R24;r4=R22;c3=int:11;r5=R4;r6=R1;c4=int:0","benchmark_awfy_richards_opt",3571
152,9302,5,1,7,candidate,"IADD_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | ISETATTR1_REG_INT_REG(r3,c2,r1) | LINKATTR1_REG_REG_INT(r4,r3,c3)","r1=R11;r2=R10;c1=int:1;r3=R47;c2=int:9;r4=R4;c3=int:17","benchmark_awfy_richards_opt",454
153,9300,1,1,10,candidate,"IADD_REG_REG_INT(r1,r2,c1) | ISETUNLINKN_REG_REG_REG(r3,r1,r4) | SETTP_REG_INT(r5,c2) | CALL2_REG_FUNC_REG_REG(r6,c3,r5,r7)","r1=R43;r2=R27;c1=int:1;r3=R45;r4=R44;r5=R34;c2=int:256;r6=R33;c3=func@98904;r7=R26","benchmark_awfy_richards_opt",4100
154,9300,1,1,6,candidate,"IGETUNLINK_REG_REG(r1,r2) | UNLINKN_REG_REG(r3,r1) | UNLINK_REG(r4) | IEQ_REG_REG_INT(r1,r5,c1)","r1=R45;r2=R42;r3=R41;r4=R43;r5=R27;c1=int:0","benchmark_awfy_richards_opt",3955
155,9300,1,1,10,candidate,"ISETUNLINKN_REG_REG_REG(r1,r2,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r4,r5,c1,c2,r2,r6,c3) | IGETUNLINK_REG_REG(r7,r2) | UNLINK_REG(r4)","r1=R7;r2=R45;r3=R5;r4=R43;r5=R34;c1=int:5;c2=int:6;r6=R56;c3=int:1;r7=R25","benchmark_awfy_richards_opt",3754
156,9300,1,1,9,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINLINKATTR1_REG_REG_REG_INT(r3,r1,r4,c2) | IADD_REG_REG_INT(r5,r6,c3) | ISETUNLINKN_REG_REG_REG(r3,r5,r1)","r1=R44;r2=R34;c1=int:14;r3=R45;r4=R25;c2=int:0;r5=R43;r6=R27;c3=int:1","benchmark_awfy_richards_opt",4091
157,9300,4,1,10,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINLINKATTR1_REG_REG_REG_INT(r3,r1,r4,c2) | LINKATTR1_REG_REG_INT(r5,r2,c3) | MINLINKATTR1_REG_REG_REG_INT(r6,r5,r7,c2)","r1=R43;r2=R34;c1=int:14;r3=R44;r4=R26;c2=int:0;r5=R41;c3=int:10;r6=R42;r7=R25","benchmark_awfy_richards_opt",3970
158,9300,1,1,9,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | IADD_REG_REG_INT(r4,r5,c2) | ISETUNLINKN_REG_REG_REG(r1,r4,r2) | SETTP_REG_INT(r6,c3)","r1=R45;r2=R44;r3=R25;c1=int:0;r4=R43;r5=R27;c2=int:1;r6=R34;c3=int:256","benchmark_awfy_richards_opt",4095
159,9300,4,1,9,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | LINKATTR1_REG_REG_INT(r4,r5,c2) | MINLINKATTR1_REG_REG_REG_INT(r6,r4,r7,c1) | IGETUNLINK_REG_REG(r1,r6)","r1=R44;r2=R43;r3=R26;c1=int:0;r4=R41;r5=R34;c2=int:10;r6=R42;r7=R25","benchmark_awfy_richards_opt",3974
160,9300,1,1,11,candidate,"UNLINKN_REG_REG(r1,r2) | ISETUNLINKN_REG_REG_REG(r3,r4,r5) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r2,r6,c1,c2,r4,r7,c3) | IGETUNLINK_REG_REG(r8,r4)","r1=R4;r2=R43;r3=R7;r4=R45;r5=R5;r6=R34;c1=int:5;c2=int:6;r7=R56;c3=int:1;r8=R25","benchmark_awfy_richards_opt",3751
161,9300,1,1,6,candidate,"UNLINKN_REG_REG(r1,r2) | UNLINK_REG(r3) | IEQ_REG_REG_INT(r2,r4,c1) | BRF_ID_REG(c2,r2)","r1=R41;r2=R45;r3=R43;r4=R27;c1=int:0;c2=label@3997","benchmark_awfy_richards_opt",3958
162,9297,2,1,6,candidate,"IGETUNLINK_REG_REG(r1,r2) | UNLINK_REG(r3) | COPY_REG_REG(r4,r1) | COPY_REG_REG(r5,r6)","r1=R16;r2=R8;r3=R6;r4=R12;r5=R55;r6=R15","benchmark_awfy_richards_opt",3265
163,9297,2,1,9,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LINKATTR1_REG_REG_INT(r3,r4,c2) | LINKATTR1_REG_REG_INT(r5,r4,c3) | SETLINKATTR1_REG_REG_INT_REG_INT(r2,r3,c4,r5,c1)","r1=R5;r2=R8;c1=int:1;r3=R6;r4=R15;c2=int:21;r5=R10;c3=int:2;c4=int:6","benchmark_awfy_richards_opt",3244
164,9297,2,1,9,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c2) | LINKATTR1_REG_REG_INT(r4,r1,c3) | SETLINKATTR1_REG_REG_INT_REG_INT(r5,r3,c1,r4,c4)","r1=R15;c1=int:6;r2=R7;r3=R6;c2=int:19;r4=R10;c3=int:2;r5=R8;c4=int:1","benchmark_awfy_richards_opt",3224
165,9297,2,1,8,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SETLINKATTR1_REG_REG_INT_REG_INT(r3,r4,c2,r1,c3) | UNLINK_REG(r1) | IGETUNLINK_REG_REG(r5,r3)","r1=R10;r2=R15;c1=int:2;r3=R8;r4=R6;c2=int:6;c3=int:1;r5=R16","benchmark_awfy_richards_opt",3253
166,9297,2,1,6,candidate,"SETLINKATTR1_REG_REG_INT_REG_INT(r1,r2,c1,r3,c2) | UNLINK_REG(r3) | IGETUNLINK_REG_REG(r4,r1) | UNLINK_REG(r2)","r1=R8;r2=R6;c1=int:6;r3=R10;c2=int:1;r4=R16","benchmark_awfy_richards_opt",3257
167,9297,2,1,8,candidate,"SETLINKATTR1_REG_REG_INT_REG_INT(r1,r2,c1,r3,c2) | UNLINK_REG(r3) | ILOADSETUNLINKN_REG_REG_INT_REG(r4,r1,c2,r2) | LINKATTR1_REG_REG_INT(r2,r5,c3)","r1=R8;r2=R6;c1=int:6;r3=R10;c2=int:1;r4=R5;r5=R15;c3=int:21","benchmark_awfy_richards_opt",3236
168,9297,2,1,6,candidate,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | COPY_REG_REG(r4,r5) | ICOPY_REG_REG(r6,r2)","r1=R6;r2=R12;r3=R16;r4=R55;r5=R15;r6=R19","benchmark_awfy_richards_opt",3268
169,9297,2,1,5,candidate,"UNLINK_REG(r1) | IGETUNLINK_REG_REG(r2,r3) | UNLINK_REG(r4) | COPY_REG_REG(r5,r2)","r1=R10;r2=R16;r3=R8;r4=R6;r5=R12","benchmark_awfy_richards_opt",3263
170,9297,2,1,8,candidate,"UNLINK_REG(r1) | ISETATTR1_REG_INT_REG(r2,c1,r3) | LINKATTR1_REG_REG_INT(r4,r2,c2) | LINKATTR1_REG_REG_INT(r5,r2,c3)","r1=R8;r2=R15;c1=int:6;r3=R7;r4=R6;c2=int:19;r5=R10;c3=int:2","benchmark_awfy_richards_opt",3222
171,9296,1,1,7,candidate,"ISETUNLINKN_REG_REG_REG(r1,r2,r3) | LINKATTR1_REG_REG_INT(r4,r5,c1) | IADD_REG_REG_INT(r3,r4,c2) | UNLINK_REG(r4)","r1=R45;r2=R1;r3=R42;r4=R43;r5=R51;c1=int:6;c2=int:1","benchmark_awfy_richards_opt",4246
172,9296,1,1,9,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | ISETUNLINKN_REG_REG_REG(r3,r5,r1) | LINKATTR1_REG_REG_INT(r6,r2,c2) | IADD_REG_REG_INT(r1,r6,c3)","r1=R42;r2=R51;c1=int:3;c2=int:6;r3=R45;r4=R56;c3=int:1;r5=R1;r6=R43","benchmark_awfy_richards_opt",4238
173,9294,1,1,13,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | ILOADSETUNLINKN_REG_REG_INT_REG(r5,r3,c4,r1) | SETTP_REG_INT(r2,c5) | CALL2_REG_FUNC_REG_REG(r6,c6,r2,r7)","r1=R40;r2=R51;c1=int:3;c2=int:6;r3=R42;r4=R56;c3=int:1;r5=R39;c4=int:0;c5=int:256;r6=R49;c6=func@98904;r7=R43","benchmark_awfy_richards_opt",4209
174,8490,1,1,10,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r4,c2,c3,r2,r5,c1) | ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c4,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r4,c5,c3,r2,r5,c1)","r1=R6;r2=R11;c1=int:1;r3=R9;r4=R55;c2=int:25;c3=int:6;r5=R56;c4=int:0;c5=int:19","benchmark_awfy_richards_opt",3146
175,8490,1,1,9,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r4,c2,c3,r2,r5,c4) | ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | IEQ_REG_REG_INT(r2,r5,c1)","r1=R6;r2=R11;c1=int:0;r3=R9;r4=R55;c2=int:19;c3=int:6;r5=R56;c4=int:1","benchmark_awfy_richards_opt",3159
176,8490,1,1,10,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | ILOADSETUNLINKN_REG_REG_INT_REG(r5,r3,c3,r1) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c4,c2,r3,r4,c3) | ILOADSETUNLINKN_REG_REG_INT_REG(r5,r3,c5,r1)","r1=R9;r2=R55;c1=int:23;c2=int:6;r3=R11;r4=R56;c3=int:1;r5=R6;c4=int:25;c5=int:0","benchmark_awfy_richards_opt",3138
177,8490,1,1,10,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | ILOADSETUNLINKN_REG_REG_INT_REG(r5,r3,c4,r1) | IEQ_REG_REG_INT(r3,r4,c4) | BRF_ID_REG(c5,r3)","r1=R9;r2=R55;c1=int:19;c2=int:6;r3=R11;r4=R56;c3=int:1;r5=R6;c4=int:0;c5=label@3370","benchmark_awfy_richards_opt",3164
178,8487,1,1,7,candidate,"ISETUNLINKN_REG_REG_REG(r1,r2,r3) | ICOPY_REG_REG(r4,r5) | COPY_REG_REG(r6,r7) | ICOPY_REG_REG(r2,r4)","r1=R18;r2=R21;r3=R16;r4=R10;r5=R8;r6=R23;r7=R11","benchmark_awfy_richards_opt",2919
179,8487,1,1,9,candidate,"UNLINKN_REG_REG(r1,r2) | ISETUNLINKN_REG_REG_REG(r3,r4,r5) | ICOPY_REG_REG(r6,r7) | COPY_REG_REG(r8,r9)","r1=R7;r2=R19;r3=R18;r4=R21;r5=R16;r6=R10;r7=R8;r8=R23;r9=R11","benchmark_awfy_richards_opt",2916
180,6981,3,1,9,candidate,"BRF_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | MINLINKATTR1_REG_REG_REG_INT(r4,r2,r5,c3) | ISETUNLINKN_REG_REG_REG(r4,r6,r2)","c1=label@3571;r1=R8;r2=R6;r3=R22;c2=int:10;r4=R7;r5=R1;c3=int:0;r6=R17","benchmark_awfy_richards_opt",3553
181,6981,3,1,8,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINLINKATTR1_REG_REG_REG_INT(r3,r1,r4,c2) | ISETUNLINKN_REG_REG_REG(r3,r5,r1) | BR_ID(c3)","r1=R6;r2=R22;c1=int:10;r3=R7;r4=R1;c2=int:0;r5=R17;c3=label@3628","benchmark_awfy_richards_opt",3556
182,6975,3,1,10,candidate,"BRF_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | MINLINKATTR1_REG_REG_REG_INT(r4,r2,r5,c3) | LINKATTR1_REG_REG_INT(r6,r3,c4)","c1=label@3997;r1=R45;r2=R43;r3=R34;c2=int:14;r4=R44;r5=R26;c3=int:0;r6=R41;c4=int:10","benchmark_awfy_richards_opt",3967
183,6975,3,1,7,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | IGETUNLINK_REG_REG(r4,r1) | UNLINKN_REG_REG(r2,r4) | UNLINKBR_REG_ID(r5,c2)","r1=R42;r2=R41;r3=R25;c1=int:0;r4=R44;r5=R43;c2=label@4091","benchmark_awfy_richards_opt",3983
184,5561,1,1,10,candidate,"ICOPY_REG_REG(r1,r2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r4,c1,c2,r5,r1,c3) | BRF_ID_REG(c4,r5) | LOAD_REG_INT(r6,c3)","r1=R4;r2=R3;r3=R6;r4=R5;c1=int:19;c2=int:6;r5=R2;c3=int:1;c4=label@6662;r6=R8","benchmark_awfy_richards_opt",6640
185,5561,1,1,10,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | BRF_ID_REG(c4,r3) | LOAD_REG_INT(r5,c3) | ICOPY_REG_REG(r6,r5)","r1=R6;r2=R5;c1=int:19;c2=int:6;r3=R2;r4=R4;c3=int:1;c4=label@6662;r5=R8;r6=R7","benchmark_awfy_richards_opt",6643
186,5007,1,1,7,candidate,"BRF_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | IDIV_REG_REG_INT(r4,r2,c3) | UNLINK_REG(r2)","c1=label@3331;r1=R9;r2=R7;r3=R15;c2=int:7;r4=R6;c3=int:2","benchmark_awfy_richards_opt",3295
187,5007,1,1,7,candidate,"IDIV_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | ISETATTR1_REG_INT_REG(r3,c2,r1) | LOAD_REG_INT(r4,c3)","r1=R6;r2=R7;c1=int:2;r3=R15;c2=int:7;r4=R19;c3=int:4","benchmark_awfy_richards_opt",3302
188,5007,1,1,8,candidate,"IEQ_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1) | LINKATTR1_REG_REG_INT(r2,r3,c3) | IDIV_REG_REG_INT(r4,r2,c4)","r1=R9;c1=int:0;c2=label@3331;r2=R7;r3=R15;c3=int:7;r4=R6;c4=int:2","benchmark_awfy_richards_opt",3291
189,5007,1,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IDIV_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1) | ISETATTR1_REG_INT_REG(r2,c1,r3)","r1=R7;r2=R15;c1=int:7;r3=R6;c2=int:2","benchmark_awfy_richards_opt",3298
190,5007,1,1,7,candidate,"UNLINK_REG(r1) | IEQ_REG_REG_INT(r2,r2,c1) | BRF_ID_REG(c2,r2) | LINKATTR1_REG_REG_INT(r3,r4,c3)","r1=R10;r2=R9;c1=int:0;c2=label@3331;r3=R7;r4=R15;c3=int:7","benchmark_awfy_richards_opt",3289
191,5007,1,1,7,candidate,"UNLINK_REG(r1) | ISETATTR1_REG_INT_REG(r2,c1,r3) | LOAD_REG_INT(r4,c2) | SETTP_REG_INT(r2,c3)","r1=R7;r2=R15;c1=int:7;r3=R6;r4=R19;c2=int:4;c3=int:256","benchmark_awfy_richards_opt",3306
192,4992,1,1,6,candidate,"IDIV_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | IXOR_REG_REG_INT(r1,r1,c2) | ISETATTR1_REG_INT_REG(r3,c3,r1)","r1=R17;r2=R18;c1=int:2;c2=int:53256;r3=R15;c3=int:7","benchmark_awfy_richards_opt",3335
193,4992,1,1,7,candidate,"IXOR_REG_REG_INT(r1,r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LOAD_REG_INT(r3,c3) | SETTP_REG_INT(r2,c4)","r1=R17;c1=int:53256;r2=R15;c2=int:7;r3=R19;c3=int:5;c4=int:256","benchmark_awfy_richards_opt",3341
194,4992,1,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IDIV_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1) | IXOR_REG_REG_INT(r3,r3,c3)","r1=R18;r2=R15;c1=int:7;r3=R17;c2=int:2;c3=int:53256","benchmark_awfy_richards_opt",3331
195,4992,1,1,7,candidate,"UNLINK_REG(r1) | IXOR_REG_REG_INT(r2,r2,c1) | ISETATTR1_REG_INT_REG(r3,c2,r2) | LOAD_REG_INT(r4,c3)","r1=R18;r2=R17;c1=int:53256;r3=R15;c2=int:7;r4=R19;c3=int:5","benchmark_awfy_richards_opt",3339
196,4652,2,1,9,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LINKATTR1_REG_REG_INT(r3,r4,c3) | MINLINKATTR1_REG_REG_REG_INT(r5,r3,r6,c1)","r1=R8;r2=R19;c1=int:0;c2=label@3571;r3=R6;r4=R22;c3=int:10;r5=R7;r6=R1","benchmark_awfy_richards_opt",3549
197,3140,1,1,7,candidate,"BRF_ID_REG(c1,r1) | ICOPY_REG_REG(r2,r3) | COPY_REG_REG(r4,r5) | ICOPY_REG_REG(r6,r2)","c1=label@2923;r1=R12;r2=R9;r3=R3;r4=R23;r5=R11;r6=R21","benchmark_awfy_richards_opt",2875
198,3140,1,1,8,candidate,"UNLINKN_REG_REG(r1,r2) | BRF_ID_REG(c1,r3) | ICOPY_REG_REG(r4,r5) | COPY_REG_REG(r6,r7)","r1=R16;r2=R14;c1=label@2923;r3=R12;r4=R9;r5=R3;r6=R23;r7=R11","benchmark_awfy_richards_opt",2872
199,3140,1,1,8,candidate,"UNLINKN_REG_REG(r1,r2) | UNLINKN_REG_REG(r3,r4) | BRF_ID_REG(c1,r5) | ICOPY_REG_REG(r6,r7)","r1=R13;r2=R17;r3=R16;r4=R14;c1=label@2923;r5=R12;r6=R9;r7=R3","benchmark_awfy_richards_opt",2869
200,2330,4,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IGETUNLINK_REG_REG(r3,r1) | UNLINKN_REG_REG(r3,r4) | LINKATTR1_REG_REG_INT(r4,r2,c2)","r1=R1;r2=R47;c1=int:22;r3=R4;r4=R3;c2=int:24","benchmark_awfy_richards_opt",353
201,2327,1,1,12,candidate,"BRF_ID_REG(c1,r1) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r2,r3,c2,c3,r4,r5,c4) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r6,r3,c2,c3,r7,r5,c4) | SETTP_REG_INT(r3,c5)","c1=label@3726;r1=R17;r2=R8;r3=R34;c2=int:5;c3=int:6;r4=R10;r5=R56;c4=int:1;r6=R36;r7=R35;c5=int:256","benchmark_awfy_richards_opt",3689
202,2327,1,1,8,candidate,"COPY_REG_REG(r1,r2) | IEQ_REG_REG_INT(r3,r4,c1) | BRF_ID_REG(c2,r3) | LINKATTR1_REG_REG_INT(r5,r1,c3)","r1=R22;r2=R55;r3=R19;r4=R1;c1=int:0;c2=label@3426;r5=R8;c3=int:25","benchmark_awfy_richards_opt",3377
203,2327,1,1,11,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | UNLINKN_REG_REG(r2,r3) | BRF_ID_REG(c2,r1) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r4,r5,c3,c4,r6,r7,c1)","r1=R17;r2=R24;c1=int:1;r3=R19;c2=label@3726;r4=R8;r5=R34;c3=int:5;c4=int:6;r6=R10;r7=R56","benchmark_awfy_richards_opt",3682
204,2327,1,1,7,candidate,"IGETUNLINK_REG_REG(r1,r2) | UNLINKN_REG_REG(r1,r3) | LINKATTR1_REG_REG_INT(r3,r4,c1) | MINLINKATTR1_REG_REG_REG_INT(r1,r3,r5,c2)","r1=R19;r2=R10;r3=R17;r4=R22;c1=int:14;r5=R1;c2=int:0","benchmark_awfy_richards_opt",3468
205,2327,1,1,6,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r1,c2) | IGT_REG_REG_REG(r4,r2,r1)","r1=R10;r2=R19;c1=int:0;r3=R17;c2=int:3;r4=R9","benchmark_awfy_richards_opt",3483
206,2327,1,1,10,candidate,"ISUB_REG_REG_INT(r1,r2,c1) | IEQ_REG_REG_INT(r3,r4,c2) | BRF_ID_REG(c3,r3) | LINKATTR1_REG_REG_INT(r5,r6,c4)","r1=R17;r2=R7;c1=int:1;r3=R8;r4=R19;c2=int:0;c3=label@3571;r5=R6;r6=R22;c4=int:10","benchmark_awfy_richards_opt",3545
207,2327,1,1,7,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINLINKATTR1_REG_REG_REG_INT(r3,r1,r4,c2) | ILOADSETUNLINKN_REG_REG_INT_REG(r5,r3,c2,r1) | LOAD_REG_INT(r3,c2)","r1=R17;r2=R22;c1=int:14;r3=R19;r4=R1;c2=int:0;r5=R10","benchmark_awfy_richards_opt",3474
208,2327,1,1,9,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINLINKATTR1_REG_REG_REG_INT(r3,r1,r4,c2) | ISETUNLINKN_REG_REG_REG(r3,r5,r1) | BCTP_ID_REG(c3,r6)","r1=R29;r2=R22;c1=int:13;r3=R28;r4=R1;c2=int:0;r5=R17;c3=label@3494;r6=R19","benchmark_awfy_richards_opt",3615
209,2327,1,1,8,candidate,"LOAD_REG_INT(r1,c1) | IGT_REG_REG_REG(r2,r3,r1) | BRT_ID_REG(c2,r2) | LINKATTR1_REG_REG_INT(r4,r5,c3)","r1=R10;c1=int:3;r2=R9;r3=R19;c2=label@3631;r4=R7;r5=R22;c3=int:26","benchmark_awfy_richards_opt",3491
210,2327,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | IGT_REG_REG_REG(r3,r1,r2) | BRT_ID_REG(c3,r3)","r1=R19;c1=int:0;r2=R10;c2=int:3;r3=R9;c3=label@3631","benchmark_awfy_richards_opt",3488
211,2327,1,1,6,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | ILOADSETUNLINKN_REG_REG_INT_REG(r4,r1,c1,r2) | LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r4,c2)","r1=R19;r2=R17;r3=R1;c1=int:0;r4=R10;c2=int:3","benchmark_awfy_richards_opt",3478
212,2327,1,1,13,candidate,"UNLINKN_REG_REG(r1,r2) | BRF_ID_REG(c1,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r4,r5,c2,c3,r6,r7,c4) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r8,r5,c2,c3,r9,r7,c4)","r1=R24;r2=R19;c1=label@3726;r3=R17;r4=R8;r5=R34;c2=int:5;c3=int:6;r6=R10;r7=R56;c4=int:1;r8=R36;r9=R35","benchmark_awfy_richards_opt",3686
213,2327,1,1,7,candidate,"UNLINKN_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r2,r3,c1) | MINLINKATTR1_REG_REG_REG_INT(r1,r2,r4,c2) | ILOADSETUNLINKN_REG_REG_INT_REG(r5,r1,c2,r2)","r1=R19;r2=R17;r3=R22;c1=int:14;r4=R1;c2=int:0;r5=R10","benchmark_awfy_richards_opt",3471
214,2325,1,1,14,candidate,"BRF_ID_REG(c1,r1) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r2,r3,c2,c3,r4,r5,c4) | LINKATTR1_REG_REG_INT(r6,r3,c5) | MINLINKATTR1_REG_REG_REG_INT(r7,r6,r8,c6)","c1=label@3879;r1=R45;r2=R42;r3=R34;c2=int:5;c3=int:6;r4=R44;r5=R56;c4=int:1;r6=R40;c5=int:17;r7=R41;r8=R25;c6=int:0","benchmark_awfy_richards_opt",3835
215,2325,1,1,7,candidate,"IGETUNLINK_REG_REG(r1,r2) | UNLINKN_REG_REG(r3,r1) | UNLINK_REG(r4) | LINKATTR1_REG_REG_INT(r5,r6,c1)","r1=R10;r2=R8;r3=R7;r4=R9;r5=R44;r6=R34;c1=int:14","benchmark_awfy_richards_opt",4083
216,2325,1,1,6,candidate,"IGETUNLINK_REG_REG(r1,r2) | UNLINKN_REG_REG(r3,r1) | UNLINK_REG(r4) | SETTP_REG_INT(r5,c1)","r1=R44;r2=R41;r3=R40;r4=R42;r5=R34;c1=int:256","benchmark_awfy_richards_opt",3855
