vm	comparison	loop_count	padding_cells	process_run	pair	order	current_us	alternative_us	delta_us	delta_per_call_ns	alternative_delta_percent
rxvm	ITOF2_CHAIN_RETENTION	1000000	3	2	2	current-first	3648	3702	54	0.054000	+1.480263
rxvm	ITOF2_CHAIN_RETENTION	1000000	3	2	3	alternative-first	3573	3651	78	0.078000	+2.183039
rxvm	ITOF2_CHAIN_RETENTION	1000000	3	2	4	current-first	3616	3675	59	0.059000	+1.631637
rxvm	ITOF2_CHAIN_RETENTION	1000000	3	3	1	alternative-first	3555	3746	191	0.191000	+5.372714
rxvm	ITOF2_CHAIN_RETENTION	1000000	3	3	2	current-first	3555	3671	116	0.116000	+3.263010
rxvm	ITOF2_CHAIN_RETENTION	1000000	3	3	3	alternative-first	3505	3785	280	0.280000	+7.988588
rxvm	ITOF2_CHAIN_RETENTION	1000000	3	3	4	current-first	3617	3659	42	0.042000	+1.161183
rxbvm	ITOF2_CHAIN_RETENTION	1000000	3	3	1	alternative-first	3886	4072	186	0.186000	+4.786413
rxbvm	ITOF2_CHAIN_RETENTION	1000000	3	3	2	current-first	3955	4109	154	0.154000	+3.893805
rxbvm	ITOF2_CHAIN_RETENTION	1000000	3	3	3	alternative-first	3940	4091	151	0.151000	+3.832487
rxbvm	ITOF2_CHAIN_RETENTION	1000000	3	3	4	current-first	3962	4122	160	0.160000	+4.038364
rxvm	ITOF2_CHAIN_RETENTION	1000000	11	1	1	alternative-first	3637	3720	83	0.083000	+2.282101
rxvm	ITOF2_CHAIN_RETENTION	1000000	11	1	2	current-first	3716	3694	-22	-0.022000	-0.592034
rxvm	ITOF2_CHAIN_RETENTION	1000000	11	1	3	alternative-first	3636	3717	81	0.081000	+2.227723
rxvm	ITOF2_CHAIN_RETENTION	1000000	11	1	4	current-first	3660	3777	117	0.117000	+3.196721
rxbvm	ITOF2_CHAIN_RETENTION	1000000	11	1	1	alternative-first	3887	4100	213	0.213000	+5.479804
rxbvm	ITOF2_CHAIN_RETENTION	1000000	11	1	2	current-first	3907	4046	139	0.139000	+3.557717
rxbvm	ITOF2_CHAIN_RETENTION	1000000	11	1	3	alternative-first	3907	4129	222	0.222000	+5.682109
rxbvm	ITOF2_CHAIN_RETENTION	1000000	11	1	4	current-first	3926	4019	93	0.093000	+2.368823
rxbvm	ITOF2_CHAIN_RETENTION	1000000	11	2	1	alternative-first	3855	4128	273	0.273000	+7.081712
rxbvm	ITOF2_CHAIN_RETENTION	1000000	11	2	2	current-first	3834	4153	319	0.319000	+8.320292
rxbvm	ITOF2_CHAIN_RETENTION	1000000	11	2	3	alternative-first	3934	4151	217	0.217000	+5.516014
rxbvm	ITOF2_CHAIN_RETENTION	1000000	11	2	4	current-first	3850	4095	245	0.245000	+6.363636
rxvm	ITOF2_CHAIN_RETENTION	1000000	11	2	1	alternative-first	3707	3729	22	0.022000	+0.593472
rxvm	ITOF2_CHAIN_RETENTION	1000000	11	2	2	current-first	3754	3812	58	0.058000	+1.545019
rxvm	ITOF2_CHAIN_RETENTION	1000000	11	2	3	alternative-first	3722	3764	42	0.042000	+1.128426
rxvm	ITOF2_CHAIN_RETENTION	1000000	11	2	4	current-first	3814	3766	-48	-0.048000	-1.258521
rxvm	ITOF2_CHAIN_RETENTION	1000000	11	3	1	alternative-first	3592	3763	171	0.171000	+4.760579
rxvm	ITOF2_CHAIN_RETENTION	1000000	11	3	2	current-first	3576	3674	98	0.098000	+2.740492
rxvm	ITOF2_CHAIN_RETENTION	1000000	11	3	3	alternative-first	3616	3691	75	0.075000	+2.074115
rxvm	ITOF2_CHAIN_RETENTION	1000000	11	3	4	current-first	3588	3691	103	0.103000	+2.870680
rxbvm	ITOF2_CHAIN_RETENTION	1000000	11	3	1	alternative-first	3932	4035	103	0.103000	+2.619532
rxbvm	ITOF2_CHAIN_RETENTION	1000000	11	3	2	current-first	3961	4080	119	0.119000	+3.004292
rxbvm	ITOF2_CHAIN_RETENTION	1000000	11	3	3	alternative-first	3893	4022	129	0.129000	+3.313640
rxbvm	ITOF2_CHAIN_RETENTION	1000000	11	3	4	current-first	3953	4072	119	0.119000	+3.010372
rxvm	ITOF2_CHAIN_RETENTION	1000000	7	1	1	alternative-first	3649	3733	84	0.084000	+2.302001
rxvm	ITOF2_CHAIN_RETENTION	1000000	7	1	2	current-first	3626	3720	94	0.094000	+2.592388
rxvm	ITOF2_CHAIN_RETENTION	1000000	7	1	3	alternative-first	3606	3675	69	0.069000	+1.913478
rxvm	ITOF2_CHAIN_RETENTION	1000000	7	1	4	current-first	3583	3790	207	0.207000	+5.777282
rxbvm	ITOF2_CHAIN_RETENTION	1000000	7	1	1	alternative-first	3891	4105	214	0.214000	+5.499871
rxbvm	ITOF2_CHAIN_RETENTION	1000000	7	1	2	current-first	3883	4038	155	0.155000	+3.991759
rxbvm	ITOF2_CHAIN_RETENTION	1000000	7	1	3	alternative-first	3931	4129	198	0.198000	+5.036886
rxbvm	ITOF2_CHAIN_RETENTION	1000000	7	1	4	current-first	3904	4095	191	0.191000	+4.892418
rxbvm	ITOF2_CHAIN_RETENTION	1000000	7	2	1	alternative-first	3825	4118	293	0.293000	+7.660131
rxbvm	ITOF2_CHAIN_RETENTION	1000000	7	2	2	current-first	3880	4088	208	0.208000	+5.360825
rxbvm	ITOF2_CHAIN_RETENTION	1000000	7	2	3	alternative-first	3864	4055	191	0.191000	+4.943064
rxbvm	ITOF2_CHAIN_RETENTION	1000000	7	2	4	current-first	3870	4105	235	0.235000	+6.072351
rxvm	ITOF2_CHAIN_RETENTION	1000000	7	2	1	alternative-first	3566	3679	113	0.113000	+3.168817
rxvm	ITOF2_CHAIN_RETENTION	1000000	7	2	2	current-first	3577	3694	117	0.117000	+3.270897
rxvm	ITOF2_CHAIN_RETENTION	1000000	7	2	3	alternative-first	3583	3685	102	0.102000	+2.846776
rxvm	ITOF2_CHAIN_RETENTION	1000000	7	2	4	current-first	3590	3689	99	0.099000	+2.757660
rxvm	ITOF2_CHAIN_RETENTION	1000000	7	3	1	alternative-first	3614	3683	69	0.069000	+1.909242
rxvm	ITOF2_CHAIN_RETENTION	1000000	7	3	2	current-first	3593	3676	83	0.083000	+2.310047
rxvm	ITOF2_CHAIN_RETENTION	1000000	7	3	3	alternative-first	3631	3652	21	0.021000	+0.578353
rxvm	ITOF2_CHAIN_RETENTION	1000000	7	3	4	current-first	3655	3659	4	0.004000	+0.109439
rxbvm	ITOF2_CHAIN_RETENTION	1000000	7	3	1	alternative-first	3807	4081	274	0.274000	+7.197268
rxbvm	ITOF2_CHAIN_RETENTION	1000000	7	3	2	current-first	3832	4131	299	0.299000	+7.802714
rxbvm	ITOF2_CHAIN_RETENTION	1000000	7	3	3	alternative-first	3827	4120	293	0.293000	+7.656128
rxbvm	ITOF2_CHAIN_RETENTION	1000000	7	3	4	current-first	3851	4151	300	0.300000	+7.790184
rxvm	ITOF2_CHAIN_RETENTION	1000000	15	1	1	alternative-first	3498	3722	224	0.224000	+6.403659
rxvm	ITOF2_CHAIN_RETENTION	1000000	15	1	2	current-first	3556	3738	182	0.182000	+5.118110
rxvm	ITOF2_CHAIN_RETENTION	1000000	15	1	3	alternative-first	3581	3774	193	0.193000	+5.389556
rxvm	ITOF2_CHAIN_RETENTION	1000000	15	1	4	current-first	3557	3714	157	0.157000	+4.413832
rxbvm	ITOF2_CHAIN_RETENTION	1000000	15	1	1	alternative-first	3874	4109	235	0.235000	+6.066082
rxbvm	ITOF2_CHAIN_RETENTION	1000000	15	1	2	current-first	3857	4103	246	0.246000	+6.378014
rxbvm	ITOF2_CHAIN_RETENTION	1000000	15	1	3	alternative-first	3851	4098	247	0.247000	+6.413918
rxbvm	ITOF2_CHAIN_RETENTION	1000000	15	1	4	current-first	3953	4084	131	0.131000	+3.313939
rxbvm	ITOF2_CHAIN_RETENTION	1000000	15	2	1	alternative-first	3866	4041	175	0.175000	+4.526643
rxbvm	ITOF2_CHAIN_RETENTION	1000000	15	2	2	current-first	3893	4101	208	0.208000	+5.342923
rxbvm	ITOF2_CHAIN_RETENTION	1000000	15	2	3	alternative-first	3885	4038	153	0.153000	+3.938224
rxbvm	ITOF2_CHAIN_RETENTION	1000000	15	2	4	current-first	3908	4076	168	0.168000	+4.298874
rxvm	ITOF2_CHAIN_RETENTION	1000000	15	2	1	alternative-first	3647	3744	97	0.097000	+2.659720
rxvm	ITOF2_CHAIN_RETENTION	1000000	15	2	2	current-first	3641	3674	33	0.033000	+0.906344
rxvm	ITOF2_CHAIN_RETENTION	1000000	15	2	3	alternative-first	3815	3711	-104	-0.104000	-2.726081
rxvm	ITOF2_CHAIN_RETENTION	1000000	15	2	4	current-first	3730	3691	-39	-0.039000	-1.045576
rxvm	ITOF2_CHAIN_RETENTION	1000000	15	3	1	alternative-first	3497	3713	216	0.216000	+6.176723
rxvm	ITOF2_CHAIN_RETENTION	1000000	15	3	2	current-first	3622	3721	99	0.099000	+2.733297
rxvm	ITOF2_CHAIN_RETENTION	1000000	15	3	3	alternative-first	3557	3708	151	0.151000	+4.245150
rxvm	ITOF2_CHAIN_RETENTION	1000000	15	3	4	current-first	3628	3753	125	0.125000	+3.445424
rxbvm	ITOF2_CHAIN_RETENTION	1000000	15	3	1	alternative-first	3891	4137	246	0.246000	+6.322282
rxbvm	ITOF2_CHAIN_RETENTION	1000000	15	3	2	current-first	3907	4079	172	0.172000	+4.402355
rxbvm	ITOF2_CHAIN_RETENTION	1000000	15	3	3	alternative-first	3905	4136	231	0.231000	+5.915493
rxbvm	ITOF2_CHAIN_RETENTION	1000000	15	3	4	current-first	3916	4121	205	0.205000	+5.234934
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	0	1	1	alternative-first	2533	2455	-78	-0.156000	-3.079353
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	0	1	2	current-first	2597	2568	-29	-0.058000	-1.116673
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	0	1	3	alternative-first	2554	2471	-83	-0.166000	-3.249804
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	0	1	4	current-first	2658	2560	-98	-0.196000	-3.686983
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	0	1	1	alternative-first	2632	2522	-110	-0.220000	-4.179331
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	0	1	2	current-first	2647	2567	-80	-0.160000	-3.022289
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	0	1	3	alternative-first	2605	2550	-55	-0.110000	-2.111324
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	0	1	4	current-first	2598	2558	-40	-0.080000	-1.539646
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	0	2	1	alternative-first	2609	2543	-66	-0.132000	-2.529705
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	0	2	2	current-first	2624	2611	-13	-0.026000	-0.495427
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	0	2	3	alternative-first	2588	2567	-21	-0.042000	-0.811437
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	0	2	4	current-first	2605	2544	-61	-0.122000	-2.341651
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	0	2	1	alternative-first	2550	2467	-83	-0.166000	-3.254902
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	0	2	2	current-first	2542	2472	-70	-0.140000	-2.753737
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	0	2	3	alternative-first	2771	2526	-245	-0.490000	-8.841573
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	0	2	4	current-first	2500	2483	-17	-0.034000	-0.680000
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	0	3	1	alternative-first	2500	2494	-6	-0.012000	-0.240000
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	0	3	2	current-first	2509	2487	-22	-0.044000	-0.876843
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	0	3	3	alternative-first	2616	2484	-132	-0.264000	-5.045872
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	0	3	4	current-first	2608	2511	-97	-0.194000	-3.719325
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	0	3	1	alternative-first	2582	2571	-11	-0.022000	-0.426026
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	0	3	2	current-first	2587	2511	-76	-0.152000	-2.937766
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	0	3	3	alternative-first	2591	2508	-83	-0.166000	-3.203396
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	0	3	4	current-first	2617	2609	-8	-0.016000	-0.305694
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	8	1	1	alternative-first	2793	2593	-200	-0.400000	-7.160759
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	8	1	2	current-first	2663	2469	-194	-0.388000	-7.285017
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	8	1	3	alternative-first	2734	2466	-268	-0.536000	-9.802487
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	8	1	4	current-first	2616	2456	-160	-0.320000	-6.116208
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	8	1	1	alternative-first	2685	2582	-103	-0.206000	-3.836127
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	8	1	2	current-first	2623	2529	-94	-0.188000	-3.583683
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	8	1	3	alternative-first	2594	2533	-61	-0.122000	-2.351581
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	8	1	4	current-first	2602	2597	-5	-0.010000	-0.192160
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	8	2	1	alternative-first	2600	2502	-98	-0.196000	-3.769231
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	8	2	2	current-first	2622	2517	-105	-0.210000	-4.004577
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	8	2	3	alternative-first	2581	2554	-27	-0.054000	-1.046106
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	8	2	4	current-first	2648	2511	-137	-0.274000	-5.173716
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	8	2	1	alternative-first	2629	2505	-124	-0.248000	-4.716622
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	8	2	2	current-first	2669	2564	-105	-0.210000	-3.934058
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	8	2	3	alternative-first	2541	2490	-51	-0.102000	-2.007084
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	8	2	4	current-first	2534	2461	-73	-0.146000	-2.880821
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	8	3	1	alternative-first	2546	2520	-26	-0.052000	-1.021210
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	8	3	2	current-first	2518	2505	-13	-0.026000	-0.516283
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	8	3	3	alternative-first	2532	2565	33	0.066000	+1.303318
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	8	3	4	current-first	2577	2506	-71	-0.142000	-2.755142
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	8	3	1	alternative-first	2601	2531	-70	-0.140000	-2.691273
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	8	3	2	current-first	2558	2553	-5	-0.010000	-0.195465
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	8	3	3	alternative-first	2620	2533	-87	-0.174000	-3.320611
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	8	3	4	current-first	2592	2513	-79	-0.158000	-3.047840
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	4	1	1	alternative-first	2709	2610	-99	-0.198000	-3.654485
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	4	1	2	current-first	2767	2486	-281	-0.562000	-10.155403
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	4	1	3	alternative-first	2558	2607	49	0.098000	+1.915559
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	4	1	4	current-first	2660	2515	-145	-0.290000	-5.451128
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	4	1	1	alternative-first	2588	2495	-93	-0.186000	-3.593509
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	4	1	2	current-first	2555	2489	-66	-0.132000	-2.583170
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	4	1	3	alternative-first	2648	2495	-153	-0.306000	-5.777946
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	4	1	4	current-first	2583	2502	-81	-0.162000	-3.135889
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	4	2	1	alternative-first	2585	2628	43	0.086000	+1.663443
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	4	2	2	current-first	2581	2479	-102	-0.204000	-3.951957
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	4	2	3	alternative-first	2595	2474	-121	-0.242000	-4.662813
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	4	2	4	current-first	2646	2536	-110	-0.220000	-4.157218
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	4	2	1	alternative-first	2856	2523	-333	-0.666000	-11.659664
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	4	2	2	current-first	2677	2503	-174	-0.348000	-6.499813
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	4	2	3	alternative-first	2730	2492	-238	-0.476000	-8.717949
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	4	2	4	current-first	2599	2609	10	0.020000	+0.384763
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	4	3	1	alternative-first	2681	2466	-215	-0.430000	-8.019396
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	4	3	2	current-first	2540	2481	-59	-0.118000	-2.322835
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	4	3	3	alternative-first	2667	2500	-167	-0.334000	-6.261717
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	4	3	4	current-first	2712	2554	-158	-0.316000	-5.825959
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	4	3	1	alternative-first	2622	2600	-22	-0.044000	-0.839054
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	4	3	2	current-first	2635	2571	-64	-0.128000	-2.428843
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	4	3	3	alternative-first	2615	2556	-59	-0.118000	-2.256214
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	4	3	4	current-first	2697	2592	-105	-0.210000	-3.893215
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	12	1	1	alternative-first	2783	2476	-307	-0.614000	-11.031261
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	12	1	2	current-first	2574	2491	-83	-0.166000	-3.224553
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	12	1	3	alternative-first	2668	2488	-180	-0.360000	-6.746627
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	12	1	4	current-first	2560	2511	-49	-0.098000	-1.914063
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	12	1	1	alternative-first	2626	2580	-46	-0.092000	-1.751714
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	12	1	2	current-first	2584	2535	-49	-0.098000	-1.896285
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	12	1	3	alternative-first	2629	2531	-98	-0.196000	-3.727653
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	12	1	4	current-first	2637	2575	-62	-0.124000	-2.351157
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	12	2	1	alternative-first	2660	2583	-77	-0.154000	-2.894737
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	12	2	2	current-first	2617	2549	-68	-0.136000	-2.598395
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	12	2	3	alternative-first	2667	2537	-130	-0.260000	-4.874391
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	12	2	4	current-first	2654	2643	-11	-0.022000	-0.414469
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	12	2	1	alternative-first	2501	2497	-4	-0.008000	-0.159936
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	12	2	2	current-first	2586	2453	-133	-0.266000	-5.143078
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	12	2	3	alternative-first	2527	2492	-35	-0.070000	-1.385042
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	12	2	4	current-first	2538	2497	-41	-0.082000	-1.615445
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	12	3	1	alternative-first	2534	2461	-73	-0.146000	-2.880821
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	12	3	2	current-first	2548	2515	-33	-0.066000	-1.295133
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	12	3	3	alternative-first	2676	2463	-213	-0.426000	-7.959641
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	12	3	4	current-first	2540	2478	-62	-0.124000	-2.440945
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	12	3	1	alternative-first	2593	2522	-71	-0.142000	-2.738141
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	12	3	2	current-first	2597	2505	-92	-0.184000	-3.542549
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	12	3	3	alternative-first	2673	2605	-68	-0.136000	-2.543958
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	12	3	4	current-first	2597	2554	-43	-0.086000	-1.655757
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	2	1	1	alternative-first	2536	2470	-66	-0.132000	-2.602524
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	2	1	2	current-first	2773	2511	-262	-0.524000	-9.448251
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	2	1	3	alternative-first	2609	2548	-61	-0.122000	-2.338061
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	2	1	4	current-first	2772	2487	-285	-0.570000	-10.281385
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	2	1	1	alternative-first	2617	2509	-108	-0.216000	-4.126863
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	2	1	2	current-first	2567	2529	-38	-0.076000	-1.480327
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	2	1	3	alternative-first	2648	2519	-129	-0.258000	-4.871601
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	2	1	4	current-first	2654	2499	-155	-0.310000	-5.840241
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	2	2	1	alternative-first	2590	2527	-63	-0.126000	-2.432432
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	2	2	2	current-first	2574	2516	-58	-0.116000	-2.253302
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	2	2	3	alternative-first	2587	2488	-99	-0.198000	-3.826826
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	2	2	4	current-first	2628	2603	-25	-0.050000	-0.951294
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	2	2	1	alternative-first	2576	2473	-103	-0.206000	-3.998447
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	2	2	2	current-first	2502	2472	-30	-0.060000	-1.199041
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	2	2	3	alternative-first	2504	2475	-29	-0.058000	-1.158147
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	2	2	4	current-first	2510	2513	3	0.006000	+0.119522
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	2	3	1	alternative-first	2837	2563	-274	-0.548000	-9.658090
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	2	3	2	current-first	2998	2499	-499	-0.998000	-16.644430
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	2	3	3	alternative-first	2649	2479	-170	-0.340000	-6.417516
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	2	3	4	current-first	2520	2495	-25	-0.050000	-0.992063
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	2	3	1	alternative-first	2602	2525	-77	-0.154000	-2.959262
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	2	3	2	current-first	2603	2564	-39	-0.078000	-1.498271
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	2	3	3	alternative-first	2574	2536	-38	-0.076000	-1.476301
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	2	3	4	current-first	2569	2495	-74	-0.148000	-2.880498
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	10	1	1	alternative-first	2500	2542	42	0.084000	+1.680000
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	10	1	2	current-first	2692	2568	-124	-0.248000	-4.606241
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	10	1	3	alternative-first	2785	2569	-216	-0.432000	-7.755835
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	10	1	4	current-first	2773	2553	-220	-0.440000	-7.933646
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	10	1	1	alternative-first	2586	2501	-85	-0.170000	-3.286930
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	10	1	2	current-first	2598	2564	-34	-0.068000	-1.308699
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	10	1	3	alternative-first	2617	2524	-93	-0.186000	-3.553687
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	10	1	4	current-first	2587	2554	-33	-0.066000	-1.275609
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	10	2	1	alternative-first	2599	2524	-75	-0.150000	-2.885725
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	10	2	2	current-first	2561	2551	-10	-0.020000	-0.390472
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	10	2	3	alternative-first	2579	2589	10	0.020000	+0.387747
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	10	2	4	current-first	2612	2509	-103	-0.206000	-3.943338
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	10	2	1	alternative-first	2555	2473	-82	-0.164000	-3.209393
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	10	2	2	current-first	2507	2478	-29	-0.058000	-1.156761
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	10	2	3	alternative-first	2593	2471	-122	-0.244000	-4.704975
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	10	2	4	current-first	2561	2490	-71	-0.142000	-2.772355
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	10	3	1	alternative-first	2750	2782	32	0.064000	+1.163636
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	10	3	2	current-first	2550	2505	-45	-0.090000	-1.764706
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	10	3	3	alternative-first	2576	2516	-60	-0.120000	-2.329193
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	10	3	4	current-first	2559	2573	14	0.028000	+0.547089
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	10	3	1	alternative-first	2658	2509	-149	-0.298000	-5.605719
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	10	3	2	current-first	2602	2591	-11	-0.022000	-0.422752
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	10	3	3	alternative-first	2574	2569	-5	-0.010000	-0.194250
rxbvm	LINKSETATTRSLINKADD_PROMOTION	500000	10	3	4	current-first	2586	2616	30	0.060000	+1.160093
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	6	1	1	alternative-first	2875	2567	-308	-0.616000	-10.713043
rxvm	LINKSETATTRSLINKADD_PROMOTION	500000	6	1	2	current-first	2774	2463	-311	-0.622000	-11.211247
