rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,165076,5,1,5,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | UNLINKN_REG_REG(r2,r3) | BRF_ID_REG(c2,r1)","r1=R5;r2=R7;c1=int:0;r3=R12;c2=label@2939","benchmark_awfy_richards_opt",2862
93,23246,1,1,7,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LINKATTR1_REG_REG_INT(r3,r4,c2) | MINLINKATTR1_REG_REG_REG_INT(r2,r3,r5,c1)","r1=R5;r2=R8;c1=int:0;r3=R7;r4=R23;c2=int:15;r5=R24","benchmark_awfy_richards_opt",2817
94,23246,1,1,7,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | ILOADSETUNLINKN_REG_REG_INT_REG(r4,r1,c1,r2) | LINKATTR1_REG_REG_INT(r2,r5,c2)","r1=R8;r2=R7;r3=R24;c1=int:0;r4=R5;r5=R23;c2=int:15","benchmark_awfy_richards_opt",2812
95,23246,1,1,6,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r2,c3)","c1=int:18;c2=int:1;r1=R6;r2=R23;r3=R8;c3=int:15","benchmark_awfy_richards_opt",2731
96,23246,1,1,5,candidate,"UNLINKN_REG_REG(r1,r2) | COPY_REG_REG(r3,r4) | LINKATTR1_REG_REG_INT(r2,r4,c1)","r1=R8;r2=R7;r3=R11;r4=R23;c1=int:2","benchmark_awfy_richards_opt",2838
97,23246,1,1,4,candidate,"UNLINK_REG(r1) | ICOPY_REG_REG(r2,r3) | ILT_REG_REG_INT(r1,r2,c1)","r1=R8;r2=R5;r3=R0;c1=int:0","benchmark_awfy_richards_opt",2750
98,23246,1,1,5,candidate,"UNLINK_REG(r1) | ISETATTR1_REG_INT_REG(r2,c1,r3) | LINKATTR1_REG_REG_INT(r1,r2,c2)","r1=R7;r2=R23;c1=int:18;r3=R5;c2=int:17","benchmark_awfy_richards_opt",2802
99,20310,1,1,4,candidate,"IGETUNLINK_REG_REG(r1,r2) | UNLINK_REG(r3) | IGTE_REG_REG_INT(r2,r1,c1)","r1=R31;r2=R49;r3=R48;c1=int:4","benchmark_awfy_richards_opt",3904
100,20310,1,1,5,candidate,"UNLINK_REG(r1) | IGTE_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2)","r1=R48;r2=R49;r3=R31;c1=int:4;c2=label@3957","benchmark_awfy_richards_opt",3907
101,20118,3,1,5,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | LINKATTR1_REG_REG_INT(r2,r1,c3)","r1=R9;c1=int:18;c2=int:1;r2=R5;c3=int:9","benchmark_awfy_richards_opt",1908
102,20114,1,1,6,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | IEQ_REG_REG_INT(r1,r4,c1) | BRF_ID_REG(c2,r1)","r1=R7;r2=R5;c1=int:0;r3=R6;r4=R11;c2=label@2120","benchmark_awfy_richards_opt",2106
103,20114,3,1,10,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r5,r2,c1,c2,r6,r4,c3) | SETTP_REG_INT(r2,c4)","r1=R16;r2=R11;c1=int:20;c2=int:6;r3=R18;r4=R3;c3=int:1;r5=R19;r6=R7;c4=int:256","benchmark_awfy_richards_opt",2939
104,20114,3,1,11,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | SETTP_REG_INT(r2,c4) | CALL3_REG_FUNC_REG_REG_REG(r5,c5,r2,r6,r3)","r1=R19;r2=R11;c1=int:20;c2=int:6;r3=R7;r4=R3;c3=int:1;c4=int:256;r5=R21;c5=func@69176;r6=R24","benchmark_awfy_richards_opt",2947
105,20114,1,1,6,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | ILOADSETUNLINKN_REG_REG_INT_REG(r4,r1,c1,r2) | IEQ_REG_REG_INT(r4,r5,c1)","r1=R5;r2=R6;r3=R10;c1=int:0;r4=R7;r5=R11","benchmark_awfy_richards_opt",2101
106,20114,1,1,8,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | LINKATTR1_REG_REG_INT(r1,r2,c3) | MINLINKATTR1_REG_REG_REG_INT(r3,r1,r4,c4)","c1=int:18;c2=int:1;r1=R6;r2=R9;c3=int:17;r3=R5;r4=R10;c4=int:0","benchmark_awfy_richards_opt",2093
107,19435,5,1,7,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINLINKATTR1_REG_REG_REG_INT(r3,r1,r4,c2) | ISETUNLINKN_REG_REG_REG(r3,r5,r1)","r1=R6;r2=R9;c1=int:17;r3=R7;r4=R1;c2=int:0;r5=R10","benchmark_awfy_richards_opt",2163
108,19308,2,1,5,candidate,"UNLINK_REG(r1) | ISETATTR1_REG_INT_REG(r2,c1,r3) | LINKATTR1_REG_REG_INT(r4,r2,c1)","r1=R9;r2=R17;c1=int:8;r3=R8;r4=R10","benchmark_awfy_richards_opt",3255
109,18588,1,1,10,candidate,"BRF_ID_REG(c1,r1) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r2,r3,c2,c3,r4,r5,c4) | IGETUNLINK_REG_REG(r6,r4)","c1=label@4328;r1=R49;r2=R44;r3=R57;c2=int:3;c3=int:6;r4=R46;r5=R64;c4=int:1;r6=R47","benchmark_awfy_richards_opt",4231
110,18588,1,1,11,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r4,c3,c4,r5,r6,c5)","r1=R49;r2=R1;c1=int:0;c2=label@4328;r3=R44;r4=R57;c3=int:3;c4=int:6;r5=R46;r6=R64;c5=int:1","benchmark_awfy_richards_opt",4227
111,17086,2,1,11,candidate,"UNLINKN_REG_REG(r1,r2) | BRF_ID_REG(c1,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r4,r5,c2,c3,r6,r7,c4)","r1=R7;r2=R12;c1=label@2939;r3=R5;r4=R15;r5=R11;c2=int:20;c3=int:6;r6=R14;r7=R3;c4=int:1","benchmark_awfy_richards_opt",2866
112,14760,1,1,10,candidate,"BRF_ID_REG(c1,r1) | COPY_REG_REG(r2,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r4,r2,c2,c3,r5,r6,c4)","c1=label@3192;r1=R8;r2=R12;r3=R63;r4=R9;c2=int:23;c3=int:6;r5=R11;r6=R64;c4=int:1","benchmark_awfy_richards_opt",3142
113,14760,1,1,10,candidate,"COPY_REG_REG(r1,r2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r1,c1,c2,r4,r5,c3) | ILOADSETUNLINKN_REG_REG_INT_REG(r6,r4,c4,r3)","r1=R12;r2=R63;r3=R9;c1=int:23;c2=int:6;r4=R11;r5=R64;c3=int:1;r6=R6;c4=int:0","benchmark_awfy_richards_opt",3145
114,14760,1,1,7,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | COPY_REG_REG(r4,r5) | BR_ID(c2)","r1=R6;r2=R11;c1=int:0;r3=R9;r4=R63;r5=R12;c2=label@3237","benchmark_awfy_richards_opt",3182
115,14760,1,1,6,candidate,"UNLINKN_REG_REG(r1,r2) | BRF_ID_REG(c1,r3) | COPY_REG_REG(r4,r5)","r1=R9;r2=R10;c1=label@3192;r3=R8;r4=R12;r5=R63","benchmark_awfy_richards_opt",3139
116,14759,1,1,10,candidate,"BRF_ID_REG(c1,r1) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r2,r3,c2,c3,r4,r5,c4) | ISETUNLINKN_REG_REG_REG(r4,r6,r2)","c1=label@2939;r1=R5;r2=R15;r3=R11;c2=int:20;c3=int:6;r4=R14;r5=R3;c4=int:1;r6=R24","benchmark_awfy_richards_opt",2869
117,14759,1,1,10,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r4,c2,c3,r2,r5,c1) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r6,r4,c2,c3,r1,r7,c1)","r1=R13;r2=R16;c1=int:1;r3=R14;r4=R11;c2=int:24;c3=int:6;r5=R3;r6=R17;r7=R8","benchmark_awfy_richards_opt",2892
118,14759,1,1,10,candidate,"ISETUNLINKN_REG_REG_REG(r1,r2,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r4,c1,c2,r5,r6,c3) | ILOADSETUNLINKN_REG_REG_INT_REG(r7,r5,c3,r1)","r1=R14;r2=R24;r3=R15;r4=R11;c1=int:23;c2=int:6;r5=R16;r6=R3;c3=int:1;r7=R13","benchmark_awfy_richards_opt",2880
119,14759,1,1,9,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | IGT_REG_REG_REG(r5,r6,r3) | UNLINKN_REG_REG(r3,r1)","r1=R17;r2=R11;c1=int:24;c2=int:6;r3=R13;r4=R8;c3=int:1;r5=R12;r6=R16","benchmark_awfy_richards_opt",2905
120,14759,1,1,10,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | ISETUNLINKN_REG_REG_REG(r3,r5,r1) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r2,c4,c2,r6,r4,c3)","r1=R15;r2=R11;c1=int:20;c2=int:6;r3=R14;r4=R3;c3=int:1;r5=R24;c4=int:23;r6=R16","benchmark_awfy_richards_opt",2872
121,14759,1,1,11,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r5,r2,c1,c2,r6,r7,c3) | IGT_REG_REG_REG(r8,r3,r6)","r1=R14;r2=R11;c1=int:24;c2=int:6;r3=R16;r4=R3;c3=int:1;r5=R17;r6=R13;r7=R8;r8=R12","benchmark_awfy_richards_opt",2897
122,13956,6,1,7,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LINKATTR1_REG_REG_INT(r3,r4,c3)","r1=R8;r2=R22;c1=int:0;c2=label@3643;r3=R6;r4=R25;c3=int:10","benchmark_awfy_richards_opt",3621
123,12327,2,1,4,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | BRF_ID_REG(c2,r1)","r1=R9;r2=R10;c1=int:0;c2=label@3347","benchmark_awfy_richards_opt",3265
124,12327,2,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IEQ_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1)","r1=R10;r2=R17;c1=int:8;r3=R9;c2=int:0","benchmark_awfy_richards_opt",3261
125,11627,1,1,7,candidate,"INE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LINKATTR1_REG_REG_INT(r3,r4,c3)","r1=R33;r2=R1;c1=int:0;c2=label@3830;r3=R22;r4=R38;c3=int:16","benchmark_awfy_richards_opt",3738
126,11627,1,1,8,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINLINKATTR1_REG_REG_REG_INT(r3,r1,r4,c2) | IEQ_REG_REG_INT(r5,r3,c3)","r1=R22;r2=R38;c1=int:16;r3=R28;r4=R1;c2=int:0;r5=R20;c3=int:1","benchmark_awfy_richards_opt",3745
127,11627,1,1,6,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | IEQ_REG_REG_INT(r4,r1,c2) | UNLINKN_REG_REG(r1,r2)","r1=R28;r2=R22;r3=R1;c1=int:0;r4=R20;c2=int:1","benchmark_awfy_richards_opt",3749
128,10467,2,1,7,candidate,"ICOPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c1) | MINLINKATTR1_REG_REG_REG_INT(r5,r3,r2,c2)","r1=R1;r2=R11;r3=R6;r4=R9;c1=int:17;r5=R7;c2=int:0","benchmark_awfy_richards_opt",2120
129,10127,1,1,4,candidate,"IGETUNLINK_REG_REG(r1,r2) | UNLINK_REG(r3) | INE_REG_REG_INT(r2,r1,c1)","r1=R0;r2=R7;r3=R6;c1=int:0","benchmark_awfy_richards_opt",2132
130,10127,1,1,6,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | ISETUNLINKN_REG_REG_REG(r1,r4,r2) | RET_REG(r5)","r1=R7;r2=R6;r3=R1;c1=int:0;r4=R10;r5=R11","benchmark_awfy_richards_opt",2167
131,10127,1,1,5,candidate,"UNLINK_REG(r1) | INE_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2)","r1=R6;r2=R7;r3=R0;c1=int:0;c2=label@2163","benchmark_awfy_richards_opt",2135
132,10000,1,1,6,candidate,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | ISUB_REG_REG_INT(r4,r3,c2)","r1=R17;r2=R63;r3=R9;c1=int:8;r4=R8;c2=int:1","benchmark_awfy_richards_opt",3244
133,10000,1,1,6,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | IEQ_REG_REG_INT(r4,r3,c2)","r1=R17;c1=int:8;r2=R8;r3=R10;r4=R9;c2=int:0","benchmark_awfy_richards_opt",3257
134,10000,1,1,5,candidate,"ISUB_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | ISETATTR1_REG_INT_REG(r3,c2,r1)","r1=R8;r2=R9;c1=int:1;r3=R17;c2=int:8","benchmark_awfy_richards_opt",3251
135,10000,1,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ISUB_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1)","r1=R9;r2=R17;c1=int:8;r3=R8;c2=int:1","benchmark_awfy_richards_opt",3247
136,9999,1,1,6,candidate,"COPY_REG_REG(r1,r2) | ILT_REG_REG_INT(r3,r4,c1) | BRT_ID_REG(c2,r3)","r1=R3;r2=R13;r3=R4;r4=R14;c1=int:0;c2=label@2646","benchmark_awfy_richards_opt",2632
137,9999,1,1,4,candidate,"IAND_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | IEQ_REG_REG_INT(r1,r1,c2)","r1=R9;r2=R10;c1=int:1;c2=int:0","benchmark_awfy_richards_opt",3351
138,9999,1,1,11,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r2,r4,c2,c3,r5,r6,c4) | LINKATTR1_REG_REG_INT(r7,r4,c2)","r1=R4;r2=R5;c1=int:0;r3=R6;r4=R13;c2=int:24;c3=int:6;r5=R7;r6=R1;c4=int:1;r7=R9","benchmark_awfy_richards_opt",2679
139,9999,2,1,6,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LOAD_REG_INT(r3,c2) | SETTP_REG_INT(r1,c3)","r1=R17;c1=int:7;r2=R6;r3=R22;c2=int:4;c3=int:256","benchmark_awfy_richards_opt",3374
140,9999,1,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IAND_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1)","r1=R10;r2=R17;c1=int:7;r3=R9;c2=int:1","benchmark_awfy_richards_opt",3347
141,9999,2,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IDIV_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1)","r1=R7;r2=R17;c1=int:7;r3=R6;c2=int:2","benchmark_awfy_richards_opt",3364
142,9999,1,1,11,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | ILOADSETUNLINKN_REG_REG_INT_REG(r5,r3,c4,r1) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r2,c5,c2,r6,r4,c3)","r1=R6;r2=R13;c1=int:19;c2=int:6;r3=R5;r4=R1;c3=int:1;r5=R4;c4=int:0;c5=int:24;r6=R7","benchmark_awfy_richards_opt",2671
143,9999,1,1,10,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | LINKATTR1_REG_REG_INT(r5,r2,c1) | LINKATTR1_REG_REG_INT(r6,r2,c4)","r1=R5;r2=R13;c1=int:24;c2=int:6;r3=R7;r4=R1;c3=int:1;r5=R9;r6=R4;c4=int:2","benchmark_awfy_richards_opt",2684
144,9999,2,1,6,candidate,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | CALL2_REG_FUNC_REG_REG(r3,c3,r2,r1)","r1=R22;c1=int:4;r2=R17;c2=int:256;r3=R15;c3=func@94248","benchmark_awfy_richards_opt",3378
145,9999,1,1,7,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | COPY_REG_REG(r1,r2) | ILT_REG_REG_INT(r3,r4,c3)","c1=int:18;c2=int:1;r1=R3;r2=R13;r3=R4;r4=R14;c3=int:0","benchmark_awfy_richards_opt",2628
146,9999,1,1,7,candidate,"SETLINKATTR1_REG_REG_INT_REG_INT(r1,r2,c1,r3,c2) | UNLINK_REG(r3) | IGT_REG_REG_REG(r4,r5,r1)","r1=R8;r2=R9;c1=int:6;r3=R4;c2=int:1;r4=R11;r5=R7","benchmark_awfy_richards_opt",2700
147,9999,1,1,5,candidate,"UNLINKN_REG_REG(r1,r2) | BRF_ID_REG(c1,r3) | RET_REG(r4)","r1=R7;r2=R5;c1=label@2723;r3=R11;r4=R1","benchmark_awfy_richards_opt",2715
148,9999,1,1,4,candidate,"UNLINK_REG(r1) | IEQ_REG_REG_INT(r2,r2,c1) | BRF_ID_REG(c2,r2)","r1=R10;r2=R9;c1=int:0;c2=label@3397","benchmark_awfy_richards_opt",3355
149,9999,1,1,5,candidate,"UNLINK_REG(r1) | IGT_REG_REG_REG(r2,r3,r4) | UNLINKN_REG_REG(r4,r5)","r1=R4;r2=R11;r3=R7;r4=R8;r5=R9","benchmark_awfy_richards_opt",2706
150,9987,1,1,5,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | RET_REG(r3)","r1=R7;r2=R11;c1=int:0;c2=label@2120;r3=R10","benchmark_awfy_richards_opt",2111
151,9333,32,1,8,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LINKATTR1_REG_REG_INT(r3,r4,c2) | LINKATTR1_REG_REG_INT(r5,r4,c3)","r1=R14;r2=R12;c1=int:0;r3=R4;r4=R11;c2=int:15;r5=R13;c3=int:9","benchmark_awfy_richards_opt",488
152,9333,32,1,7,candidate,"UNLINK_REG(r1) | ILOADSETUNLINKN_REG_REG_INT_REG(r2,r3,c1,r4) | LINKATTR1_REG_REG_INT(r4,r5,c2)","r1=R13;r2=R14;r3=R12;c1=int:0;r4=R4;r5=R11;c2=int:15","benchmark_awfy_richards_opt",486
153,9308,1,1,7,candidate,"BRT_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | IADD_REG_REG_INT(r4,r2,c3)","c1=label@3703;r1=R9;r2=R7;r3=R25;c2=int:26;r4=R6;c3=int:1","benchmark_awfy_richards_opt",3570
154,9308,1,1,5,candidate,"IADD_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | ISUB_REG_REG_INT(r3,r1,c2)","r1=R7;r2=R8;c1=int:65;r3=R20;c2=int:1","benchmark_awfy_richards_opt",3611
155,9308,1,1,4,candidate,"IGT_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | BRF_ID_REG(c2,r1)","r1=R7;r2=R8;c1=int:26;c2=label@3607","benchmark_awfy_richards_opt",3591
156,9308,1,1,7,candidate,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r4,r5,c2)","r1=R9;r2=R22;r3=R10;c1=label@3703;r4=R7;r5=R25;c2=int:26","benchmark_awfy_richards_opt",3566
157,9308,1,1,5,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | IGT_REG_REG_INT(r4,r3,c1)","r1=R25;c1=int:26;r2=R6;r3=R8;r4=R7","benchmark_awfy_richards_opt",3583
158,9308,1,1,7,candidate,"ISUB_REG_REG_INT(r1,r2,c1) | IEQ_REG_REG_INT(r3,r4,c2) | BRF_ID_REG(c3,r3)","r1=R20;r2=R7;c1=int:1;r3=R8;r4=R22;c2=int:0;c3=label@3643","benchmark_awfy_richards_opt",3617
159,9308,1,1,4,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IGT_REG_REG_INT(r3,r1,c1) | UNLINK_REG(r1)","r1=R8;r2=R25;c1=int:26;r3=R7","benchmark_awfy_richards_opt",3587
160,9308,1,1,6,candidate,"UNLINK_REG(r1) | ISUB_REG_REG_INT(r2,r3,c1) | IEQ_REG_REG_INT(r1,r4,c2)","r1=R8;r2=R20;r3=R7;c1=int:1;r4=R22;c2=int:0","benchmark_awfy_richards_opt",3615
161,9302,7,1,6,candidate,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | IADD_REG_REG_INT(r4,r3,c2)","r1=R11;r2=R55;r3=R12;c1=int:9;r4=R13;c2=int:1","benchmark_awfy_richards_opt",456
162,9302,5,1,6,candidate,"UNLINK_REG(r1) | ISETATTR1_REG_INT_REG(r2,c1,r3) | LINKATTR1_REG_REG_INT(r4,r2,c2)","r1=R12;r2=R11;c1=int:9;r3=R13;r4=R4;c2=int:17","benchmark_awfy_richards_opt",467
163,9300,1,1,7,candidate,"IADD_REG_REG_INT(r1,r2,c1) | ISETUNLINKN_REG_REG_REG(r3,r1,r4) | SETTP_REG_INT(r5,c2)","r1=R47;r2=R31;c1=int:1;r3=R49;r4=R48;r5=R38;c2=int:256","benchmark_awfy_richards_opt",4184
164,9300,1,1,10,candidate,"ISETUNLINKN_REG_REG_REG(r1,r2,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r4,r5,c1,c2,r2,r6,c3) | IGETUNLINK_REG_REG(r7,r2)","r1=R7;r2=R49;r3=R5;r4=R47;r5=R38;c1=int:5;c2=int:6;r6=R64;c3=int:1;r7=R29","benchmark_awfy_richards_opt",3826
165,9300,1,1,8,candidate,"ISETUNLINKN_REG_REG_REG(r1,r2,r3) | SETTP_REG_INT(r4,c1) | CALL2_REG_FUNC_REG_REG(r5,c2,r4,r6)","r1=R49;r2=R47;r3=R48;r4=R38;c1=int:256;r5=R37;c2=func@98904;r6=R30","benchmark_awfy_richards_opt",4188
166,9300,1,1,9,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINLINKATTR1_REG_REG_REG_INT(r3,r1,r4,c2) | IADD_REG_REG_INT(r5,r6,c3)","r1=R48;r2=R38;c1=int:14;r3=R49;r4=R29;c2=int:0;r5=R47;r6=R31;c3=int:1","benchmark_awfy_richards_opt",4175
167,9300,1,1,7,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | IADD_REG_REG_INT(r4,r5,c2) | ISETUNLINKN_REG_REG_REG(r1,r4,r2)","r1=R49;r2=R48;r3=R29;c1=int:0;r4=R47;r5=R31;c2=int:1","benchmark_awfy_richards_opt",4179
168,9300,4,1,9,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | LINKATTR1_REG_REG_INT(r4,r5,c2) | MINLINKATTR1_REG_REG_REG_INT(r6,r4,r7,c1)","r1=R48;r2=R47;r3=R30;c1=int:0;r4=R45;r5=R38;c2=int:10;r6=R46;r7=R29","benchmark_awfy_richards_opt",4058
169,9300,1,1,10,candidate,"UNLINKN_REG_REG(r1,r2) | ISETUNLINKN_REG_REG_REG(r3,r4,r5) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r2,r6,c1,c2,r4,r7,c3)","r1=R4;r2=R47;r3=R7;r4=R49;r5=R5;r6=R38;c1=int:5;c2=int:6;r7=R64;c3=int:1","benchmark_awfy_richards_opt",3823
170,9300,1,1,5,candidate,"UNLINKN_REG_REG(r1,r2) | UNLINK_REG(r3) | IEQ_REG_REG_INT(r2,r4,c1)","r1=R45;r2=R49;r3=R47;r4=R31;c1=int:0","benchmark_awfy_richards_opt",4042
171,9297,2,1,5,candidate,"IGETUNLINK_REG_REG(r1,r2) | UNLINK_REG(r3) | COPY_REG_REG(r4,r5)","r1=R18;r2=R8;r3=R6;r4=R17;r5=R19","benchmark_awfy_richards_opt",3328
172,9297,2,1,7,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c2) | LINKATTR1_REG_REG_INT(r4,r1,c3)","r1=R19;c1=int:6;r2=R7;r3=R6;c2=int:19;r4=R10;c3=int:2","benchmark_awfy_richards_opt",3287
173,9297,2,1,6,candidate,"SETLINKATTR1_REG_REG_INT_REG_INT(r1,r2,c1,r3,c2) | UNLINK_REG(r3) | IGETUNLINK_REG_REG(r4,r1)","r1=R8;r2=R6;c1=int:6;r3=R10;c2=int:1;r4=R18","benchmark_awfy_richards_opt",3320
174,9297,2,1,5,candidate,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | COPY_REG_REG(r4,r5)","r1=R6;r2=R17;r3=R19;r4=R14;r5=R18","benchmark_awfy_richards_opt",3331
175,9297,2,1,4,candidate,"UNLINK_REG(r1) | IGETUNLINK_REG_REG(r2,r3) | UNLINK_REG(r4)","r1=R10;r2=R18;r3=R8;r4=R6","benchmark_awfy_richards_opt",3326
176,9296,1,1,7,candidate,"ISETUNLINKN_REG_REG_REG(r1,r2,r3) | COPY_REG_REG(r4,r5) | LINKATTR1_REG_REG_INT(r6,r4,c1)","r1=R49;r2=R1;r3=R46;r4=R61;r5=R57;r6=R47;c1=int:6","benchmark_awfy_richards_opt",4336
177,9296,1,1,9,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | ISETUNLINKN_REG_REG_REG(r3,r5,r1) | COPY_REG_REG(r6,r2)","r1=R46;r2=R57;c1=int:3;c2=int:6;r3=R49;r4=R64;c3=int:1;r5=R1;r6=R61","benchmark_awfy_richards_opt",4328
178,9294,1,1,9,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | SETTP_REG_INT(r4,c2) | CALL2_REG_FUNC_REG_REG(r5,c3,r4,r6)","r1=R43;r2=R46;c1=int:0;r3=R44;r4=R57;c2=int:256;r5=R55;c3=func@98904;r6=R47","benchmark_awfy_richards_opt",4307
179,9294,1,1,10,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | ILOADSETUNLINKN_REG_REG_INT_REG(r5,r3,c4,r1) | SETTP_REG_INT(r2,c5)","r1=R44;r2=R57;c1=int:3;c2=int:6;r3=R46;r4=R64;c3=int:1;r5=R43;c4=int:0;c5=int:256","benchmark_awfy_richards_opt",4299
