-- Install configuration: "Debug"
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxfs.rxplugin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxvm_mc_decimal.rxvmplugin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rx_stack_static.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/crexx_native_ldflags_argv
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rx_id.rxplugin
-- Up-to-date: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/ui_dialogs.rxbin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/crexx_native_cflags_argv
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/test_rxsha256
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxbvm_instrumented
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/test_rxspawn_diagnostics
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rx_odbc.rxplugin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxconsole_static.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/librxvmplugin.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/crexx_native_compiler_style
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxpp
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/macsys.rexx
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxplatform_static.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxvector.rxplugin
-- Up-to-date: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/ui_ansi.rxbin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/mathlib.rexx
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxprecomp_static.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/librxbvml.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxas_test_flatten
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rx_treemap_static.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/address_argv_fixture
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rx_rxmath.rxplugin
-- Up-to-date: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/ui_catalog.rxbin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/librxvml.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rx_cipher_static.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxllama_static.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rexxscript.rxbin
-- Up-to-date: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/ui_contract.rxbin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rx_keyaccess_static.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxfnsl.rxbin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rx_rcc_provider.rxplugin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/crexx_native_libs
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/linein_stdin_harness
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rx_system_static.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rx_llist.rxplugin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxvme
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/classlib.rxbin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/platform_terminal_harness
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxvm_mc_decimal.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxvm_db_decimal.rxvmplugin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rx_recv390_static.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxfs_static.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxid_static.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/ui_gtk.rxbin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rx_stack.rxplugin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxseq
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/libdecnumber.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxvm_mc_decimal_manual.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxsqlite_address.rxbin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/syslib.rexx
-- Up-to-date: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/ui_terminal_view.rxbin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxstats.rxplugin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rx_hash.rxplugin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rx_arrays.rxplugin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/classlib_native.rxbin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxfloat.rxplugin
-- Up-to-date: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/ui.rxbin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rx_rxpa_session_failure.rxplugin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/test_rxgraph
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxsqlite.rxplugin
-- Up-to-date: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/ui_tui.rxbin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/test_rxspawn_posix_termination
-- Up-to-date: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/libcrexxsaa.dylib
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxcexits.rxbin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rx_rxtcp.rxplugin
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/librxaslib.a
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxdas
-- Installing: /tmp/crexx-s4-installed.NQTmfd/installed Ω/bin/rxvm_instrumented
