rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,1155000,5,1,7,candidate,"PARSEWORDS3_REG_REG_REG_REG(r1,r2,r3,r4) | SCOPY_REG_REG(r5,r1) | SCOPY_REG_REG(r6,r2) | SCOPY_REG_REG(r7,r3)","r1=R11;r2=R5;r3=R42;r4=R47;r5=R52;r6=R40;r7=R56","benchmark_rexxcps_levelb_opt",1328
85,231000,1,1,10,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | NULLN_REG_REG_REG(r5,r6,r7) | ITOS_REG(r8) | CONCAT_REG_STRING_REG(r9,c1,r8)","r1=R44;r2=R45;r3=R46;r4=R47;r5=R48;r6=R49;r7=R50;r8=R51;r9=R67;c1=string@34184","benchmark_rexxcps_levelb_opt",479
86,231000,1,1,12,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | NULLN_REG_REG_REG_REG(r5,r6,r7,r8) | NULLN_REG_REG_REG(r9,r10,r11) | ITOS_REG(r12)","r1=R2;r2=R0;r3=R42;r4=R43;r5=R44;r6=R45;r7=R46;r8=R47;r9=R48;r10=R49;r11=R50;r12=R51","benchmark_rexxcps_levelb_opt",474
87,231000,1,1,16,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | NULLN_REG_REG_REG_REG(r5,r6,r7,r8) | NULLN_REG_REG_REG_REG(r9,r10,r11,r12) | NULLN_REG_REG_REG_REG(r13,r14,r15,r16)","r1=R13;r2=R11;r3=R10;r4=R9;r5=R7;r6=R6;r7=R5;r8=R3;r9=R2;r10=R0;r11=R42;r12=R43;r13=R44;r14=R45;r15=R46;r16=R47","benchmark_rexxcps_levelb_opt",464
88,231000,1,1,6,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | SCOPY_REG_REG(r4,r5) | PARSEWORDS3D_REG_REG_REG_REG(r1,r2,r3,r4) | SCOPY_REG_REG(r6,r1)","r1=R0;r2=R1;r3=R2;r4=R3;r5=R28;r6=R8","benchmark_rexxcps_levelb_opt",1736
89,231000,1,1,8,candidate,"NUMSCI_INT_INT_INT(c1,c2,c3) | NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | SCOPY_REG_REG(r4,r5) | PARSEWORDS3D_REG_REG_REG_REG(r1,r2,r3,r4)","c1=int:9;c2=int:1;c3=int:2;r1=R0;r2=R1;r3=R2;r4=R3;r5=R28","benchmark_rexxcps_levelb_opt",1732
90,231000,1,1,8,candidate,"PARSEPOS2_REG_REG_REG_INT(r1,r2,r3,c1) | SCOPY_REG_REG(r4,r1) | SCOPY_REG_REG(r5,r2) | LOAD_REG_STRING(r6,c2)","r1=R13;r2=R6;r3=R46;c1=int:5;r4=R61;r5=R62;r6=R89;c2=string@76408","benchmark_rexxcps_levelb_opt",1252
91,231000,1,1,7,candidate,"PARSEWORDS3D_REG_REG_REG_REG(r1,r2,r3,r4) | SCOPY_REG_REG(r5,r1) | SCOPY_REG_REG(r6,r2) | SCOPY_REG_REG(r7,r3)","r1=R0;r2=R1;r3=R2;r4=R3;r5=R8;r6=R9;r7=R10","benchmark_rexxcps_levelb_opt",1744
92,231000,1,1,9,candidate,"SCOPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | BCF_ID_REG(c2,r3) | NULLN_REG_REG_REG_REG(r4,r5,r6,r7)","r1=R10;r2=R2;r3=R20;c1=int:1;c2=label@1803;r4=R12;r5=R13;r6=R14;r7=R15","benchmark_rexxcps_levelb_opt",1755
93,231000,1,1,8,candidate,"SCOPY_REG_REG(r1,r2) | LOAD_REG_STRING(r3,c1) | LOAD_REG_INT(r4,c2) | CALL_REG_FUNC_REG(r5,c3,r4)","r1=R62;r2=R6;r3=R89;c1=string@76408;r4=R88;c2=int:1;r5=R92;c3=func@76528","benchmark_rexxcps_levelb_opt",1260
94,231000,1,1,7,candidate,"SCOPY_REG_REG(r1,r2) | PARSEWORDS3D_REG_REG_REG_REG(r3,r4,r5,r1) | SCOPY_REG_REG(r6,r3) | SCOPY_REG_REG(r7,r4)","r1=R3;r2=R28;r3=R0;r4=R1;r5=R2;r6=R8;r7=R9","benchmark_rexxcps_levelb_opt",1741
95,231000,1,1,7,candidate,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | LOAD_REG_INT(r5,c1) | BCF_ID_REG(c2,r5)","r1=R9;r2=R1;r3=R10;r4=R2;r5=R20;c1=int:1;c2=label@1803","benchmark_rexxcps_levelb_opt",1752
96,231000,1,1,8,candidate,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | LOAD_REG_STRING(r5,c1) | LOAD_REG_INT(r6,c2)","r1=R61;r2=R13;r3=R62;r4=R6;r5=R89;c1=string@76408;r6=R88;c2=int:1","benchmark_rexxcps_levelb_opt",1257
97,231000,1,1,8,candidate,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | SCOPY_REG_REG(r5,r6) | BCTP_ID_REG(c1,r7)","r1=R55;r2=R7;r3=R40;r4=R0;r5=R59;r6=R45;c1=label@457;r7=R51","benchmark_rexxcps_levelb_opt",1393
98,231000,1,1,7,candidate,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | SCOPY_REG_REG(r5,r6) | BR_ID(c1)","r1=R16;r2=R12;r3=R17;r4=R13;r5=R18;r6=R14;c1=label@1761","benchmark_rexxcps_levelb_opt",1792
99,231000,1,1,8,candidate,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | SCOPY_REG_REG(r5,r6) | LOAD_REG_INT(r7,c1)","r1=R8;r2=R0;r3=R9;r4=R1;r5=R10;r6=R2;r7=R20;c1=int:1","benchmark_rexxcps_levelb_opt",1749
100,231000,1,1,7,candidate,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c1) | SETTP_REG_INT(r3,c1) | CALL4_REG_FUNC_REG_REG_REG_REG(r4,c2,r5,r1,r2,r3)","r1=R93;c1=int:256;r2=R94;r3=R95;r4=R89;c2=func@77280;r5=R92","benchmark_rexxcps_levelb_opt",1306
101,231000,1,1,5,candidate,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c1) | SETTP_REG_INT(r3,c1) | SETTP_REG_INT(r4,c1)","r1=R92;c1=int:256;r2=R93;r3=R94;r4=R95","benchmark_rexxcps_levelb_opt",1303
102,231000,1,1,7,candidate,"STEMSET_REG_REG_REG(r1,r2,r3) | ITOS_REG(r4) | CONCAT_REG_STRING_REG(r5,c1,r4) | STEMGET_REG_REG_REG(r6,r1,r5)","r1=R4;r2=R67;r3=R82;r4=R51;r5=R84;c1=string@34184;r6=R79","benchmark_rexxcps_levelb_opt",623
103,231000,1,1,7,candidate,"STRLEN_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | ISUB_REG_REG_REG(r4,r1,r3) | BGE_ID_REG_INT(c2,r4,c3)","r1=R79;r2=R78;r3=R77;c1=int:5;r4=R69;c2=label@545;c3=int:0","benchmark_rexxcps_levelb_opt",528
104,16504,4,1,6,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | IGT_REG_REG_REG(r3,r1,r2) | BRT_ID_REG(c3,r3)","r1=R32;c1=int:1;r2=R30;c2=int:100;r3=R29;c3=label@326","benchmark_rexxcps_levelb_opt",269
105,16501,2,2,8,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_INT(r3,c3) | LOAD_REG_INT(r4,c4)","r1=R41;c1=string@1272;r2=R40;c2=string@384;r3=R51;c3=int:1;r4=R63;c4=int:14","benchmark_rexxcps_levelb_opt",445
106,16500,1,1,8,candidate,"BCF_ID_REG(c1,r1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_STRING(r3,c3) | LOAD_REG_INT(r4,c4)","c1=label@1407;r1=R36;r2=R41;c2=string@1272;r3=R40;c3=string@384;r4=R51;c4=int:1","benchmark_rexxcps_levelb_opt",442
107,16500,1,1,7,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_STRING(r2,c3) | SEQ_REG_REG_STRING(r3,r2,c4)","c1=label@1165;r1=R89;r2=R41;c2=string@1272;c3=string@17088;r3=R91;c4=string@71512","benchmark_rexxcps_levelb_opt",1159
108,16500,1,1,9,candidate,"LOAD_REG_INT(r1,c1) | IGT_REG_REG_REG(r2,r3,r1) | BRT_ID_REG(c2,r2) | NULLN_REG_REG_REG_REG(r4,r5,r6,r7)","r1=R63;c1=int:14;r2=R64;r3=R51;c2=label@442;r4=R13;r5=R11;r6=R10;r7=R9","benchmark_rexxcps_levelb_opt",454
109,16500,1,1,7,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c3) | IGT_REG_REG_REG(r4,r2,r3)","r1=R40;c1=string@384;r2=R51;c2=int:1;r3=R63;c3=int:14;r4=R64","benchmark_rexxcps_levelb_opt",448
110,16500,1,1,6,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_STRING(r1,c2) | SEQ_REG_REG_STRING(r2,r1,c3) | BRF_ID_REG(c4,r2)","r1=R41;c1=string@1272;c2=string@17088;r2=R91;c3=string@71512;c4=label@1179","benchmark_rexxcps_levelb_opt",1162
111,16500,1,1,5,candidate,"SEQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_STRING(r2,c1) | LOAD_REG_STRING(r2,c3)","r1=R89;r2=R41;c1=string@1272;c2=label@1165;c3=string@17088","benchmark_rexxcps_levelb_opt",1155
112,6000,15,1,5,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BTOI_REG(r1) | ICOPY_REG_REG(r3,r1) | BR_ID(c2)","r1=R22;r2=R28;c1=int:1;r3=R21;c2=label@12875","trace",12864
113,6000,15,1,5,candidate,"LOAD_REG_INT(r1,c1) | STRPOS_REG_REG_REG(r1,r2,r3) | IEQ_REG_REG_INT(r4,r1,c1) | BTOI_REG(r4)","r1=R28;c1=int:1;r2=R27;r3=R25;r4=R22","trace",12857
114,6000,15,1,7,candidate,"LOAD_REG_STRING(r1,c1) | STRLEN_REG_REG(r2,r3) | STRLEN_REG_REG(r4,r1) | ILT_REG_REG_INT(r5,r2,c2)","r1=R25;c1=string@1505112;r2=R26;r3=R27;r4=R24;r5=R22;c2=int:2","trace",12824
115,6000,15,1,7,candidate,"NULLN_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r4,r5) | LOAD_REG_STRING(r6,c1) | STRLEN_REG_REG(r2,r4)","r1=R28;r2=R26;r3=R24;r4=R27;r5=R5;r6=R25;c1=string@1505112","trace",12817
116,6000,15,1,6,candidate,"SCOPY_REG_REG(r1,r2) | LOAD_REG_STRING(r3,c1) | STRLEN_REG_REG(r4,r1) | STRLEN_REG_REG(r5,r3)","r1=R27;r2=R5;r3=R25;c1=string@1505112;r4=R26;r5=R24","trace",12821
117,6000,15,1,7,candidate,"STRLEN_REG_REG(r1,r2) | STRLEN_REG_REG(r3,r4) | ILT_REG_REG_INT(r5,r1,c1) | BRF_ID_REG(c2,r5)","r1=R26;r2=R27;r3=R24;r4=R25;r5=R22;c1=int:2;c2=label@12845","trace",12827
118,6000,15,1,6,candidate,"STRPOS_REG_REG_REG(r1,r2,r3) | IEQ_REG_REG_INT(r4,r1,c1) | BTOI_REG(r4) | ICOPY_REG_REG(r5,r4)","r1=R28;r2=R27;r3=R25;r4=R22;c1=int:1;r5=R21","trace",12860
119,2200,4,2,6,candidate,"REQ_REG_REG_STRING(r1,r2,c1) | BRT_ID_REG(c2,r1) | REQ_REG_REG_STRING(r1,r2,c3) | BRT_ID_REG(c4,r1)","r1=R26;r2=R5;c1=string@1507432;c2=label@12968;c3=string@1507472;c4=label@12979","trace",12957
120,1600,3,2,7,candidate,"BRT_ID_REG(c1,r1) | REQ_REG_REG_STRING(r1,r2,c2) | BRT_ID_REG(c3,r1) | REQ_REG_REG_STRING(r3,r2,c4)","c1=label@12968;r1=R26;r2=R5;c2=string@1507472;c3=label@12979;r3=R25;c4=string@1507512","trace",12961
121,1600,3,2,8,candidate,"REQ_REG_REG_STRING(r1,r2,c1) | BRT_ID_REG(c2,r1) | REQ_REG_REG_STRING(r3,r2,c3) | BRTF_ID_ID_REG(c4,c5,r3)","r1=R26;r2=R5;c1=string@1507472;c2=label@12979;r3=R25;c3=string@1507512;c4=label@12985;c5=label@12990","trace",12964
122,834,4,3,7,candidate,"BRTPANDT_ID_REG_INT(c1,r1,c2) | LOAD_REG_STRING(r2,c3) | SETTP_REG_INT(r2,c4) | BR_ID(c5)","c1=label@31;r1=R15;c2=int:256;r2=R1;c3=string@314664;c4=int:0;c5=label@46","left",19
123,833,3,2,6,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRT_ID_REG(c2,r1) | IEQ_REG_REG_INT(r1,r2,c3) | BRF_ID_REG(c4,r1)","r1=R20;r2=R9;c1=int:76;c2=label@196;c3=int:66;c4=label@212","strip",185
124,833,5,2,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_STRING(r3,c2) | ILT_REG_REG_INT(r4,r5,c1)","r1=R0;c1=int:0;r2=R5;c2=string@28856;r3=R7;r4=R11;r5=R10","left",54
125,833,5,2,7,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_STRING(r2,c1) | ILT_REG_REG_INT(r3,r4,c2) | BRF_ID_REG(c3,r3)","r1=R5;c1=string@28856;r2=R7;r3=R11;r4=R10;c2=int:0;c3=label@73","left",57
126,832,4,1,8,candidate,"SCOPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | LOAD_REG_STRING(r4,c2) | LOAD_REG_INT(r5,c3)","r1=R17;r2=R5;r3=R19;c1=int:1;r4=R11;c2=string@314664;r5=R9;c3=int:0","trace",4278
127,817,4,2,7,candidate,"ILT_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | SETSTRPOS_REG_REG(r4,r5) | SUBSTRING_REG_REG_REG(r6,r4,r2)","r1=R11;r2=R10;r3=R9;c1=label@117;r4=R8;r5=R0;r6=R7","left",101
128,817,4,2,6,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_STRING(r3,c2) | LOAD_REG_STRING(r4,c2)","r1=R3;c1=int:0;r2=R0;r3=R5;c2=string@28856;r4=R7","left",51
129,816,3,1,6,candidate,"BRF_ID_REG(c1,r1) | SETSTRPOS_REG_REG(r2,r3) | SUBSTRING_REG_REG_REG(r4,r2,r5) | SCOPY_REG_REG(r1,r4)","c1=label@4362;r1=R20;r2=R17;r3=R12;r4=R16;r5=R19","trace",4347
130,816,3,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_INT(r3,c3) | LOAD_REG_INT(r4,c3)","r1=R19;c1=int:1;r2=R11;c2=string@314664;r3=R9;c3=int:0;r4=R12","trace",4281
131,816,3,1,7,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c2) | LOAD_REG_STRING(r4,c3)","r1=R11;c1=string@314664;r2=R9;c2=int:0;r3=R12;r4=R14;c3=string@28856","trace",4284
132,816,3,1,10,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | SCOPY_REG_REG(r5,r6) | LOAD_REG_INT(r7,c1) | LOAD_REG_STRING(r8,c2)","r1=R10;r2=R13;r3=R15;r4=R18;r5=R17;r6=R5;r7=R19;c1=int:1;r8=R11;c2=string@314664","trace",4273
133,809,13,1,5,candidate,"LOAD_REG_STRING(r1,c1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | SCOPY_REG_REG(r2,r1) | UNLINK_REG(r2)","r1=R4;c1=string@1505192;r2=R5;r3=R25;c2=int:10","trace",9186
134,606,9,1,6,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LOAD_REG_STRING(r2,c2) | LINKATTR1_REG_REG_INT(r3,r1,c3) | SCOPY_REG_REG(r3,r2)","r1=R25;c1=int:9;r2=R4;c2=string@1505192;r3=R5;c3=int:10","trace",9182
135,606,9,1,7,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LOAD_REG_STRING(r1,c3) | LINKATTR1_REG_REG_INT(r3,r2,c4)","r1=R4;c1=int:0;r2=R25;c2=int:9;c3=string@1505192;r3=R5;c4=int:10","trace",9179
136,600,1,1,8,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c3) | CALL_REG_FUNC_REG(r4,c4,r3)","c1=label@335;r1=R20;r2=R22;c2=int:0;r3=R21;c3=int:1;r4=R19;c4=func@1596800","time",310
137,600,1,1,7,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | REQ_REG_REG_STRING(r1,r3,c3) | BRF_ID_REG(c4,r1)","c1=label@205;r1=R16;r2=R13;c2=int:1;r3=R7;c3=string@1601040;c4=label@215","time",199
138,600,1,1,7,candidate,"BRT_ID_REG(c1,r1) | REQ_REG_REG_STRING(r1,r2,c2) | BRF_ID_REG(c3,r1) | LOAD_REG_INT(r3,c4)","c1=label@283;r1=R17;r2=R7;c2=string@942616;c3=label@351;r3=R19;c4=int:1","time",276
139,600,1,1,4,candidate,"FCOPY_REG_REG(r1,r2) | FDIV_REG_REG_FLOAT(r3,r1,c1) | FTOS_REG(r3) | RET_REG(r3)","r1=R18;r2=R16;r3=R22;c1=float@1601184","time",340
140,600,1,1,4,candidate,"ITOF_REG(r1) | FCOPY_REG_REG(r2,r1) | FDIV_REG_REG_FLOAT(r3,r2,c1) | FTOS_REG(r3)","r1=R16;r2=R18;r3=R22;c1=float@1601184","time",338
141,600,1,1,5,candidate,"LOAD_REG_FLOAT(r1,c1) | ITOF_REG(r2) | FCOPY_REG_REG(r1,r2) | FDIV_REG_REG_FLOAT(r3,r1,c2)","r1=R18;c1=float@458920;r2=R16;r3=R22;c2=float@1601184","time",335
142,600,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r2,c1) | REQ_REG_REG_STRING(r1,r3,c3)","r1=R16;c1=int:1;c2=label@205;r2=R13;r3=R7;c3=string@1601040","time",196
143,600,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | REQ_REG_REG_STRING(r2,r3,c2) | BRT_ID_REG(c3,r2) | REQ_REG_REG_STRING(r2,r3,c4)","r1=R13;c1=int:0;r2=R14;r3=R7;c2=string@1505232;c3=label@123;c4=string@1506584","time",109
144,600,1,1,7,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | SEQ_REG_REG_STRING(r3,r4,c1) | BRF_ID_REG(c3,r3)","r1=R7;c1=string@28856;r2=R1;c2=int:0;r3=R0;r4=R8;c3=label@49","time",31
145,600,1,1,8,candidate,"REQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3) | LOAD_REG_INT(r4,c4)","r1=R20;r2=R7;c1=string@942616;c2=label@335;r3=R22;c3=int:0;r4=R21;c4=int:1","time",306
146,600,1,1,10,candidate,"REQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3) | SWAPCALL_REG_FUNC_REG_REG_REG(r4,c4,r3,r5,r6)","r1=R17;r2=R7;c1=string@942616;c2=label@351;r3=R19;c3=int:1;r4=R16;c4=func@1596800;r5=R1;r6=R20","time",279
147,600,1,1,6,candidate,"REQ_REG_REG_STRING(r1,r2,c1) | BRT_ID_REG(c2,r1) | REQ_REG_REG_STRING(r1,r2,c3) | BRF_ID_REG(c4,r1)","r1=R17;r2=R7;c1=string@1110096;c2=label@283;c3=string@942616;c4=label@351","time",272
148,600,1,1,5,candidate,"SWAP_REG_REG(r1,r2) | LOAD_REG_FLOAT(r3,c1) | ITOF_REG(r4) | FCOPY_REG_REG(r3,r4)","r1=R1;r2=R22;r3=R18;c1=float@458920;r4=R16","time",332
149,600,1,1,7,candidate,"SWAP_REG_REG(r1,r2) | LOAD_REG_STRING(r3,c1) | LOAD_REG_INT(r4,c2) | SEQ_REG_REG_STRING(r5,r1,c1)","r1=R8;r2=R24;r3=R7;c1=string@28856;r4=R1;c2=int:0;r5=R0","time",28
150,599,1,1,5,candidate,"BEQ_ID_REG_INT(c1,r1,c2) | COPY_REG_REG(r2,r1) | ISUB_REG_REG_REG(r2,r2,r3) | RET_REG(r2)","c1=label@20;r1=R5;c2=int:0;r2=R1;r3=R3","/private/tmp/crexx-perf2-04.3k3Dfw/baseline-src/lib/rxfnsb/rxas/_elapsed",7
151,599,1,1,6,candidate,"BRF_ID_REG(c1,r1) | BEQ_ID_REG_INT(c2,r2,c3) | COPY_REG_REG(r1,r2) | ISUB_REG_REG_REG(r1,r1,r3)","c1=label@28;r1=R1;c2=label@20;r2=R5;c3=int:0;r3=R3","/private/tmp/crexx-perf2-04.3k3Dfw/baseline-src/lib/rxfnsb/rxas/_elapsed",4
152,599,1,1,7,candidate,"SEQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | BEQ_ID_REG_INT(c3,r3,c4) | COPY_REG_REG(r1,r3)","r1=R1;r2=R2;c1=string@2532536;c2=label@28;c3=label@20;r3=R5;c4=int:0","/private/tmp/crexx-perf2-04.3k3Dfw/baseline-src/lib/rxfnsb/rxas/_elapsed",0
153,418,3,3,7,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | BRTPANDT_ID_REG_INT(c3,r1,c4) | SCOPY_REG_REG(r2,r1) | BR_ID(c5)","c1=int:18;c2=int:1;c3=label@13;r1=R13;c4=int:512;r2=R8;c5=label@16","left",0
154,416,1,1,7,candidate,"BRF_ID_REG(c1,r1) | IEQ_REG_REG_INT(r2,r3,c2) | BRT_ID_REG(c3,r2) | IEQ_REG_REG_INT(r2,r3,c4)","c1=label@249;r1=R19;r2=R20;r3=R9;c2=int:76;c3=label@196;c4=int:66","strip",182
155,416,1,1,6,candidate,"BRF_ID_REG(c1,r1) | IEQ_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c2,r1) | RET_REG(r4)","c1=label@344;r1=R22;r2=R4;r3=R16;c2=label@349;r4=R15","strip",337
156,416,1,1,7,candidate,"BRF_ID_REG(c1,r1) | INE_REG_REG_INT(r1,r2,c2) | BRF_ID_REG(c3,r1) | INE_REG_REG_INT(r3,r2,c4)","c1=label@127;r1=R18;r2=R9;c2=int:84;c3=label@138;r3=R19;c4=int:66","strip",120
157,416,1,1,8,candidate,"BRF_ID_REG(c1,r1) | ISUB_REG_INT_REG(r2,c2,r3) | FNDNBLNK_REG_REG_REG(r4,r5,r2) | ILT_REG_REG_INT(r6,r4,c2)","c1=label@333;r1=R21;r2=R12;c2=int:0;r3=R16;r4=R6;r5=R15;r6=R20","strip",223
158,416,1,1,6,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | FNDNBLNK_REG_REG_REG(r3,r4,r2) | BGE_ID_REG_INT(c1,r3,c2)","c1=label@212;r1=R20;r2=R12;c2=int:0;r3=R14;r4=R15","strip",196
159,416,1,1,8,candidate,"BRT_ID_REG(c1,r1) | IEQ_REG_REG_INT(r1,r2,c2) | BRF_ID_REG(c3,r1) | ISUB_REG_INT_REG(r3,c4,r4)","c1=label@223;r1=R21;r2=R9;c2=int:66;c3=label@333;r3=R12;c4=int:0;r4=R16","strip",216
160,416,1,1,7,candidate,"BRT_ID_REG(c1,r1) | IEQ_REG_REG_INT(r1,r2,c2) | BRF_ID_REG(c3,r1) | LOAD_REG_INT(r3,c4)","c1=label@196;r1=R20;r2=R9;c2=int:66;c3=label@212;r3=R12;c4=int:0","strip",189
161,416,1,1,8,candidate,"GETANDTP_REG_REG_INT(r1,r2,c1) | LOAD_REG_STRING(r3,c2) | LOAD_REG_INT(r4,c3) | LOAD_REG_STRING(r5,c2)","r1=R2;r2=R0;c1=int:256;r3=R7;c2=string@28856;r4=R14;c3=int:0;r5=R11","strip",83
162,416,1,1,9,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | ISUB_REG_INT_REG(r3,c3,r4) | FNDNBLNK_REG_REG_REG(r5,r6,r3)","r1=R21;r2=R9;c1=int:66;c2=label@333;r3=R12;c3=int:0;r4=R16;r5=R6;r6=R15","strip",219
163,416,1,1,8,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3) | FNDNBLNK_REG_REG_REG(r4,r5,r3)","r1=R20;r2=R9;c1=int:66;c2=label@212;r3=R12;c3=int:0;r4=R14;r5=R15","strip",192
164,416,1,1,6,candidate,"INE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | INE_REG_REG_INT(r1,r2,c3) | BRF_ID_REG(c4,r1)","r1=R18;r2=R9;c1=int:76;c2=label@127;c3=int:84;c4=label@138","strip",116
165,416,1,1,8,candidate,"INE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | INE_REG_REG_INT(r3,r2,c3) | BRTF_ID_ID_REG(c4,c5,r3)","r1=R18;r2=R9;c1=int:84;c2=label@138;r3=R19;c3=int:66;c4=label@144;c5=label@147","strip",123
166,416,1,1,7,candidate,"ISUB_REG_INT_REG(r1,c1,r2) | FNDNBLNK_REG_REG_REG(r3,r4,r1) | ILT_REG_REG_INT(r5,r3,c1) | BRF_ID_REG(c2,r5)","r1=R12;c1=int:0;r2=R16;r3=R6;r4=R15;r5=R20;c2=label@243","strip",226
167,416,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2) | STRLEN_REG_REG(r3,r4) | IEQ_REG_REG_INT(r5,r3,c1)","r1=R14;c1=int:0;r2=R11;c2=string@28856;r3=R10;r4=R8;r5=R18","strip",90
168,416,1,1,7,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_STRING(r3,c1) | STRLEN_REG_REG(r4,r5)","r1=R7;c1=string@28856;r2=R14;c2=int:0;r3=R11;r4=R10;r5=R8","strip",87
169,416,1,1,7,candidate,"LOAD_REG_STRING(r1,c1) | STRLEN_REG_REG(r2,r3) | IEQ_REG_REG_INT(r4,r2,c2) | BRF_ID_REG(c3,r4)","r1=R11;c1=string@28856;r2=R10;r3=R8;r4=R18;c2=int:0;c3=label@109","strip",93
170,416,1,1,7,candidate,"NOT_REG_REG(r1,r2) | BRF_ID_REG(c1,r1) | IEQ_REG_REG_INT(r3,r4,c2) | BRT_ID_REG(c3,r3)","r1=R19;r2=R2;c1=label@249;r3=R20;r4=R9;c2=int:76;c3=label@196","strip",179
171,416,1,1,9,candidate,"NULLN_REG_REG(r1,r2) | GETANDTP_REG_REG_INT(r3,r4,c1) | LOAD_REG_STRING(r5,c2) | LOAD_REG_INT(r6,c3)","r1=R16;r2=R17;r3=R2;r4=R0;c1=int:256;r5=R7;c2=string@28856;r6=R14;c3=int:0","strip",80
172,416,1,1,11,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | NULLN_REG_REG(r5,r6) | GETANDTP_REG_REG_INT(r7,r8,c1) | LOAD_REG_STRING(r9,c2)","r1=R9;r2=R10;r3=R12;r4=R13;r5=R16;r6=R17;r7=R2;r8=R0;c1=int:256;r9=R7;c2=string@28856","strip",75
