Analysis of sampling smoke (pid 1654) every 1 millisecond
Process:         smoke [1654]
Path:            /private/var/folders/*/smoke
Load Address:    0x109fe8000
Identifier:      smoke
Version:         0
Code Type:       X86-64
Platform:        macOS
Parent Process:  Python [1287]
Target Type:     live task

Date/Time:       2026-09-15 20:03:54.595 +0000
Launch Time:     2026-09-15 20:00:54.069 +0000
OS Version:      macOS 15.7.9 (24G830)
Report Version:  7
Analysis Tool:   /usr/bin/sample

Physical footprint:         39.6M
Physical footprint (peak):  52.6M
Idle exit:                  untracked
----

Call graph:
    2403 Thread_8530   DispatchQueue_1: com.apple.main-thread  (serial)
    + 2403 start  (in dyld) + 3056  [0x7ff81b5e1530]
    0x7ff8277b2000 -     0x7ff8277e98e7  com.apple.CoreSVG (1.0 - 341) <E76822DC-3534-36CF-847C-6F95708B49A1> /System/Library/PrivateFrameworks/CoreSVG.framework/Versions/A/CoreSVG
    0x7ff8277ea000 -     0x7ff827b839c6  com.apple.ImageIO (3.3.0 - GlowSecurityCheerg) <6BDC5BE5-FB81-3A8A-93BA-A1A1124AF123> /System/Library/Frameworks/ImageIO.framework/Versions/A/ImageIO
    0x7ff827b84000 -     0x7ff827f9b52c  com.apple.CoreImage (19.0.0 - 1510.140.2) <5F51662F-6F4A-3839-B40D-03B522B74296> /System/Library/Frameworks/CoreImage.framework/Versions/A/CoreImage
    0x7ff827f9c000 -     0x7ff8280563d2  com.apple.MetalPerformanceShaders.MPSCore (1.0 - 1) <10A466A0-40C5-3821-A5D0-F538A685301B> /System/Library/Frameworks/MetalPerformanceShaders.framework/Versions/A/Frameworks/MPSCore.framework/Versions/A/MPSCore
    0x7ff828057000 -     0x7ff82805a8df  libsystem_configuration.dylib (1351.140.5.701.1) <089D8E94-8380-3301-8CA3-D353E2665EA6> /usr/lib/system/libsystem_configuration.dylib
    0x7ff82805b000 -     0x7ff828061887  libsystem_sandbox.dylib (2401.140.15.704.1) <15B816AF-6998-33AF-925D-682CFC45B539> /usr/lib/system/libsystem_sandbox.dylib
    0x7ff828062000 -     0x7ff828062e88  com.apple.AggregateDictionary (1.0 - 1) <C4537134-5532-36D5-A66E-AEF4EF65B48D> /System/Library/PrivateFrameworks/AggregateDictionary.framework/Versions/A/AggregateDictionary
    0x7ff828063000 -     0x7ff828067393  com.apple.AppleSystemInfo (3.1.5 - 3.1.5) <DC3E3293-1FBC-39A4-834E-B5F6711C854F> /System/Library/PrivateFrameworks/AppleSystemInfo.framework/Versions/A/AppleSystemInfo
    0x7ff828068000 -     0x7ff8280691cb  liblangid.dylib (140) <AD0F42B2-0BB3-3BC4-AC8E-3796D82C9D8D> /usr/lib/liblangid.dylib
    0x7ff82806a000 -     0x7ff828177df1  com.apple.CoreNLP (1.0 - 313) <93BB07D1-5F92-317B-BE43-11DB12DC06F5> /System/Library/PrivateFrameworks/CoreNLP.framework/Versions/A/CoreNLP
    0x7ff828178000 -     0x7ff82817dd1e  com.apple.LinguisticData (1.0 - 483.10) <E67B566B-3691-3002-9D81-B79FFAAE95A3> /System/Library/PrivateFrameworks/LinguisticData.framework/Versions/A/LinguisticData
    0x7ff82817e000 -     0x7ff828c9f167  libBNNS.dylib (1497.120.5) <12936F97-7E22-316E-B88D-7AEA1108CF6F> /System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libBNNS.dylib
    0x7ff828ca0000 -     0x7ff828e6bc87  libvDSP.dylib (1068.100.12) <717A2DC6-12CD-3C4B-A6A9-E8D739E925DD> /System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libvDSP.dylib
    0x7ff828e6c000 -     0x7ff828e9d0f9  com.apple.CoreEmoji (1.0 - 239.218) <9FB5EED5-8696-3E64-BD95-27622A3470C1> /System/Library/PrivateFrameworks/CoreEmoji.framework/Versions/A/CoreEmoji
    0x7ff828e9e000 -     0x7ff828eadc4f  com.apple.IOMobileFramebuffer (343.0.0 - 343.0.0) <D3C761C1-F053-3451-9945-074A238532B7> /System/Library/PrivateFrameworks/IOMobileFramebuffer.framework/Versions/A/IOMobileFramebuffer
    0x7ff828f2a000 -     0x7ff8290a336a  com.apple.CoreUtils (7.9 - 790.22) <249A1C85-683B-3A4F-9986-2370A11B36A5> /System/Library/PrivateFrameworks/CoreUtils.framework/Versions/A/CoreUtils
    0x7ff8290a4000 -     0x7ff8290beb3b  com.apple.MobileKeyBag (2.0 - 1.0) <898D048D-9C23-33FA-81D3-56DCFF091A6C> /System/Library/PrivateFrameworks/MobileKeyBag.framework/Versions/A/MobileKeyBag
    0x7ff8290bf000 -     0x7ff8290cbdd3  com.apple.AssertionServices (1.0 - 961.100.17) <15ECABC6-B79B-3761-B36C-C1A603C13C27> /System/Library/PrivateFrameworks/AssertionServices.framework/Versions/A/AssertionServices
    0x7ff8290cc000 -     0x7ff829155fcc  com.apple.securityfoundation (6.0 - 55290) <0E7E0378-7CF7-3012-8FA0-B815B5997D90> /System/Library/Frameworks/SecurityFoundation.framework/Versions/A/SecurityFoundation
    0x7ff829156000 -     0x7ff82918211b  com.apple.coreservices.BackgroundTaskManagement (1.0 - 104) <25E6CE9B-1445-3568-8B41-C554BD1C5D3A> /System/Library/PrivateFrameworks/BackgroundTaskManagement.framework/Versions/A/BackgroundTaskManagement
    0x7ff82918d000 -     0x7ff82918fbfb  libquarantine.dylib (181.120.2.700.1) <84F783CB-DFFA-391C-B97A-AE7D8F5C2E17> /usr/lib/system/libquarantine.dylib
    0x7ff829190000 -     0x7ff829199c87  libCheckFix.dylib (33) <75372FE1-5C2C-3E96-8656-42D9B2FD0DB1> /usr/lib/libCheckFix.dylib
    0x7ff82919a000 -     0x7ff8291b1acf  libcoretls.dylib (186) <EE0B5BAB-BFAF-34AC-9725-73147C68CCA2> /usr/lib/libcoretls.dylib
    0x7ff8291b2000 -     0x7ff8291c189f  libbsm.0.dylib (89) <8B280E84-AC15-3625-A43D-30FD7FDC35FD> /usr/lib/libbsm.0.dylib
    0x7ff8291c2000 -     0x7ff82921cfff  libmecab.dylib (1093.502) <ADF81706-B303-30BB-973F-F770D2390A6E> /usr/lib/libmecab.dylib
    0x7ff82921d000 -     0x7ff82921f637  libgermantok.dylib (31) <92037D73-B90E-3713-AC55-23AA87B516D5> /usr/lib/libgermantok.dylib
    0x7ff829220000 -     0x7ff829235b8e  libLinearAlgebra.dylib (1545) <29634AFF-FA57-3A70-A0C5-0879483CDA54> /System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libLinearAlgebra.dylib
    0x7ff829236000 -     0x7ff82954be9a  com.apple.MetalPerformanceShaders.MPSNeuralNetwork (1.0 - 1) <FDDFE791-05FC-32D0-AB68-7E71E67C04D0> /System/Library/Frameworks/MetalPerformanceShaders.framework/Versions/A/Frameworks/MPSNeuralNetwork.framework/Versions/A/MPSNeuralNetwork
    0x7ff82954c000 -     0x7ff8295ae755  com.apple.MetalPerformanceShaders.MPSRayIntersector (1.0 - 1) <E48EBA1E-F142-3D87-B117-C830CED19A4C> /System/Library/Frameworks/MetalPerformanceShaders.framework/Versions/A/Frameworks/MPSRayIntersector.framework/Versions/A/MPSRayIntersector
    0x7ff829796000 -     0x7ff8297d4607  com.apple.MetalPerformanceShaders.MPSMatrix (1.0 - 1) <ED86B85F-E0C6-3903-AFEF-69999A2F8801> /System/Library/Frameworks/MetalPerformanceShaders.framework/Versions/A/Frameworks/MPSMatrix.framework/Versions/A/MPSMatrix
    0x7ff8297d5000 -     0x7ff8299633b9  com.apple.MetalPerformanceShaders.MPSNDArray (1.0 - 1) <9F26F8F9-D939-3B47-99BF-2A0CCE51AB6B> /System/Library/Frameworks/MetalPerformanceShaders.framework/Versions/A/Frameworks/MPSNDArray.framework/Versions/A/MPSNDArray
    0x7ff829964000 -     0x7ff829a0888a  com.apple.MetalPerformanceShaders.MPSImage (1.0 - 1) <24E83A8B-DFD5-3B66-AD0D-7C2CA53A6281> /System/Library/Frameworks/MetalPerformanceShaders.framework/Versions/A/Frameworks/MPSImage.framework/Versions/A/MPSImage
    0x7ff829a09000 -     0x7ff829a1391f  com.apple.AppleFSCompression (170 - 1.0) <E1C8CABE-C4BD-3195-B4C2-884B2E34FDAF> /System/Library/PrivateFrameworks/AppleFSCompression.framework/Versions/A/AppleFSCompression
    0x7ff829a14000 -     0x7ff829a2231f  libbz2.1.0.dylib (46) <ECA1BA98-3CD5-3051-9127-0EDD5C6CE88D> /usr/lib/libbz2.1.0.dylib
    0x7ff829a23000 -     0x7ff829a2997f  libsystem_coreservices.dylib (178.6.9) <04CA181A-0317-32C7-ADC7-72616E435EFB> /usr/lib/system/libsystem_coreservices.dylib
    0x7ff829a2a000 -     0x7ff829a560bb  com.apple.CoreServices.OSServices (1141.1 - 1141.1) <DB80F8D7-387F-3782-9628-A8F4D8BAD465> /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/OSServices.framework/Versions/A/OSServices
    0x7ff829dda000 -     0x7ff829deddab  libz.1.dylib (98.0.0.700.1) <A1193CB3-6445-3CCC-A4BA-CBC6AA01FD94> /usr/lib/libz.1.dylib
    0x7ff829dee000 -     0x7ff829e5b43f  libsystem_m.dylib (3291.100.4) <D8DB5677-D67F-3CD6-B0AB-71CA39BDAA0A> /usr/lib/system/libsystem_m.dylib
    0x7ff829e5c000 -     0x7ff829e5cb9b  libcharset.1.dylib (109.100.2.701.1) <EDDECB16-D73D-3C5D-AEB1-820E2AAD9D32> /usr/lib/libcharset.1.dylib
    0x7ff829e5d000 -     0x7ff829e605c7  libmacho.dylib (1024.3) <DC79A644-E79E-3F74-AF02-E4EC6970ECA3> /usr/lib/system/libmacho.dylib
    0x7ff829e61000 -     0x7ff829e77413  libkxld.dylib (11417.140.69.711.44) <6110717F-9C8B-39C7-9203-B6083F1A197E> /usr/lib/system/libkxld.dylib
    0x7ff829e78000 -     0x7ff829e8433f  libcommonCrypto.dylib (600035) <4DC97572-8957-3E35-91D6-B871A2D97B18> /usr/lib/system/libcommonCrypto.dylib
    0x7ff829e85000 -     0x7ff829e8d6ef  libunwind.dylib (1900.125) <BC907228-2952-3EE1-98FA-55191C0B9DA7> /usr/lib/system/libunwind.dylib
    0x7ff829e8e000 -     0x7ff829e95707  liboah.dylib (349) <A2D5AB2A-02FB-3E33-8433-D16A5CF209CA> /usr/lib/liboah.dylib
    0x7ff829e96000 -     0x7ff829ea185f  libcopyfile.dylib (224.0.0.700.1) <669DA8DA-8327-3D3D-9A86-08C535D01426> /usr/lib/system/libcopyfile.dylib
    0x7ff829ea2000 -     0x7ff829ea99cf  libcompiler_rt.dylib (103.3) <D2ED00EF-50D8-3C85-9F87-657F2F40C72E> /usr/lib/system/libcompiler_rt.dylib
    0x7ff829eaa000 -     0x7ff829eae76b  libsystem_collections.dylib (1698.140.3.705.1) <9C755C4F-349F-3B47-BC89-83132FA54C77> /usr/lib/system/libsystem_collections.dylib
    0x7ff829eaf000 -     0x7ff829eb1ef7  libsystem_secinit.dylib (153.140.2) <44080C2A-259C-3E2E-B260-BBFAA381A9CB> /usr/lib/system/libsystem_secinit.dylib
    0x7ff829eb2000 -     0x7ff829eb4727  libremovefile.dylib (81) <B97DBF02-2EA5-36FC-8891-424EC4D8BA67> /usr/lib/system/libremovefile.dylib
    0x7ff829eb5000 -     0x7ff829eb5b47  libkeymgr.dylib (31) <D324A0E6-D224-35C7-87CD-D5DAF27170D5> /usr/lib/system/libkeymgr.dylib
    0x7ff829eb6000 -     0x7ff829ebe55f  libsystem_dnssd.dylib (2600.140.3.703.3) <CD688EE0-40FC-3C23-B8CA-2D0224B44C77> /usr/lib/system/libsystem_dnssd.dylib
    0x7ff829ebf000 -     0x7ff829ec4003  libcache.dylib (95) <AD3F4A9E-4CF4-33CC-9D6B-093E3B4BAC01> /usr/lib/system/libcache.dylib
    0x7ff829ec5000 -     0x7ff829ec6a8b  libSystem.B.dylib (1351) <1317B5A4-98B3-31DD-8261-3C2AF7AEC2C2> /usr/lib/libSystem.B.dylib
    0x7ff829ec7000 -     0x7ff829ec91bb  libfakelink.dylib (5) <4E2C34AA-1E56-38B3-AFD9-DCEEB4EABB9A> /usr/lib/libfakelink.dylib
    0x7ff829eca000 -     0x7ff829eca933  com.apple.SoftLinking (1.0 - 65) <F2213277-70ED-3D0A-A412-98FE6F362B78> /System/Library/PrivateFrameworks/SoftLinking.framework/Versions/A/SoftLinking
    0x7ff829f01000 -     0x7ff829f07af7  libiconv.2.dylib (109.100.2.701.1) <4BF3E4C4-A284-325C-865E-CE1723B24D32> /usr/lib/libiconv.2.dylib
    0x7ff829f19000 -     0x7ff829ff41f7  libarchive.2.dylib (151.140.2.704.3) <D429A987-AB74-3EBA-8C47-DF5937BDA2ED> /usr/lib/libarchive.2.dylib
    0x7ff829ff5000 -     0x7ff82a04ca77  com.apple.SearchKit (1.4.2 - 1.4.2) <12ECAAC8-8900-380F-A921-2BC930431387> /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/SearchKit.framework/Versions/A/SearchKit
    0x7ff82a04d000 -     0x7ff82a05484b  libThaiTokenizer.dylib (28) <BD862B02-7616-3F1B-95B5-D20EF1F377E7> /usr/lib/libThaiTokenizer.dylib
    0x7ff82a055000 -     0x7ff82a076be7  com.apple.applesauce (1.0 - 16.62) <6BA58172-0C9F-31D3-9BED-73D7DA909773> /System/Library/PrivateFrameworks/AppleSauce.framework/Versions/A/AppleSauce
    0x7ff82a077000 -     0x7ff82a091947  libapple_nghttp2.dylib (29) <7CC6CD17-EA15-3C32-A451-3A1D44386C0B> /usr/lib/libapple_nghttp2.dylib
    0x7ff82a092000 -     0x7ff82a0bbabf  libSparseBLAS.dylib (1545) <8B6DB6F0-F365-3001-9014-C066CA1765C4> /System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libSparseBLAS.dylib
    0x7ff82a0bc000 -     0x7ff82a0bd411  com.apple.MetalPerformanceShaders.MetalPerformanceShaders (1.0 - 1) <7AC862E8-8A41-34C5-9C55-A3087E63FB17> /System/Library/Frameworks/MetalPerformanceShaders.framework/Versions/A/MetalPerformanceShaders
    0x7ff82a0be000 -     0x7ff82a0c3a7f  libpam.2.dylib (34) <56A50B7C-654C-30A2-968F-079A2CA3FEB5> /usr/lib/libpam.2.dylib
    0x7ff82a0c4000 -     0x7ff82a1a37ef  libcompression.dylib (181.100.1) <4A221A17-5E37-3704-9D8C-D103C4129F7D> /usr/lib/libcompression.dylib
    0x7ff82a1a4000 -     0x7ff82a1a93bf  libQuadrature.dylib (8) <29775A70-474D-3BDF-B872-95CAD43EA4B2> /System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libQuadrature.dylib
    0x7ff82a1aa000 -     0x7ff82b607daf  libLAPACK.dylib (1545) <82F14ACC-7F8F-3D2C-A13A-C485B549C67A> /System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libLAPACK.dylib
    0x7ff82b608000 -     0x7ff82b655cf6  com.apple.DictionaryServices (1.2 - 368.203) <8301122E-0C5E-3BBA-8701-C9CF330FB976> /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/DictionaryServices.framework/Versions/A/DictionaryServices
    0x7ff82b656000 -     0x7ff82b6752ff  liblzma.5.dylib (20) <E9E11147-0098-32DB-B3A4-1A6AD81690EB> /usr/lib/liblzma.5.dylib
    0x7ff82b676000 -     0x7ff82b677507  libcoretls_cfhelpers.dylib (186) <BED4490D-5E41-3383-B222-AE438D8241FC> /usr/lib/libcoretls_cfhelpers.dylib
    0x7ff82b678000 -     0x7ff82b6f02d7  com.apple.APFS (2332.140.13 - 2332.140.13) <2103F91F-BD88-3ED5-8759-03F8F58C8A3E> /System/Library/PrivateFrameworks/APFS.framework/Versions/A/APFS
    0x7ff82b6f1000 -     0x7ff82b6fecdf  libxar.1.dylib (501.0.0.700.1) <9D5B53F9-30E9-3D1E-BA50-0E7A8BD31917> /usr/lib/libxar.1.dylib
    0x7ff82b6ff000 -     0x7ff82b7021cf  libutil.dylib (72) <89389651-D637-31CE-BAC7-3B1FFE8933F2> /usr/lib/libutil.dylib
    0x7ff82b703000 -     0x7ff82b72c7bf  libxslt.1.dylib (21.11.1) <795EACBF-2E4A-3296-9D9A-26A3BC7B29F6> /usr/lib/libxslt.1.dylib
    0x7ff82b734000 -     0x7ff82b8a7b07  libvMisc.dylib (1068.100.12) <D4FC3815-D34F-313D-A151-A3009F07A932> /System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libvMisc.dylib
    0x7ff82b8a8000 -     0x7ff82b93dd93  libate.dylib (3.0.9) <B1D0409B-A196-3414-9D01-00613EE5C068> /usr/lib/libate.dylib
    0x7ff82b93e000 -     0x7ff82b946187  libIOReport.dylib (107) <831C09AF-30ED-317E-9927-DCC51AB5471B> /usr/lib/libIOReport.dylib
    0x7ff82b947000 -     0x7ff82b9595b1  com.apple.CrashReporterSupport (10.13 - 15131) <08B73FE9-4B7B-337F-921F-DFFBDBA2F6EE> /System/Library/PrivateFrameworks/CrashReporterSupport.framework/Versions/A/CrashReporterSupport
    0x7ff82ba9a000 -     0x7ff82badc4f0  com.apple.pluginkit.framework (1.0 - 1) <D7C8932C-2B63-3FBF-AB6A-CF26E4E997B1> /System/Library/PrivateFrameworks/PlugInKit.framework/Versions/A/PlugInKit
    0x7ff82bb5c000 -     0x7ff82bba9317  com.apple.AppleVAFramework (6.2.10 - 6.2.10) <A406AD3D-20A0-3EC0-8653-5096F5D65B7D> /System/Library/PrivateFrameworks/AppleVA.framework/Versions/A/AppleVA
    0x7ff82bbaa000 -     0x7ff82bbc5fb3  libexpat.1.dylib (43.0.0.702.1) <2DE73E7C-1A1D-3D7F-8261-D3775E7A1997> /usr/lib/libexpat.1.dylib
    0x7ff82bbc6000 -     0x7ff82bbce583  libheimdal-asn1.dylib (693.140.2.701.1) <8712ADBB-98B7-34EE-858B-3B2D13F24A11> /usr/lib/libheimdal-asn1.dylib
    0x7ff82bbcf000 -     0x7ff82bc1b8e2  com.apple.IconFoundation (493 - 493) <0AF56901-51AB-35C6-B7E4-1B67F8864F8E> /System/Library/PrivateFrameworks/IconFoundation.framework/Versions/A/IconFoundation
    0x7ff82bc1c000 -     0x7ff82bcb22b6  com.apple.IconServices (493 - 493) <639DB5F5-B3B1-3379-B5DD-A06E4E17F953> /System/Library/PrivateFrameworks/IconServices.framework/Versions/A/IconServices
    0x7ff82bcb3000 -     0x7ff82bd5191a  com.apple.MediaExperience (1.0 - 1) <98AAE34A-9645-30BB-A19B-24C34CF6E222> /System/Library/PrivateFrameworks/MediaExperience.framework/Versions/A/MediaExperience
    0x7ff82bd7c000 -     0x7ff82bd8a5eb  com.apple.GraphVisualizer (1.0 - 120.1) <B2CE7FC6-BA6E-3912-829E-DD8828487EC8> /System/Library/PrivateFrameworks/GraphVisualizer.framework/Versions/A/GraphVisualizer
    0x7ff82bd8b000 -     0x7ff82bdd0f9b  com.apple.OTSVG (1.0 - 844.20.0.2) <CBF98BAF-EEC3-3DA0-B261-28921FA0DF1C> /System/Library/PrivateFrameworks/OTSVG.framework/Versions/A/OTSVG
    0x7ff82bdd1000 -     0x7ff82bddb116  com.apple.xpc.AppServerSupport (1.0 - 2894.140.12.705.2) <76785338-5D0C-3EC7-ADAF-94A4D1899119> /System/Library/PrivateFrameworks/AppServerSupport.framework/Versions/A/AppServerSupport
    0x7ff82bddc000 -     0x7ff82bde23fa  libspindump.dylib (383.17) <B281F1EB-B79D-376C-AA4B-A7FD31097C7B> /usr/lib/libspindump.dylib
    0x7ff82bde3000 -     0x7ff82be8e5e2  com.apple.Heimdal (4.0 - 2.0) <ED55F68B-6D3B-3D98-9721-7B24A88F3510> /System/Library/PrivateFrameworks/Heimdal.framework/Versions/A/Heimdal
    0x7ff82c0ed000 -     0x7ff82c1392a7  com.apple.AppleJPEG (1.0 - 1) <52DBB655-E87B-3133-B00B-14E505678BC1> /System/Library/PrivateFrameworks/AppleJPEG.framework/Versions/A/AppleJPEG
    0x7ff82c13a000 -     0x7ff82c2267b7  libJP2.dylib (2661.8.3.0.5) <A5F61522-0EB9-3E27-A0FA-11F18A958E33> /System/Library/Frameworks/ImageIO.framework/Versions/A/Resources/libJP2.dylib
    0x7ff82c227000 -     0x7ff82c2289f7  com.apple.WatchdogClient.framework (1.0 - 299.140.5) <BE59787C-568D-3DE9-B66F-D2736773CDA9> /System/Library/PrivateFrameworks/WatchdogClient.framework/Versions/A/WatchdogClient
    0x7ff82c229000 -     0x7ff82c26cd23  com.apple.MultitouchSupport.framework (8440.6 - 8440.6) <683BAF4C-204A-3684-8387-7D180DF0CC75> /System/Library/PrivateFrameworks/MultitouchSupport.framework/Versions/A/MultitouchSupport
    0x7ff82c26d000 -     0x7ff82c86d7a7  com.apple.VideoToolbox (1.0 - 3235.14.105.6) <802AECEC-8FAF-3AAA-B46B-5A67A359E6B3> /System/Library/Frameworks/VideoToolbox.framework/Versions/A/VideoToolbox
    0x7ff82c86e000 -     0x7ff82c8a2c57  libAudioToolboxUtility.dylib (1456.714) <63FFF77E-68D0-3B0C-9C70-F326ED1CAB8A> /usr/lib/libAudioToolboxUtility.dylib
    0x7ff82c8a3000 -     0x7ff82c8ceeef  libPng.dylib (2661.8.3.0.5) <0129CF76-230E-3829-86D9-D30F30B40E30> /System/Library/Frameworks/ImageIO.framework/Versions/A/Resources/libPng.dylib
    0x7ff82c8cf000 -     0x7ff82c93788f  libTIFF.dylib (2661.8.3.0.5) <702A5350-468A-340E-872F-91D9A4CF65E9> /System/Library/Frameworks/ImageIO.framework/Versions/A/Resources/libTIFF.dylib
    0x7ff82c938000 -     0x7ff82c953b77  com.apple.IOPresentment (67 - 67) <01C680FE-FE95-39E8-B1B9-77A9D1BB97D2> /System/Library/PrivateFrameworks/IOPresentment.framework/Versions/A/IOPresentment
    0x7ff82c954000 -     0x7ff82c95a6cf  com.apple.GPUWrangler (8.1.10 - 8.1.10) <115723D0-EBC8-374D-988D-889ADA1ABA97> /System/Library/PrivateFrameworks/GPUWrangler.framework/Versions/A/GPUWrangler
    0x7ff82c95b000 -     0x7ff82c95dcd7  libRadiance.dylib (2661.8.3.0.5) <3F2AAC2E-E949-3BE1-A364-82AA20AB9309> /System/Library/Frameworks/ImageIO.framework/Versions/A/Resources/libRadiance.dylib
    0x7ff82c95e000 -     0x7ff82c963157  com.apple.DSExternalDisplay (3.1 - 380) <F2CF156C-3B0C-3344-B062-E83F53F14974> /System/Library/PrivateFrameworks/DSExternalDisplay.framework/Versions/A/DSExternalDisplay
    0x7ff82c964000 -     0x7ff82c995517  libJPEG.dylib (2661.8.3.0.5) <3D391E7B-16CB-3726-8A97-9FDEFD43A3F0> /System/Library/Frameworks/ImageIO.framework/Versions/A/Resources/libJPEG.dylib
    0x7ff82c996000 -     0x7ff82c9c4127  com.apple.ATSUI (1.0 - 1) <9EF77F47-9685-368A-9A35-5CD8BE7F60F0> /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/ATSUI.framework/Versions/A/ATSUI
    0x7ff82c9c5000 -     0x7ff82c9ca49f  libGIF.dylib (2661.8.3.0.5) <C0C917D9-DE6A-3D44-B0DB-85E22ECB2C93> /System/Library/Frameworks/ImageIO.framework/Versions/A/Resources/libGIF.dylib
    0x7ff82c9cb000 -     0x7ff82c9d9d83  com.apple.CMCaptureCore (1.0 - 587.140.11.0.1) <94E2E6D5-4FFB-3D0C-B0E7-8A0B9ED1D4D7> /System/Library/PrivateFrameworks/CMCaptureCore.framework/Versions/A/CMCaptureCore
    0x7ff82c9da000 -     0x7ff82ca4c96b  com.apple.print.framework.PrintCore (19 - 592.5) <B4AB04CD-742B-32C1-B27C-D4FDF83BFF67> /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/PrintCore.framework/Versions/A/PrintCore
    0x7ff82ca4d000 -     0x7ff82cb0a8b1  com.apple.TextureIO (3.10.11 - 3.10.11) <6517D1C6-983D-3B54-AAF8-92356923B6EB> /System/Library/PrivateFrameworks/TextureIO.framework/Versions/A/TextureIO
    0x7ff82cb0b000 -     0x7ff82ce12f78  com.apple.InternationalSupport (1.0 - 74) <7D562275-47A0-3C52-9221-8573D8C844A3> /System/Library/PrivateFrameworks/InternationalSupport.framework/Versions/A/InternationalSupport
    0x7ff82ce13000 -     0x7ff82ce5955b  com.apple.datadetectorscore (8.0 - 801.2) <6171BD25-16DF-3DC8-B857-8B53E021D47A> /System/Library/PrivateFrameworks/DataDetectorsCore.framework/Versions/A/DataDetectorsCore
    0x7ff82ce5a000 -     0x7ff82cec8a36  com.apple.UserActivity (551 - 551) <E10B9704-40DC-37E4-B6A9-CFF8AD9BDAE9> /System/Library/PrivateFrameworks/UserActivity.framework/Versions/A/UserActivity
    0x7ff82d88c000 -     0x7ff82d903f8f  libusrtcp.dylib (4277.140.33.703.1) <41A1D8B4-0B06-3925-A2A5-DD19C19245A4> /usr/lib/libusrtcp.dylib
    0x7ff82d904000 -     0x7ff82ddd5ff7  libswiftCore.dylib (6.1.2 - 6.1.2.1.101) <508F504F-B9B6-3FD6-B157-75204D9B428C> /usr/lib/swift/libswiftCore.dylib
    0x7ff82de83000 -     0x7ff82dec3232  libSessionUtility.dylib (321.702) <7240D8F0-D079-3135-824A-3F4C1DA4DD0E> /System/Library/PrivateFrameworks/AudioSession.framework/libSessionUtility.dylib
    0x7ff82dec4000 -     0x7ff82e061e0f  com.apple.audio.toolbox.AudioToolbox (1.14 - 1.14) <BCA1ED62-147E-38C9-9558-5D01BF627F18> /System/Library/Frameworks/AudioToolbox.framework/Versions/A/AudioToolbox
    0x7ff82e062000 -     0x7ff82e0bbdd6  com.apple.audio.AudioSession (1.0 - 321.702) <02B5C9DF-9141-3DDA-AFEF-786B7A19E104> /System/Library/PrivateFrameworks/AudioSession.framework/Versions/A/AudioSession
    0x7ff82e0bc000 -     0x7ff82e0d3cbb  libAudioStatistics.dylib (235.601) <80429941-8DA4-3963-9BDB-628D09E444FE> /usr/lib/libAudioStatistics.dylib
    0x7ff82e0d4000 -     0x7ff82e0fdc46  com.apple.speech.synthesis.framework (9.2.22 - 9.2.22) <C48BC957-285C-3F9D-9657-11C42B2F25D9> /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/SpeechSynthesis.framework/Versions/A/SpeechSynthesis
    0x7ff82e0fe000 -     0x7ff82e1407f6  com.apple.ApplicationServices.ATS (377 - 580.20.0.2) <524E6C25-D3D5-36E0-8956-2E6059B22694> /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/ATS.framework/Versions/A/ATS
    0x7ff82e141000 -     0x7ff82e15d62f  libresolv.9.dylib (91) <86E1A133-A1A2-381D-9F67-2F4938764A0A> /usr/lib/libresolv.9.dylib
    0x7ff82e15e000 -     0x7ff82e1703f7  libsasl2.2.dylib (215) <F3217513-E91A-3C05-AE29-B10315936697> /usr/lib/libsasl2.2.dylib
    0x7ff82e358000 -     0x7ff82e438167  libSMC.dylib (38) <E1E62736-402D-3C99-96D2-B9E7CBD4DD3B> /usr/lib/libSMC.dylib
    0x7ff82e439000 -     0x7ff82e49b8c7  libcups.2.dylib (513.9.4) <B08BC8FB-D800-3FF8-AC2F-B41B884C2FDD> /usr/lib/libcups.2.dylib
    0x7ff82e49c000 -     0x7ff82e4a6a6b  com.apple.NetAuth (6.2 - 6.2) <8664FC99-40B2-3E27-8FBC-910E5ABB48A6> /System/Library/PrivateFrameworks/NetAuth.framework/Versions/A/NetAuth
